	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001708.1_1	QGNH01001708.1	QGNH01001708.1	1	2	334	1	E											0	False	F
QGNH01001708.1_2	QGNH01001708.1	QGNH01001708.1	2	345	971	1	E											0	False	F
QGNH01001708.1_3	QGNH01001708.1	QGNH01001708.1	3	975	1454	1	E											0	False	F
QGNH01001708.1_4	QGNH01001708.1	QGNH01001708.1	4	1454	1801	1	E											0	False	F
QGNH01001708.1_5	QGNH01001708.1	QGNH01001708.1	5	1794	2762	1	E											0	False	F
QGNH01001708.1_6	QGNH01001708.1	QGNH01001708.1	6	2768	3139	1	E											0	False	F
QGNH01001708.1_7	QGNH01001708.1	QGNH01001708.1	7	3355	3627	1	E											0	False	F
QGNH01001708.1_8	QGNH01001708.1	QGNH01001708.1	8	3624	4946	1	E											0	False	F
QGNH01001708.1_9	QGNH01001708.1	QGNH01001708.1	9	4950	7802	1	E	NP_958682.1	NP_958682.1 tail protein [Bordetella phage BPP-1]	False	240.0	6.745e-63	0.218		VOG02059	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12; XpXrXs	Xs;Xr;Xp	0	False	VF
QGNH01001708.1_10	QGNH01001708.1	QGNH01001708.1	10	7799	8179	1	E											0	False	F
QGNH01001708.1_11	QGNH01001708.1	QGNH01001708.1	11	8179	8772	1	E								VOG01668	REFSEQ internal virion protein; Xu	Xu	0	False	F
QGNH01001708.1_12	QGNH01001708.1	QGNH01001708.1	12	8772	10907	1	E											0	False	F
QGNH01001708.1_13	QGNH01001708.1	QGNH01001708.1	13	10904	12904	1	E											0	False	F
