	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001127.1_1	QGNH01001127.1	QGNH01001127.1	1	50	1624	1	E																				0	False	F
QGNH01001127.1_2	QGNH01001127.1	QGNH01001127.1	2	1631	2350	-1	E																				1	False	F
QGNH01001127.1_3	QGNH01001127.1	QGNH01001127.1	3	2502	3623	1	E																				0	False	F
QGNH01001127.1_4	QGNH01001127.1	QGNH01001127.1	4	3666	4457	-1	E																				0	False	F
QGNH01001127.1_5	QGNH01001127.1	QGNH01001127.1	5	4682	5962	1	E																				0	False	F
QGNH01001127.1_6	QGNH01001127.1	QGNH01001127.1	6	6037	7443	-1	E																				0	False	
QGNH01001127.1_7	QGNH01001127.1	QGNH01001127.1	7	7607	7954	1	E																				0	False	
QGNH01001127.1_8	QGNH01001127.1	QGNH01001127.1	8	7985	8152	1	E																				0	False	
QGNH01001127.1_9	QGNH01001127.1	QGNH01001127.1	9	8173	8772	-1	E																				0	False	
QGNH01001127.1_10	QGNH01001127.1	QGNH01001127.1	10	8825	15067	-1	E																				0	False	
QGNH01001127.1_11	QGNH01001127.1	QGNH01001127.1	11	15250	16137	1	E																				0	False	
QGNH01001127.1_12	QGNH01001127.1	QGNH01001127.1	12	16094	17323	-1	E																				0	False	
QGNH01001127.1_13	QGNH01001127.1	QGNH01001127.1	13	17329	17970	1	E																				0	False	
QGNH01001127.1_14	QGNH01001127.1	QGNH01001127.1	14	18034	18981	1	E																				0	False	
QGNH01001127.1_15	QGNH01001127.1	QGNH01001127.1	15	19037	21373	-1	E																	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001127.1_16	QGNH01001127.1	QGNH01001127.1	16	21464	21886	-1	E																				0	False	
QGNH01001127.1_17	QGNH01001127.1	QGNH01001127.1	17	22009	23490	-1	E																				0	False	
QGNH01001127.1_18	QGNH01001127.1	QGNH01001127.1	18	23622	24959	-1	E																				0	False	
QGNH01001127.1_19	QGNH01001127.1	QGNH01001127.1	19	24968	26749	-1	D			YP_009448911.1	YP_009448911.1 Negative regulator of the PHO system [Orpheovirus IHUMI-LCC2]	False	0.204	79.0	9.995e-14								Protein kinase domain [PF00069.28]; Protein tyrosine and serine/threonine kinase [PF07714.20]	VOG00098	sp|Q5UQC1|YL232_MIMIV Putative serine/threonine-protein kinase L232; Xh	Xh	0	False	
QGNH01001127.1_20	QGNH01001127.1	QGNH01001127.1	20	26817	28058	-1	E																				0	False	
QGNH01001127.1_21	QGNH01001127.1	QGNH01001127.1	21	28160	29371	1	E																				0	False	
QGNH01001127.1_22	QGNH01001127.1	QGNH01001127.1	22	29368	31974	-1	E																				0	False	
QGNH01001127.1_23	QGNH01001127.1	QGNH01001127.1	23	32384	33178	1	E																				0	False	
QGNH01001127.1_24	QGNH01001127.1	QGNH01001127.1	24	34002	35159	1	D																TRAF-type zinc finger [PF02176.21]				0	False	
QGNH01001127.1_25	QGNH01001127.1	QGNH01001127.1	25	35145	37835	-1	D																DNA polymerase family B [PF00136.24]				0	False	
QGNH01001127.1_26	QGNH01001127.1	QGNH01001127.1	26	37947	39182	-1	E																				0	False	
QGNH01001127.1_27	QGNH01001127.1	QGNH01001127.1	27	39239	39409	1	E																				0	False	
QGNH01001127.1_28	QGNH01001127.1	QGNH01001127.1	28	39402	40634	1	D																Polypeptide deformylase [PF01327.24]				0	False	
