locus_tag	ftype	length_bp	gene	EC_number	COG	product
ODLFHBMG_00001	CDS	3288				hypothetical protein
ODLFHBMG_00002	CDS	249				hypothetical protein
ODLFHBMG_00003	CDS	213				hypothetical protein
ODLFHBMG_00004	tRNA	72				tRNA-Gln(ttg)
ODLFHBMG_00005	CDS	1494				hypothetical protein
ODLFHBMG_00006	CDS	1809				hypothetical protein
ODLFHBMG_00007	CDS	534				hypothetical protein
ODLFHBMG_00008	CDS	561				hypothetical protein
ODLFHBMG_00009	CDS	357				hypothetical protein
ODLFHBMG_00010	CDS	1101				hypothetical protein
ODLFHBMG_00011	CDS	303				hypothetical protein
ODLFHBMG_00012	CDS	207				hypothetical protein
ODLFHBMG_00013	CDS	3882				hypothetical protein
ODLFHBMG_00014	CDS	291				hypothetical protein
ODLFHBMG_00015	CDS	546				hypothetical protein
ODLFHBMG_00016	CDS	870				hypothetical protein
ODLFHBMG_00017	CDS	906				hypothetical protein
ODLFHBMG_00018	CDS	222				hypothetical protein
ODLFHBMG_00019	CDS	1257				hypothetical protein
ODLFHBMG_00020	CDS	456				hypothetical protein
ODLFHBMG_00021	CDS	483				hypothetical protein
ODLFHBMG_00022	CDS	501				hypothetical protein
ODLFHBMG_00023	CDS	342				hypothetical protein
ODLFHBMG_00024	CDS	780				hypothetical protein
ODLFHBMG_00025	CDS	612				hypothetical protein
ODLFHBMG_00026	CDS	450				hypothetical protein
ODLFHBMG_00027	CDS	384				hypothetical protein
ODLFHBMG_00028	CDS	114				hypothetical protein
ODLFHBMG_00029	CDS	264				hypothetical protein
ODLFHBMG_00030	CDS	261				hypothetical protein
ODLFHBMG_00031	CDS	1581				hypothetical protein
ODLFHBMG_00032	CDS	924				hypothetical protein
ODLFHBMG_00033	CDS	501				hypothetical protein
ODLFHBMG_00034	CDS	327				hypothetical protein
ODLFHBMG_00035	CDS	201				hypothetical protein
ODLFHBMG_00036	CDS	1884				hypothetical protein
ODLFHBMG_00037	CDS	495				hypothetical protein
ODLFHBMG_00038	CDS	1581				hypothetical protein
ODLFHBMG_00039	CDS	1251				hypothetical protein
ODLFHBMG_00040	CDS	1743				hypothetical protein
ODLFHBMG_00041	CDS	297				hypothetical protein
ODLFHBMG_00042	tRNA	72				tRNA-Pro(ggg)
ODLFHBMG_00043	CDS	600				hypothetical protein
ODLFHBMG_00044	CDS	519	NDK	2.7.4.6		Nucleoside diphosphate kinase
ODLFHBMG_00045	CDS	1395				hypothetical protein
ODLFHBMG_00046	CDS	864				hypothetical protein
ODLFHBMG_00047	CDS	270				hypothetical protein
ODLFHBMG_00048	CDS	1398				hypothetical protein
ODLFHBMG_00049	CDS	402				hypothetical protein
ODLFHBMG_00050	CDS	1263				hypothetical protein
ODLFHBMG_00051	CDS	297				hypothetical protein
ODLFHBMG_00052	CDS	213				hypothetical protein
ODLFHBMG_00053	CDS	261				hypothetical protein
ODLFHBMG_00054	CDS	336				hypothetical protein
ODLFHBMG_00055	CDS	438				hypothetical protein
ODLFHBMG_00056	CDS	1275				hypothetical protein
ODLFHBMG_00057	CDS	738				hypothetical protein
ODLFHBMG_00058	CDS	387				hypothetical protein
ODLFHBMG_00059	CDS	426				hypothetical protein
ODLFHBMG_00060	CDS	732				hypothetical protein
ODLFHBMG_00061	CDS	576				hypothetical protein
ODLFHBMG_00062	CDS	1596				hypothetical protein
ODLFHBMG_00063	CDS	1287				hypothetical protein
ODLFHBMG_00064	CDS	1038				hypothetical protein
ODLFHBMG_00065	CDS	246				hypothetical protein
ODLFHBMG_00066	CDS	477				hypothetical protein
ODLFHBMG_00067	CDS	384				hypothetical protein
ODLFHBMG_00068	CDS	417				hypothetical protein
ODLFHBMG_00069	CDS	120				hypothetical protein
ODLFHBMG_00070	CDS	219				hypothetical protein
ODLFHBMG_00071	CDS	2268				hypothetical protein
ODLFHBMG_00072	CDS	717				hypothetical protein
ODLFHBMG_00073	CDS	201				hypothetical protein
ODLFHBMG_00074	CDS	1176				hypothetical protein
ODLFHBMG_00075	CDS	273				hypothetical protein
ODLFHBMG_00076	CDS	981				hypothetical protein
