locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ334524.1_1												Hypothetical
MZ334524.1_2												Hypothetical
MZ334524.1_3												Hypothetical
MZ334524.1_4					phrog_8677	VOG26437	VOG:VOG26437	88	6.5e-54	173.3		REFSEQ DUF5049 domain-containing protein
MZ334524.1_5												Hypothetical
MZ334524.1_6												Hypothetical
MZ334524.1_7												Hypothetical
MZ334524.1_8												Hypothetical
MZ334524.1_9												Hypothetical
MZ334524.1_10												Hypothetical
MZ334524.1_11												Hypothetical
MZ334524.1_12												Hypothetical
MZ334524.1_13												Hypothetical
MZ334524.1_14												Hypothetical
MZ334524.1_15												Hypothetical
MZ334524.1_16												Hypothetical
MZ334524.1_17						VOG26226	VOG:VOG26226	63	1.5e-39	126.9		REFSEQ hypothetical protein
MZ334524.1_18												Hypothetical
MZ334524.1_19												Hypothetical
MZ334524.1_20												Hypothetical
MZ334524.1_21						VOG14410	VOG:VOG14410	71	2e-43	139.4		REFSEQ hypothetical protein
MZ334524.1_22					phrog_19679	VOG04363	VOG:VOG04363	103	1.5e-56	183.0		REFSEQ hypothetical protein
MZ334524.1_23												Hypothetical
MZ334524.1_24	K00525	K00525	COG0209		phrog_84, phrog_23565	VOG00122, VOG00122	FOAM:K00525	983	2.8e-235	775.6	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
MZ334524.1_25												Hypothetical
MZ334524.1_26												Hypothetical
MZ334524.1_27												Hypothetical
MZ334524.1_28												Hypothetical
MZ334524.1_29												Hypothetical
MZ334524.1_30												Hypothetical
MZ334524.1_31												Hypothetical
MZ334524.1_32					phrog_284	VOG02246	PHROG:phrog_284	410	2e-67	220.9		exonuclease
MZ334524.1_33						VOG04981	VOG:VOG04981	123	1.4e-08	27.1		REFSEQ hypothetical protein
MZ334524.1_34		K05967	COG4502		phrog_420	VOG00418	KEGG:K05967	199	7.4e-29	94.0		K05967; uncharacterized protein
MZ334524.1_35					phrog_2670	VOG00296	VOG:VOG00296	70	5.7e-13	41.9		REFSEQ hypothetical protein
MZ334524.1_36	K03465	K03465	COG1351		phrog_85	VOG03899	COG:COG1351	250	2.1e-70	230.5		ThyX:Thymidylate biosynthesis
MZ334524.1_37					phrog_17792	VOG14631	VOG:VOG14631	149	4.5e-64	208.2		REFSEQ hypothetical protein
MZ334524.1_38						VOG26473	VOG:VOG26473	406	4.7e-26	84.8		REFSEQ hypothetical protein
MZ334524.1_39												Hypothetical
MZ334524.1_40					phrog_1084	VOG00069	VOG:VOG00069	137	4.3e-21	68.6		sp|Q7Y5D9|FIBL2_BPT5 Collar protein p132
MZ334524.1_41					phrog_16678	VOG14416	VOG:VOG14416	247	1.1e-164	538.6		REFSEQ hypothetical protein
MZ334524.1_42												Hypothetical
MZ334524.1_43					phrog_23905	VOG14415	VOG:VOG14415	194	7.2e-130	423.4		REFSEQ hypothetical protein
MZ334524.1_44			COG1694		phrog_5658	VOG01359	VOG:VOG01359	104	5.4e-34	110.2		REFSEQ pyrophosphatase
MZ334524.1_45	K00558	K00558	COG0270		phrog_116	VOG00639	COG:COG0270	377	1.8e-99	326.3		Dcm:
MZ334524.1_46		K14415	COG1690		phrog_1075	VOG00184, VOG00184	PHROG:phrog_1075	484	3.1e-130	428.2		tRNA splicing ligase
MZ334524.1_47												Hypothetical
MZ334524.1_48		K10848	COG1948		phrog_24545	VOG01108	PHROG:phrog_24545	232	1.3e-148	485.6		HNH endonuclease
MZ334524.1_49												Hypothetical
MZ334524.1_50					phrog_26288	VOG14417	VOG:VOG14417	89	2.3e-53	171.5		REFSEQ hypothetical protein
MZ334524.1_51					phrog_25017	VOG14418	VOG:VOG14418	86	7.9e-58	185.9		REFSEQ hypothetical protein
MZ334524.1_52					phrog_22920	VOG14419	VOG:VOG14419	154	5.7e-98	318.3		REFSEQ hypothetical protein
MZ334524.1_53					phrog_24115	VOG14420	VOG:VOG14420	129	1.3e-84	273.7		REFSEQ hypothetical protein
MZ334524.1_54					phrog_27711	VOG14421	VOG:VOG14421	142	1.8e-96	313.4		REFSEQ hypothetical protein
MZ334524.1_55					phrog_3106	VOG04159	PHROG:phrog_3106	118	8.6e-28	90.1		HNH endonuclease
MZ334524.1_56												Hypothetical
MZ334524.1_57		K04748, K04748	COG0714		phrog_249	VOG02489	PHROG:phrog_249	446	1.1e-60	198.7		porphyrin biosynthesis
MZ334524.1_58					phrog_25479	VOG14422	VOG:VOG14422	150	6.1e-80	259.9		REFSEQ hypothetical protein
MZ334524.1_59												Hypothetical
MZ334524.1_60					phrog_26694	VOG14425	VOG:VOG14425	149	3.3e-99	323.2		REFSEQ hypothetical protein
MZ334524.1_61												Hypothetical
MZ334524.1_62					phrog_29634	VOG26232	VOG:VOG26232	233	3.7e-138	452.9		REFSEQ hypothetical protein
MZ334524.1_63												Hypothetical
MZ334524.1_64												Hypothetical
MZ334524.1_65		K01495	COG0302		phrog_2197	VOG02430	VOG:VOG02430	209	5.4e-89	292.2		sp|A4J5D0|GCH1_DESRM GTP cyclohydrolase 1
MZ334524.1_66		K09125	COG1738		phrog_4899	VOG01051	COG:COG1738	232	6.3e-63	205.6		YhhQ:
MZ334524.1_67					phrog_22165	VOG14426	VOG:VOG14426	55	2.3e-37	119.9		REFSEQ hypothetical protein
MZ334524.1_68		K12212	COG1403		phrog_8446	VOG01977	PHROG:phrog_8446	205	3.9e-29	95.3		HNH endonuclease
MZ334524.1_69		K10026	COG0602		phrog_2076	VOG11337	PHROG:phrog_2076	263	3.2e-75	246.0		QueE-like  radical SAM domain
MZ334524.1_70												Hypothetical
MZ334524.1_71					phrog_35563	VOG26442	VOG:VOG26442	52	2.1e-33	107.5		REFSEQ hypothetical protein
MZ334524.1_72		K01737	COG0720		phrog_2389	VOG02682	PHROG:phrog_2389	132	6.1e-32	103.6		QueD-like  6-pyruvoyl-tetrahydropterin synthase
MZ334524.1_73		K06920	COG0603		phrog_1550	VOG00380	PHROG:phrog_1550	290	6e-73	238.9		QueC-like queuosine biosynthesis
MZ334524.1_74												Hypothetical
MZ334524.1_75		K09457	COG0780		phrog_5949	VOG14428	VOG:VOG14428	154	6.9e-53	171.5		sp|B9MPS5|QUEF_CALBD NADPH-dependent 7-cyano-7-deazaguanine reductase
MZ334524.1_76						VOG26443	VOG:VOG26443	366	1.4e-213	703.0		REFSEQ hypothetical protein
MZ334524.1_77												Hypothetical
MZ334524.1_78												Hypothetical
MZ334524.1_79												Hypothetical
MZ334524.1_80		K04800	COG2256		phrog_11838	VOG02490	VOG:VOG02490	421	3.8e-185	608.4		sp|Q58294|RFCL_METJA Replication factor C large subunit
MZ334524.1_81			COG4317				COG:COG4317	54	1e-19	63.9		XapX:
MZ334524.1_82												Hypothetical
MZ334524.1_83	K02319	K02319	COG0417		phrog_262	VOG00345	PHROG:phrog_262	909	7.5e-171	563.0		DNA polymerase
MZ334524.1_84	K07451	K07451	COG1403		phrog_8048	VOG01977	PHROG:phrog_8048	99	1.6e-37	122.0		HNH endonuclease
MZ334524.1_85		K07465	COG2887		phrog_69	VOG00510	VOG:VOG00510	269	1.4e-37	123.0		sp|O64262|VG69_BPMD2 Gene 69 protein
MZ334524.1_86												Hypothetical
MZ334524.1_87					phrog_23435	VOG14431	VOG:VOG14431	68	8.8e-43	137.8		REFSEQ hypothetical protein
MZ334524.1_88		K04801	COG0470		phrog_168	VOG00428	KEGG:K04801	330	1.9e-113	371.8		rfcS; replication factor C small subunit
MZ334524.1_89												Hypothetical
MZ334524.1_90												Hypothetical
MZ334524.1_91	K00943	K00943	COG0125		phrog_761	VOG00557	COG:COG0125	197	1.9e-58	191.8		Tmk:Thymidylate biosynthesis
MZ334524.1_92					phrog_26211	VOG14432	VOG:VOG14432	150	1.2e-86	281.7		REFSEQ hypothetical protein
MZ334524.1_93		K18882	COG2219		phrog_9660	VOG05098	VOG:VOG05098	384	1.2e-132	436.0		REFSEQ hypothetical protein
MZ334524.1_94					phrog_25687	VOG14433	VOG:VOG14433	286	4.8e-195	639.5		REFSEQ hypothetical protein
MZ334524.1_95		K04483	COG1717		phrog_27403	VOG14434	VOG:VOG14434	171	2.9e-106	345.8		REFSEQ RadA
MZ334524.1_96					phrog_27930	VOG14435	VOG:VOG14435	497	1.2e-301	989.7		REFSEQ hypothetical protein
MZ334524.1_97					phrog_24900	VOG14436	VOG:VOG14436	348	2.3e-238	783.2		REFSEQ hypothetical protein
MZ334524.1_98		K04483	COG0468		phrog_8337	VOG04360	PHROG:phrog_8337	304	9.9e-86	280.4		DNA repair protein
MZ334524.1_99												Hypothetical
MZ334524.1_100												Hypothetical
MZ334524.1_101					phrog_26615	VOG14437	VOG:VOG14437	235	8.4e-158	516.4		REFSEQ hypothetical protein
MZ334524.1_102		K12212	COG3183		phrog_1271	VOG01977	PHROG:phrog_1271	215	2.6e-39	128.5		HNH endonuclease
MZ334524.1_103		K06909	COG1783		phrog_5653, phrog_979	VOG07294	COG:COG1783	482	1.7e-70	229.4		XtmB:
MZ334524.1_104					phrog_18178	VOG14438	VOG:VOG14438	624	0	1365.0		REFSEQ portal protein
MZ334524.1_105												Hypothetical
MZ334524.1_106					phrog_2662	VOG14440, VOG14440	VOG:VOG14440	450	4.3e-179	502.4		REFSEQ gpF-like protein
MZ334524.1_107		K16214	COG4185		phrog_24083, phrog_24083	VOG02541	VOG:VOG02541	1210	0	1625.1		REFSEQ hypothetical protein
MZ334524.1_108												Hypothetical
MZ334524.1_109		K06904	COG3740		phrog_23555	VOG14439	VOG:VOG14439	666	0	1349.9		REFSEQ head maturation protease
MZ334524.1_110					phrog_24667	VOG14441	VOG:VOG14441	461	0	1066.1		REFSEQ major head protein
MZ334524.1_111					phrog_26555	VOG14443	VOG:VOG14443	126	9e-80	258.0		REFSEQ hypothetical protein
MZ334524.1_112					phrog_26402	VOG14442	VOG:VOG14442	101	7e-57	183.8		REFSEQ hypothetical protein
MZ334524.1_113					phrog_23144	VOG14444	VOG:VOG14444	148	4.1e-90	292.6		REFSEQ hypothetical protein
MZ334524.1_114					phrog_24068	VOG14445	VOG:VOG14445	110	2.5e-65	210.3		REFSEQ hypothetical protein
MZ334524.1_115												Hypothetical
MZ334524.1_116					phrog_18530	VOG00648	VOG:VOG00648	183	3.5e-31	101.5		REFSEQ hypothetical protein
MZ334524.1_117												Hypothetical
MZ334524.1_118												Hypothetical
MZ334524.1_119					phrog_18409	VOG00339	PHROG:phrog_18409	327	7.6e-132	432.0		minor tail protein
MZ334524.1_120												Hypothetical
MZ334524.1_121						VOG08006	VOG:VOG08006	47	3.1e-09	31.0		sp|Q05222|SCAF_BPML5 Probable capsid assembly scaffolding protein
MZ334524.1_122												Hypothetical
MZ334524.1_123												Hypothetical
MZ334524.1_124						VOG00094	VOG:VOG00094	621	3.1e-09	28.8		sp|P03726|EXLYS_BPT7 Peptidoglycan transglycosylase gp16
MZ334524.1_125					phrog_538		PHROG:phrog_538	698	2.9e-09	29.1		minor tail protein
MZ334524.1_126												Hypothetical
MZ334524.1_127			COG4195		phrog_4175	VOG11814	PHROG:phrog_4175	1046	1e-50	163.2		poly-gamma-glutamate hydrolase
MZ334524.1_128												Hypothetical
MZ334524.1_129												Hypothetical
MZ334524.1_130						VOG14453	VOG:VOG14453	77	2.6e-44	142.1		REFSEQ hypothetical protein
MZ334524.1_131												Hypothetical
MZ334524.1_132			COG0328		phrog_22885	VOG01827	PHROG:phrog_22885	144	7.2e-79	255.7		Rnase H
MZ334524.1_133												Hypothetical
MZ334524.1_134												Hypothetical
MZ334524.1_135												Hypothetical
MZ334524.1_136												Hypothetical
MZ334524.1_137												Hypothetical
MZ334524.1_138												Hypothetical
MZ334524.1_139												Hypothetical
MZ334524.1_140												Hypothetical
MZ334524.1_141					phrog_26532	VOG14457	VOG:VOG14457	68	4.4e-42	135.2		REFSEQ hypothetical protein
MZ334524.1_142	K01494	K01494	COG0717		phrog_1663	VOG00082	COG:COG0717	217	4.2e-59	193.4		Dcd:Thymidylate biosynthesis
MZ334524.1_143					phrog_29741	VOG14463	VOG:VOG14463	41	1.2e-23	76.0		REFSEQ hypothetical protein
MZ334524.1_144												Hypothetical
MZ334524.1_145						VOG26245	VOG:VOG26245	76	1.9e-51	164.9		REFSEQ hypothetical protein
MZ334524.1_146												Hypothetical
MZ334524.1_147												Hypothetical
MZ334524.1_148					phrog_25102	VOG14459	VOG:VOG14459	73	7.5e-48	153.7		REFSEQ hypothetical protein
MZ334524.1_149					phrog_22958	VOG14461	VOG:VOG14461	52	1.3e-38	123.9		REFSEQ hypothetical protein
MZ334524.1_150												Hypothetical
MZ334524.1_151												Hypothetical
MZ334524.1_152												Hypothetical
MZ334524.1_153												Hypothetical
MZ334524.1_154												Hypothetical
MZ334524.1_155												Hypothetical
MZ334524.1_156												Hypothetical
