	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_019403_1	NC_019403	NC_019403	1	902	997	1	E			YP_006987763.1	YP_006987763.1 hypothetical protein D860_gp54 [Escherichia phage vB_EcoP_ACG-C91]	False	0.931	63.0	5.095e-13													VOG11748	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019403_2	NC_019403	NC_019403	2	994	1221	1	E			YP_006987764.1	YP_006987764.1 hypothetical protein D860_gp53 [Escherichia phage vB_EcoP_ACG-C91]	False	1.0	163.0	5.125999999999999e-47													VOG11749	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019403_3	NC_019403	NC_019403	3	1208	1387	1	E			YP_654099.1	YP_654099.1 1 [Escherichia phage K1-5]	False	0.896	113.0	9.245e-30													VOG11750	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019403_4	NC_019403	NC_019403	4	1387	1611	1	E			YP_006987766.1	YP_006987766.1 hypothetical protein D860_gp51 [Escherichia phage vB_EcoP_ACG-C91]	False	0.971	154.0	9.703e-44													VOG11751	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019403_5	NC_019403	NC_019403	5	1741	1908	1	E			YP_006987767.1	YP_006987767.1 hypothetical protein D860_gp50 [Escherichia phage vB_EcoP_ACG-C91]	False	0.948	112.0	1.4199999999999998e-29													VOG00956	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019403_6	NC_019403	NC_019403	6	2063	2419	1	D			YP_006987769.1	YP_006987769.1 ocr-like anti-restriction [Escherichia phage vB_EcoP_ACG-C91]	False	0.93	232.0	3.972e-70								DNA mimic ocr [PF08684.13]					VOG00807	sp|P00513|PK_BPT7 Protein kinase 0.7; XhXp	Xh;Xp	0	False	F
NC_019403_7	NC_019403	NC_019403	7	2416	2535	1	E			YP_006987770.1	YP_006987770.1 hypothetical protein D860_gp47 [Escherichia phage vB_EcoP_ACG-C91]	False	0.981	83.0	7.094e-20													VOG11752	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019403_8	NC_019403	NC_019403	8	2612	2797	1	E			YP_009795380.1	YP_009795380.1 hypothetical protein HOS42_gp07 [Escherichia phage mutPK1A2]	False	1.0	131.0	3.4730000000000005e-36													VOG11753	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019403_9	NC_019403	NC_019403	9	2859	3743	1	E			YP_006987772.1	YP_006987772.1 hypothetical protein D860_gp45 [Escherichia phage vB_EcoP_ACG-C91]	True	0.89	546.0	1.445e-175													VOG11754	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019403_10	NC_019403	NC_019403	10	3807	6434	1	D			YP_006987773.1	YP_006987773.1 RNA polymerase [Escherichia phage vB_EcoP_ACG-C91]	True	0.965	1777.0	0.0								DNA-dependent RNA polymerase [PF00940.22]; DNA-directed RNA polymerase N-terminal [PF14700.9]					VOG00796	sp|P00573|RPOL_BPT7 T7 RNA polymerase; XhXr	Xr;Xh	0	False	VF
