	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001240.1_1	QGNH01001240.1	QGNH01001240.1	1	2	1378	1	E																		0	False	F
QGNH01001240.1_2	QGNH01001240.1	QGNH01001240.1	2	1411	1584	-1	E																		0	False	F
QGNH01001240.1_3	QGNH01001240.1	QGNH01001240.1	3	1619	2248	1	E																		0	False	F
QGNH01001240.1_4	QGNH01001240.1	QGNH01001240.1	4	2277	2897	1	E																		0	False	F
QGNH01001240.1_5	QGNH01001240.1	QGNH01001240.1	5	2923	3567	1	D														Collagen triple helix repeat (20 copies) [PF01391.21]				0	False	F
QGNH01001240.1_6	QGNH01001240.1	QGNH01001240.1	6	3612	4253	1	D														Collagen triple helix repeat (20 copies) [PF01391.21]				0	False	F
QGNH01001240.1_7	QGNH01001240.1	QGNH01001240.1	7	4285	5010	1	D														Collagen triple helix repeat (20 copies) [PF01391.21]	VOG01091	sp|B4YNE6|V6_SPTNK Collagen-like protein V6; Xu	Xu	0	False	F
QGNH01001240.1_8	QGNH01001240.1	QGNH01001240.1	8	5043	5330	-1	E																		0	False	
QGNH01001240.1_9	QGNH01001240.1	QGNH01001240.1	9	5509	6051	1	D	YP_002122370.1	YP_002122370.1 V9 [Sputnik virophage]	False	0.489	159.0	1.492e-43	MER1239413	C120	MER1239413 - mavirus processing peptidase () [C120.001]#C120#{peptidase unit: 1-189}~source YP_004300294~	False	66.0	4.334e-11	0.285		VOG16709	sp|B4YNE9|V9_SPTNK Uncharacterized protein V9; Xu	Xu	0	False	
QGNH01001240.1_10	QGNH01001240.1	QGNH01001240.1	10	6148	7269	-1	E																		0	False	
QGNH01001240.1_11	QGNH01001240.1	QGNH01001240.1	11	7313	8587	1	E	YP_008859634.1	YP_008859634.1 minor virion protein [Zamilon virus]	False	0.26	149.0	6.995e-37									VOG03088	sp|B4YNF9|V19_SPTNK Structural protein V19; Xs	Xs	0	False	V
QGNH01001240.1_12	QGNH01001240.1	QGNH01001240.1	12	8649	10547	1	E	YP_008859635.1	YP_008859635.1 Capsid protein [Zamilon virus]	False	0.288	222.0	3.38e-59									VOG05312	sp|B4YNG0|CAPSD_SPTNK Putative capsid protein V20; Xs	Xs	0	False	V
QGNH01001240.1_13	QGNH01001240.1	QGNH01001240.1	13	10643	11548	1	E																		0	False	
QGNH01001240.1_14	QGNH01001240.1	QGNH01001240.1	14	11630	12244	-1	E																		1	False	
QGNH01001240.1_15	QGNH01001240.1	QGNH01001240.1	15	12285	12494	-1	E																		0	False	
QGNH01001240.1_16	QGNH01001240.1	QGNH01001240.1	16	12626	12865	-1	E																		0	False	F
QGNH01001240.1_17	QGNH01001240.1	QGNH01001240.1	17	12919	13431	1	E																		0	False	F
QGNH01001240.1_18	QGNH01001240.1	QGNH01001240.1	18	13452	13826	1	E																		0	False	F
QGNH01001240.1_19	QGNH01001240.1	QGNH01001240.1	19	13971	14660	1	D	YP_005102530.1	YP_005102530.1 DNA invertase [Bacteroides phage B124-14]	False	0.314	98.0	9.618e-22								Resolvase, N terminal domain [PF00239.24]				0	False	F
QGNH01001240.1_20	QGNH01001240.1	QGNH01001240.1	20	15342	15635	1	E																		0	False	F
QGNH01001240.1_21	QGNH01001240.1	QGNH01001240.1	21	15798	16538	-1	E	YP_008859647.1	YP_008859647.1 DNA packaging protein [Zamilon virus]	False	0.473	204.0	8.191000000000001e-58									VOG05703	sp|B4YNE3|V3_SPTNK Uncharacterized protein V3; Xu	Xu	0	False	F
QGNH01001240.1_22	QGNH01001240.1	QGNH01001240.1	22	16699	17076	1	E																		0	False	F
QGNH01001240.1_23	QGNH01001240.1	QGNH01001240.1	23	17116	17436	1	E																		0	False	F
QGNH01001240.1_24	QGNH01001240.1	QGNH01001240.1	24	17453	17731	1	D														Collagen triple helix repeat (20 copies) [PF01391.21]				0	False	F
