	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000472.1_1	QGNH01000472.1	QGNH01000472.1	1	338	1132	1	D																Domain of unknown function (DUF1906) [PF08924.14]				0	False	F
QGNH01000472.1_2	QGNH01000472.1	QGNH01000472.1	2	1151	1489	1	E																				0	False	F
QGNH01000472.1_3	QGNH01000472.1	QGNH01000472.1	3	1664	2212	1	E																				0	False	F
QGNH01000472.1_4	QGNH01000472.1	QGNH01000472.1	4	2209	2400	1	D																DnaJ central domain [PF00684.22]; Tryptophan RNA-binding attenuator protein inhibitory protein [PF15777.8]				0	False	F
QGNH01000472.1_5	QGNH01000472.1	QGNH01000472.1	5	2397	2723	1	E																				0	False	F
QGNH01000472.1_6	QGNH01000472.1	QGNH01000472.1	6	2843	3334	1	E																				0	False	F
QGNH01000472.1_7	QGNH01000472.1	QGNH01000472.1	7	3466	4407	1	D			YP_009801737.1	YP_009801737.1 hypothetical protein HOT28_gp91 [Gordonia phage Jace]	False	0.319	161.0	3.927e-42								Domain of unknown function (DUF932) [PF06067.14]	VOG01079	sp|P52132|YFJQ_ECOLI UPF0380 protein YfjQ; Xu	Xu	0	False	F
QGNH01000472.1_8	QGNH01000472.1	QGNH01000472.1	8	4478	5062	1	E			YP_009005622.1	YP_009005622.1 phosphoribosyl transferase [Mycobacterium phage BellusTerra]	False	0.296	61.0	1.767e-09									VOG08033	REFSEQ phosphoribosyl transferase; Xu	Xu	0	False	F
QGNH01000472.1_9	QGNH01000472.1	QGNH01000472.1	9	5091	5306	1	E																				0	False	
QGNH01000472.1_10	QGNH01000472.1	QGNH01000472.1	10	5312	5563	1	E																				0	False	
QGNH01000472.1_11	QGNH01000472.1	QGNH01000472.1	11	5560	5979	1	E																				0	False	
QGNH01000472.1_12	QGNH01000472.1	QGNH01000472.1	12	5979	6236	1	E																				0	False	
QGNH01000472.1_13	QGNH01000472.1	QGNH01000472.1	13	6257	6835	1	E																				0	False	
QGNH01000472.1_14	QGNH01000472.1	QGNH01000472.1	14	6832	7116	1	E																				0	False	
QGNH01000472.1_15	QGNH01000472.1	QGNH01000472.1	15	7204	7581	1	E																				0	False	
QGNH01000472.1_16	QGNH01000472.1	QGNH01000472.1	16	7574	8407	1	E																				0	False	
QGNH01000472.1_17	QGNH01000472.1	QGNH01000472.1	17	8486	9106	1	D			YP_006908047.1	YP_006908047.1 L-alanyl-D-glutamate peptidase [Bacillus phage BCP78]	False	0.495	64.0	1.105e-10								3D domain [PF06725.14]				0	False	
QGNH01000472.1_18	QGNH01000472.1	QGNH01000472.1	18	9113	9235	1	E																				0	False	
QGNH01000472.1_19	QGNH01000472.1	QGNH01000472.1	19	9284	9493	1	E																				0	False	
QGNH01000472.1_20	QGNH01000472.1	QGNH01000472.1	20	9490	9678	1	E																				0	False	
QGNH01000472.1_21	QGNH01000472.1	QGNH01000472.1	21	9732	10472	1	D			YP_009600097.1	YP_009600097.1 RecB-like protein [Geobacillus phage TP-84]	False	0.265	90.0	7.07e-19								PD-(D/E)XK nuclease superfamily [PF12705.10]	VOG00510	sp|O64262|VG69_BPMD2 Gene 69 protein; Xu	Xu	0	False	
QGNH01000472.1_22	QGNH01000472.1	QGNH01000472.1	22	10469	11311	1	E																				0	False	
QGNH01000472.1_23	QGNH01000472.1	QGNH01000472.1	23	11298	12209	1	E			YP_009324443.1	YP_009324443.1 hypothetical protein BOX05_gp51 [Gordonia phage GAL1]	False	0.488	128.0	7.144e-31									VOG04239	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000472.1_24	QGNH01000472.1	QGNH01000472.1	24	12255	13076	1	E			YP_010754454.1	YP_010754454.1 hypothetical protein QEH34_gp57 [Microbacterium phage Footloose]	False	0.262	91.0	7.218e-19									VOG00423	REFSEQ replication initiation protein; Xu	Xu	0	False	
QGNH01000472.1_25	QGNH01000472.1	QGNH01000472.1	25	13140	14435	1	C	K02314	replicative DNA helicase [EC:5.6.2.3]	YP_006560277.1	YP_006560277.1 DnaB-like replicative helicase [Marinomonas phage P12026]	False	0.277	149.0	1.094e-36								DnaB-like helicase C terminal domain [PF03796.18]; DnaB-like helicase N terminal domain [PF00772.24]; AAA domain [PF13481.9]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
