locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_071075_1		K07474	COG3728		phrog_51	VOG01634	PHROG:phrog_51	151	2.2e-33	106.9		terminase small subunit
NC_071075_2		K06909	COG1783		phrog_5653	VOG02286	VOG:VOG02286	412	3.2e-111	363.3		REFSEQ terminase large subunit
NC_071075_3					phrog_64	VOG00109	PHROG:phrog_64	490	7.7e-140	457.5		portal protein
NC_071075_4			COG5585		phrog_115	VOG03910	PHROG:phrog_115	298	3e-93	304.1		minor head protein
NC_071075_5					phrog_172	VOG01238	PHROG:phrog_172	194	5.2e-37	119.1		head scaffolding protein
NC_071075_6					phrog_909	VOG04779	VOG:VOG04779	120	1.1e-37	119.9		REFSEQ major head protein
NC_071075_7					phrog_29	VOG01069	PHROG:phrog_29	349	3e-87	284.4		major head protein
NC_071075_8					phrog_5279	VOG16364	VOG:VOG16364	54	3.3e-37	117.7		REFSEQ hypothetical protein
NC_071075_9					phrog_132	VOG00555	PHROG:phrog_132	114	2.6e-34	109.4		head-tail adaptor
NC_071075_10					phrog_348	VOG02298	VOG:VOG02298	105	4.7e-37	117.9		REFSEQ minor head protein
NC_071075_11					phrog_5	VOG25606	VOG:VOG25606	104	1.7e-46	149.5		REFSEQ hypothetical protein
NC_071075_12					phrog_176	VOG00447	PHROG:phrog_176	129	1.2e-41	132.9		tail terminator
NC_071075_13					phrog_238	VOG00541	PHROG:phrog_238	170	5.5e-60	193.5		major tail protein
NC_071075_14					phrog_183	VOG00202	VOG:VOG00202	118	9.2e-40	128.1		REFSEQ tail assembly chaperone
NC_071075_15					phrog_441	VOG00202	PHROG:phrog_441	106	1.3e-34	111.3		tail assembly chaperone
NC_071075_16			COG5412, COG5412		phrog_1204, phrog_1204, phrog_28752, phrog_305	VOG32164, VOG32164	VOG:VOG32164	1546	0	1180.7		REFSEQ tail protein
NC_071075_17			COG4722		phrog_202	VOG00298	PHROG:phrog_202	512	1.4e-168	553.1		distal tail protein Dit
NC_071075_18			COG4926		phrog_588	VOG02208, VOG29972	PHROG:phrog_588	980	0	1395.2		tail fiber protein and host specificity
NC_071075_19					phrog_372		PHROG:phrog_372	614	3.1e-244	803.8		tail protein
NC_071075_20					phrog_1060	VOG02647	VOG:VOG02647	137	1.1e-57	185.9		REFSEQ hypothetical protein
NC_071075_21												Hypothetical
NC_071075_22					phrog_1296	VOG01599	VOG:VOG01599	108	8.6e-46	145.7		REFSEQ holin
NC_071075_23			COG5546		phrog_297	VOG02605	PHROG:phrog_297	76	6.6e-40	127.7		holin
NC_071075_24		K07273		GH25, GH25	phrog_291		PHROG:phrog_291	300	2.6e-66	215.7		endolysin
NC_071075_25		K18830	COG1476		phrog_3	VOG00002	COG:COG1476	68	4.1e-18	57.6		XRE:
NC_071075_26												Hypothetical
NC_071075_27					phrog_2902	VOG01289, VOG01289	PHROG:phrog_2902	180	2.4e-89	289.2		anti-repressor
NC_071075_28					phrog_3		PHROG:phrog_3	70	6.6e-16	49.5		transcriptional repressor
NC_071075_29					phrog_1022	VOG03768	VOG:VOG03768	41	2.8e-18	57.4		REFSEQ hypothetical protein
NC_071075_30		K02086	COG3935		phrog_29927	VOG27212	VOG:VOG27212	292	1.9e-91	294.1		REFSEQ DNA replication protein
NC_071075_31		K02315	COG1484		phrog_50	VOG02675	VOG:VOG02675	261	1.1e-75	246.1		sp|P0AEF0|DNAC_ECOLI DNA replication protein DnaC
NC_071075_32												Hypothetical
NC_071075_33		K07455	COG3723		phrog_148	VOG08192	PHROG:phrog_148	276	3.6e-80	260.8		RecT-like ssDNA annealing protein
NC_071075_34		K16899	COG2887		phrog_1227	VOG03596	PHROG:phrog_1227	279	7.2e-110	357.6		exonuclease
NC_071075_35		K03111	COG0629		phrog_44	VOG00906	PHROG:phrog_44	149	4.4e-64	206.8		single strand DNA binding protein
NC_071075_36		K01160	COG4570		phrog_140	VOG00400	PHROG:phrog_140	154	3.1e-49	158.5		RusA-like Holliday junction resolvase
NC_071075_37												Hypothetical
NC_071075_38					phrog_1489	VOG09136	VOG:VOG09136	52	8.5e-36	113.4		REFSEQ hypothetical protein
NC_071075_39												Hypothetical
NC_071075_40					phrog_121	VOG04533	VOG:VOG04533	182	4.8e-37	119.0		REFSEQ hypothetical protein
NC_071075_41		K22300	COG1476		phrog_1994	VOG00959	PHROG:phrog_1994	167	4.1e-95	307.7		DNA binding protein
NC_071075_42					phrog_884	VOG04539	VOG:VOG04539	96	7.1e-44	139.6		REFSEQ hypothetical protein
NC_071075_43												Hypothetical
NC_071075_44					phrog_248	VOG00939	VOG:VOG00939	138	5.1e-47	151.2		sp|O34055|ARPU_BPO12 Putative autolysin regulatory protein ArpU
