locus_tag	ftype	length_bp	gene	EC_number	COG	product
BGLFPBOM_00001	CDS	1077	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
BGLFPBOM_00002	CDS	882	lacF_1			Lactose transport system permease protein LacF
BGLFPBOM_00003	CDS	819	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
BGLFPBOM_00004	CDS	1293	rnj	3.1.-.-		Ribonuclease J
BGLFPBOM_00005	CDS	1293	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
BGLFPBOM_00006	CDS	1557	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
BGLFPBOM_00007	CDS	1107	thiO	1.4.3.19		Glycine oxidase
BGLFPBOM_00008	CDS	936	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
BGLFPBOM_00009	CDS	441	zapA			Cell division protein ZapA
BGLFPBOM_00010	CDS	552				hypothetical protein
BGLFPBOM_00011	CDS	2367	mutS2_1	3.1.-.-		Endonuclease MutS2
BGLFPBOM_00012	CDS	315	trxA_1		COG0526	Thioredoxin
BGLFPBOM_00013	CDS	1800	uvrC		COG0322	UvrABC system protein C
BGLFPBOM_00014	CDS	900	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BGLFPBOM_00015	CDS	1260	yhaP		COG1668	putative protein YhaP
BGLFPBOM_00016	CDS	1032		3.1.1.23	COG2267	Monoacylglycerol lipase
BGLFPBOM_00017	CDS	375	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
BGLFPBOM_00018	CDS	444				hypothetical protein
BGLFPBOM_00019	CDS	813	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
BGLFPBOM_00020	CDS	1359				hypothetical protein
BGLFPBOM_00021	CDS	804				hypothetical protein
BGLFPBOM_00022	CDS	441				hypothetical protein
BGLFPBOM_00023	CDS	612	rpoE			DNA-directed RNA polymerase subunit delta
BGLFPBOM_00024	CDS	855	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
BGLFPBOM_00025	CDS	1026	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
BGLFPBOM_00026	tRNA	74				tRNA-Arg(ccg)
BGLFPBOM_00027	CDS	1320	rpoN1		COG1508	RNA polymerase sigma-54 factor 1
BGLFPBOM_00028	CDS	1038	cggR		COG2390	Central glycolytic genes regulator
BGLFPBOM_00029	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
BGLFPBOM_00030	CDS	1191	pgk	2.7.2.3		Phosphoglycerate kinase
BGLFPBOM_00031	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
BGLFPBOM_00032	CDS	1302	eno	4.2.1.11	COG0148	Enolase
BGLFPBOM_00033	CDS	711	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
BGLFPBOM_00034	CDS	591		2.3.1.-		Putative acetyltransferase
BGLFPBOM_00035	CDS	504				hypothetical protein
BGLFPBOM_00036	CDS	240	secG		COG1314	putative protein-export membrane protein SecG
BGLFPBOM_00037	CDS	744	est	3.1.1.1		Carboxylesterase
BGLFPBOM_00038	CDS	2352	rnr	3.1.13.1	COG0557	Ribonuclease R
BGLFPBOM_00039	CDS	459	smpB		COG0691	SsrA-binding protein
BGLFPBOM_00040	CDS	720	atpB			ATP synthase subunit a
BGLFPBOM_00041	CDS	213	atpE_1			ATP synthase subunit c
BGLFPBOM_00042	CDS	525	atpF		COG0711	ATP synthase subunit b
BGLFPBOM_00043	CDS	543	atpH		COG0712	ATP synthase subunit delta
BGLFPBOM_00044	CDS	1557	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
BGLFPBOM_00045	CDS	912	atpG		COG0224	ATP synthase gamma chain
BGLFPBOM_00046	CDS	1407	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
BGLFPBOM_00047	CDS	423	atpC		COG0355	ATP synthase epsilon chain
BGLFPBOM_00048	CDS	234				hypothetical protein
BGLFPBOM_00049	CDS	1305	murA1_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
BGLFPBOM_00050	CDS	177				hypothetical protein
