	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_024383_1	NC_024383	NC_024383	1	81	344	1	E			YP_009793508.1	YP_009793508.1 hypothetical protein HOS25_gp009 [Listeria phage LMTA-94]	False	0.951	176.0	2.723e-51													VOG12541	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_024383_2	NC_024383	NC_024383	2	428	703	1	E			YP_009784625.1	YP_009784625.1 hypothetical protein HOQ96_gp113 [Listeria phage LP-124]	False	0.929	179.0	2.641e-52													VOG04803	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_024383_3	NC_024383	NC_024383	3	779	1231	1	E			YP_009784626.1	YP_009784626.1 hypothetical protein HOQ96_gp114 [Listeria phage LP-124]	False	0.957	304.0	2.033e-94													VOG12542	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_024383_4	NC_024383	NC_024383	4	1386	2039	1	E			YP_009784627.1	YP_009784627.1 Mom-like DNA modification protein [Listeria phage LP-124]	True	0.968	444.0	1.126e-141													VOG04476	sp|P06018|MOM_BPMU Methylcarbamoylase mom; XhXp	Xh;Xp	0	False	F
NC_024383_5	NC_024383	NC_024383	5	2056	2283	1	E			YP_009784628.1	YP_009784628.1 hypothetical protein HOQ96_gp116 [Listeria phage LP-124]	False	0.895	142.0	9.906e-40													VOG12544	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_024383_6	NC_024383	NC_024383	6	2357	2554	1	E			YP_009784629.1	YP_009784629.1 hypothetical protein HOQ96_gp117 [Listeria phage LP-124]	False	0.918	127.0	1.012e-34													VOG12679	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_024383_7	NC_024383	NC_024383	7	2573	2779	1	E			YP_009784630.1	YP_009784630.1 hypothetical protein HOQ96_gp118 [Listeria phage LP-124]	False	0.947	138.0	3.117e-38													VOG12678	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_024383_8	NC_024383	NC_024383	8	2912	3055	1	E			YP_009793500.1	YP_009793500.1 hypothetical protein HOS25_gp001 [Listeria phage LMTA-94]	False	0.949	96.0	3.044e-24													VOG12543	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_024383_9	NC_024383	NC_024383	9	3258	3599	1	E			YP_009784631.1	YP_009784631.1 hypothetical protein HOQ96_gp119 [Listeria phage LP-124]	False	0.976	235.0	4.679000000000001e-71													VOG00260	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_024383_10	NC_024383	NC_024383	10	3719	4168	1	E			YP_009784632.1	YP_009784632.1 hypothetical protein HOQ96_gp120 [Listeria phage LP-124]	False	0.979	310.0	2.3330000000000007e-96													VOG12545	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_024383_11	NC_024383	NC_024383	11	4270	4812	1	E			YP_009784633.1	YP_009784633.1 hypothetical protein HOQ96_gp121 [Listeria phage LP-124]	True	0.938	356.0	6.898e-112													VOG12546	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_024383_12	NC_024383	NC_024383	12	4837	5115	1	E			YP_009784634.1	YP_009784634.1 hypothetical protein HOQ96_gp122 [Listeria phage LP-124]	False	0.953	186.0	9.352e-55													VOG12550	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_024383_13	NC_024383	NC_024383	13	5714	5968	1	E			YP_009784635.1	YP_009784635.1 hypothetical protein HOQ96_gp123 [Listeria phage LP-124]	False	0.852	151.0	2.0070000000000006e-42													VOG12487	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_14	NC_024383	NC_024383	14	5965	6225	1	E			YP_406486.1	YP_406486.1 gp110 [Listeria phage P100]	False	0.955	175.0	6.693e-51													VOG12489	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_15	NC_024383	NC_024383	15	6249	6434	1	E			YP_406487.1	YP_406487.1 gp111 [Listeria phage P100]	False	0.856	111.0	4.9970000000000006e-29													VOG12680	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_16	NC_024383	NC_024383	16	6453	6626	1	E			YP_009784638.1	YP_009784638.1 hypothetical protein HOQ96_gp126 [Listeria phage LP-124]	False	0.814	98.0	1.045e-24													VOG12488	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_17	NC_024383	NC_024383	17	6783	7043	1	E			YP_009784639.1	YP_009784639.1 hypothetical protein HOQ96_gp127 [Listeria phage LP-124]	False	0.907	165.0	1.8219999999999999e-47													VOG12490	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_18	NC_024383	NC_024383	18	7057	7344	1	E			YP_009784640.1	YP_009784640.1 hypothetical protein HOQ96_gp128 [Listeria phage LP-124]	False	0.963	195.0	1.4160000000000002e-57													VOG12491	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_19	NC_024383	NC_024383	19	7499	7771	1	E			YP_009592553.1	YP_009592553.1 hypothetical protein FDG78_gp024 [Listeria phage LP-064]	False	0.947	181.0	5.171e-53													VOG12492	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_20	NC_024383	NC_024383	20	7788	7985	1	E			YP_009784642.1	YP_009784642.1 hypothetical protein HOQ96_gp130 [Listeria phage LP-124]	False	0.991	138.0	1.422e-38													VOG08473	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_21	NC_024383	NC_024383	21	8088	8216	1	E			YP_009055610.1	YP_009055610.1 hypothetical protein LD12_gp022 [Listeria phage LMTA-148]	False	0.829	74.0	9.091e-17													VOG06297	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_22	NC_024383	NC_024383	22	8519	8923	1	D			YP_009044480.1	YP_009044480.1 YopX-like protein [Listeria phage LP-083-2]	False	0.98	279.0	4.091e-86								YopX protein [PF09643.13]					VOG01096	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_23	NC_024383	NC_024383	23	8926	9144	1	E			YP_009044481.1	YP_009044481.1 hypothetical protein LP083-2_024 [Listeria phage LP-083-2]	False	1.0	164.0	3.212e-47													VOG01096	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_24	NC_024383	NC_024383	24	9146	9367	1	E			YP_009784647.1	YP_009784647.1 hypothetical protein HOQ96_gp135 [Listeria phage LP-124]	False	0.953	149.0	5.655000000000001e-42													VOG03651	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_25	NC_024383	NC_024383	25	9480	9746	1	E			YP_009784648.1	YP_009784648.1 hypothetical protein HOQ96_gp136 [Listeria phage LP-124]	False	0.959	180.0	1.66e-52													VOG12674	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_024383_26	NC_024383	NC_024383	26	9739	10230	1	E			YP_009784649.1	YP_009784649.1 hypothetical protein HOQ96_gp137 [Listeria phage LP-124]	False	0.955	329.0	6.391999999999999e-103													VOG12682	REFSEQ hypothetical protein; Xu	Xu	0	False	
