locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
AF065411.1_1												Hypothetical
AF065411.1_2												Hypothetical
AF065411.1_3												Hypothetical
AF065411.1_4												Hypothetical
AF065411.1_5			COG5431			VOG29249	VOG:VOG29249	87	1.8e-59	191.3		REFSEQ hypothetical protein
AF065411.1_6												Hypothetical
AF065411.1_7												Hypothetical
AF065411.1_8												Hypothetical
AF065411.1_9												Hypothetical
AF065411.1_10												Hypothetical
AF065411.1_11												Hypothetical
AF065411.1_12												Hypothetical
AF065411.1_13			COG4933		phrog_3136	VOG16536	VOG:VOG16536	128	2.7e-62	199.9		sp|A0A0H3G0N3|ASCHD_ZYMMA ASCH domain-containing ribonuclease
AF065411.1_14												Hypothetical
AF065411.1_15												Hypothetical
AF065411.1_16												Hypothetical
AF065411.1_17												Hypothetical
AF065411.1_18					phrog_6299	VOG02110	VOG:VOG02110	174	3.9e-75	243.4		REFSEQ terminase small subunit
AF065411.1_19		K06909	COG5362		phrog_979, phrog_979	VOG00705	PHROG:phrog_979	465	6.7e-135	263.0		terminase large subunit
AF065411.1_20			COG5518		phrog_12	VOG00344	VOG:VOG00344	543	1e-61	200.6		sp|Q6QGD5|PORTL_BPT5 Portal protein
AF065411.1_21												Hypothetical
AF065411.1_22					phrog_34096		PHROG:phrog_34096	67	4.8e-24	76.1		head maturation protease
AF065411.1_23					phrog_34096	VOG03893	PHROG:phrog_34096	352	2e-219	719.7		head maturation protease
AF065411.1_24					phrog_1623	VOG01409	PHROG:phrog_1623	316	7.1e-78	253.2		virion structural protein
AF065411.1_25					phrog_31966	VOG29256	VOG:VOG29256	111	2.1e-68	219.1		REFSEQ hypothetical protein
AF065411.1_26					phrog_501	VOG00159	VOG:VOG00159	113	4.5e-16	50.8		REFSEQ head closure Hc1
AF065411.1_27					phrog_5	VOG29257	VOG:VOG29257	134	3.4e-87	280.7		REFSEQ HK97 gp10 family protein
AF065411.1_28												Hypothetical
AF065411.1_29					phrog_30274	VOG29258	VOG:VOG29258	242	2.4e-156	509.8		REFSEQ putative structural protein
AF065411.1_30												Hypothetical
AF065411.1_31												Hypothetical
AF065411.1_32												Hypothetical
AF065411.1_33		K23934	COG5280, COG5412		phrog_33360	VOG29260	PHROG:phrog_33360	1187	0	2391.9		tail length tape measure protein
AF065411.1_34												Hypothetical
AF065411.1_35												Hypothetical
AF065411.1_36												Hypothetical
AF065411.1_37												Hypothetical
AF065411.1_38					phrog_37742	VOG29267	VOG:VOG29267	206	1.2e-144	470.5		REFSEQ hypothetical protein
AF065411.1_39					phrog_31512	VOG29266	VOG:VOG29266	207	4.2e-119	317.2		REFSEQ hypothetical protein
AF065411.1_40					phrog_37889	VOG29268	PHROG:phrog_37889	306	2.7e-198	648.5		pseudomurein endosiopeptidase
AF065411.1_41		K04763	COG4974		phrog_1	VOG29248	VOG:VOG29248	403	3.4e-258	847.3		REFSEQ hypothetical protein
AF065411.1_42												Hypothetical
AF065411.1_43												Hypothetical
AF065411.1_44												Hypothetical
