Target Name	ID	EC value	E-Value (sequence)	Score (domain)
CP001157.1_831	COG0001		6.5e-246	815.7
CP001157.1_4223	COG0002		8.6e-152	502.4
CP001157.1_4388	COG0004		1e-178	592.2
CP001157.1_1313	COG0005		3.3e-92	306.1
CP001157.1_4344	COG0006		1.4e-122	407.0
CP001157.1_2134	COG0007		2e-109	363.7
CP001157.1_1844	COG0008		7.8e-168	556.8
CP001157.1_2152	COG0008		9.8e-120	397.9
CP001157.1_3903	COG0008		3.3e-101	336.7
CP001157.1_1417	COG0009		3.5e-85	283.7
CP001157.1_20	COG0009		1.1e-70	235.9
CP001157.1_3803	COG0012		2.5e-180	596.3
CP001157.1_3144	COG0013		0	1321.1
CP001157.1_755	COG0014		2.5e-209	692.7
CP001157.1_1949	COG0015		3.8e-163	540.7
CP001157.1_3493	COG0015		1.4e-155	515.7
CP001157.1_2594	COG0015		4.1e-152	504.2
CP001157.1_1876	COG0016		2.1e-176	584.7
CP001157.1_4158	COG0018		2.2e-197	654.2
CP001157.1_4380	COG0019		4.3e-179	593.2
CP001157.1_1106	COG0019		1.2e-113	377.1
CP001157.1_835	COG0019		5.1e-111	368.5
CP001157.1_3564	COG0020		4.2e-129	428.7
CP001157.1_507	COG0021		0	1126.4
CP001157.1_2499	COG0021		0	1111.3
CP001157.1_2030	COG0021		0	1111.3
CP001157.1_3820	COG0022		7.9e-167	553.9
CP001157.1_969	COG0022		2.9e-158	525.6
CP001157.1_4236	COG0022		4.7e-157	521.6
CP001157.1_642	COG0023		1.3e-42	142.2
CP001157.1_3569	COG0024		6.2e-138	456.1
CP001157.1_3572	COG0025		4e-147	488.7
CP001157.1_2914	COG0025		1e-115	384.9
CP001157.1_113	COG0026		4.5e-150	497.0
CP001157.1_3626	COG0027		2.9e-220	728.5
CP001157.1_3890	COG0028		1.1e-243	807.4
CP001157.1_767	COG0028		3.9e-172	570.7
CP001157.1_1234	COG0029		4.9e-264	875.0
CP001157.1_4295	COG0030		1.2e-111	370.1
CP001157.1_3004	COG0031		8.8e-154	509.8
CP001157.1_3391	COG0031		8.7e-144	476.9
CP001157.1_3114	COG0034		5.6e-209	692.2
CP001157.1_3785	COG0035		2.6e-98	325.0
CP001157.1_4280	COG0036		1.1e-129	430.8
CP001157.1_3551	COG0037		8.5e-106	352.1
CP001157.1_3038	COG0037		6.9e-92	306.0
CP001157.1_1163	COG0040		5.2e-94	313.0
CP001157.1_112	COG0041		5.6e-92	306.2
CP001157.1_630	COG0042		5.8e-138	456.9
CP001157.1_2988	COG0042		7.2e-111	367.7
CP001157.1_3130	COG0042		1.2e-95	317.4
CP001157.1_4352	COG0043		2e-235	779.4
CP001157.1_289	COG0044		3.3e-145	481.5
CP001157.1_2717	COG0045		2.3e-192	636.7
CP001157.1_3631	COG0047		0	2158.1
CP001157.1_562	COG0048		4.8e-76	251.9
CP001157.1_563	COG0049		2e-81	269.0
CP001157.1_553	COG0050		1.3e-268	890.2
CP001157.1_565	COG0050		1.3e-268	890.2
CP001157.1_566	COG0051		9.1e-57	187.9
CP001157.1_3568	COG0052		9.5e-130	429.6
CP001157.1_893	COG0053		6.6e-103	341.5
CP001157.1_615	COG0054		2.6e-74	245.8
CP001157.1_4793	COG0055		1.4e-260	858.8
CP001157.1_1802	COG0055		1.4e-208	690.8
