	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000068.1_1	QGNH01000068.1	QGNH01000068.1	1	2	238	1	E											0	False	F
QGNH01000068.1_2	QGNH01000068.1	QGNH01000068.1	2	238	1011	1	E	YP_009216828.1	YP_009216828.1 hypothetical protein AVV48_gp60 [Acinetobacter phage phiAC-1]	False	0.313	68.0	2.638e-11		VOG01485	REFSEQ tail fiber protein; Xu	Xu	0	False	F
QGNH01000068.1_3	QGNH01000068.1	QGNH01000068.1	3	1011	1355	1	E	YP_010052836.1	YP_010052836.1 virion structural protein [Edwardsiella phage Edno5]	False	0.44	83.0	2.535e-18		VOG00258	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01000068.1_4	QGNH01000068.1	QGNH01000068.1	4	1352	2302	1	E	YP_010052962.1	YP_010052962.1 baseplate hub [Aeromonas phage 2_D05]	False	0.311	128.0	7.421e-31		VOG01442	REFSEQ baseplate hub; Xu	Xu	0	False	F
QGNH01000068.1_5	QGNH01000068.1	QGNH01000068.1	5	2299	2919	1	D	YP_010052734.1	YP_010052734.1 hypothetical protein KE332_gp43 [Ralstonia phage Adzire]	False	0.377	97.0	1.2200000000000001e-21	Phage protein Gp138 N-terminal domain [PF18352.4]	VOG00324	sp|P31340|SPIKE_BPP2 Spike protein; XhXpXs	Xs;Xh;Xp	0	False	VF
QGNH01000068.1_6	QGNH01000068.1	QGNH01000068.1	6	2916	3266	1	E	YP_010052964.1	YP_010052964.1 hypothetical protein KE335_gp77 [Aeromonas phage 2_D05]	False	0.418	86.0	3.018e-19					0	False	F
QGNH01000068.1_7	QGNH01000068.1	QGNH01000068.1	7	3277	4686	1	E	YP_010053042.1	YP_010053042.1 baseplate wedge subunit [Aeromonas phage 4_D05]	False	0.352	218.0	2.75e-59		VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xh;Xs	0	False	VF
QGNH01000068.1_8	QGNH01000068.1	QGNH01000068.1	8	4689	5531	1	D	YP_010052736.1	YP_010052736.1 structural protein [Ralstonia phage Adzire]	False	0.37	141.0	7.458000000000001e-36	Protein of unknown function (DUF2612) [PF11041.11]				0	False	F
QGNH01000068.1_9	QGNH01000068.1	QGNH01000068.1	9	5628	7121	1	E	YP_010052603.1	YP_010052603.1 tail fiber protein [Xanthomonas phage KPhi1]	False	0.242	103.0	1.6720000000000001e-21					0	False	F
QGNH01000068.1_10	QGNH01000068.1	QGNH01000068.1	10	7122	7640	1	E											0	False	F
QGNH01000068.1_11	QGNH01000068.1	QGNH01000068.1	11	7711	10665	1	E											0	False	F
