	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000468.1_1	QGNH01000468.1	QGNH01000468.1	1	1	3891	1	E																	0	False	F
QGNH01000468.1_2	QGNH01000468.1	QGNH01000468.1	2	3893	4162	1	E																	0	False	F
QGNH01000468.1_3	QGNH01000468.1	QGNH01000468.1	3	4164	4364	1	E																	0	False	F
QGNH01000468.1_4	QGNH01000468.1	QGNH01000468.1	4	4564	4809	1	E																	0	False	F
QGNH01000468.1_5	QGNH01000468.1	QGNH01000468.1	5	4843	5004	1	E																	0	False	F
QGNH01000468.1_6	QGNH01000468.1	QGNH01000468.1	6	5041	5208	1	E																	0	False	
QGNH01000468.1_7	QGNH01000468.1	QGNH01000468.1	7	5195	5377	1	E																	0	False	
QGNH01000468.1_8	QGNH01000468.1	QGNH01000468.1	8	5410	5634	1	E																	0	False	
QGNH01000468.1_9	QGNH01000468.1	QGNH01000468.1	9	5682	6557	1	D									PD-(D/E)XK nuclease superfamily [PF12705.10]					VOG00510	sp|O64262|VG69_BPMD2 Gene 69 protein; Xu	Xu	0	False	
QGNH01000468.1_10	QGNH01000468.1	QGNH01000468.1	10	6559	6738	1	E																	0	False	
QGNH01000468.1_11	QGNH01000468.1	QGNH01000468.1	11	6738	7049	1	E																	0	False	
QGNH01000468.1_12	QGNH01000468.1	QGNH01000468.1	12	7012	7323	1	E																	0	False	
QGNH01000468.1_13	QGNH01000468.1	QGNH01000468.1	13	7295	8041	1	D			YP_009286325.1	YP_009286325.1 Sak4-like ssDNA annealing protein [Lactococcus phage 98201]	False	0.249	76.0	3.068e-14	AAA domain [PF13479.9]					VOG00709	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG; Xu	Xu	0	False	
QGNH01000468.1_14	QGNH01000468.1	QGNH01000468.1	14	8413	8754	1	E																	0	False	
QGNH01000468.1_15	QGNH01000468.1	QGNH01000468.1	15	8756	9427	1	E			YP_009279692.1	YP_009279692.1 replication initiation protein [Lactococcus phage 63301]	False	0.292	63.0	3.88e-10						VOG00423	REFSEQ replication initiation protein; Xu	Xu	0	False	
QGNH01000468.1_16	QGNH01000468.1	QGNH01000468.1	16	9384	9794	1	E																	0	False	
QGNH01000468.1_17	QGNH01000468.1	QGNH01000468.1	17	9791	9985	1	E																	0	False	
QGNH01000468.1_18	QGNH01000468.1	QGNH01000468.1	18	9985	10149	1	E																	0	False	
QGNH01000468.1_19	QGNH01000468.1	QGNH01000468.1	19	10146	10274	1	E																	0	False	
QGNH01000468.1_20	QGNH01000468.1	QGNH01000468.1	20	10271	10606	1	D									Protein of unknown function (DUF1064) [PF06356.14]								0	False	
QGNH01000468.1_21	QGNH01000468.1	QGNH01000468.1	21	10869	11051	-1	E																	0	False	
QGNH01000468.1_22	QGNH01000468.1	QGNH01000468.1	22	11075	11260	-1	E																	0	False	
QGNH01000468.1_23	QGNH01000468.1	QGNH01000468.1	23	11403	11978	-1	E																	0	False	
QGNH01000468.1_24	QGNH01000468.1	QGNH01000468.1	24	11999	12664	-1	E																	0	False	
QGNH01000468.1_25	QGNH01000468.1	QGNH01000468.1	25	12654	12803	-1	E																	0	False	
QGNH01000468.1_26	QGNH01000468.1	QGNH01000468.1	26	12800	12985	-1	E																	0	False	
QGNH01000468.1_27	QGNH01000468.1	QGNH01000468.1	27	12985	14496	-1	D									von Willebrand factor type A domain [PF13768.9]; von Willebrand factor type A domain [PF13519.9]								0	False	
QGNH01000468.1_28	QGNH01000468.1	QGNH01000468.1	28	14496	15755	-1	E																	0	False	
QGNH01000468.1_29	QGNH01000468.1	QGNH01000468.1	29	15742	15963	-1	E																	0	False	
QGNH01000468.1_30	QGNH01000468.1	QGNH01000468.1	30	15957	16592	-1	D									ATP dependent DNA ligase domain [PF01068.24]								0	False	
QGNH01000468.1_31	QGNH01000468.1	QGNH01000468.1	31	16567	16752	-1	D									Transcriptional Coactivator p15 (PC4) [PF02229.19]								0	False	
QGNH01000468.1_32	QGNH01000468.1	QGNH01000468.1	32	16733	17071	-1	E																	0	False	
QGNH01000468.1_33	QGNH01000468.1	QGNH01000468.1	33	17135	17488	-1	E																	0	False	
QGNH01000468.1_34	QGNH01000468.1	QGNH01000468.1	34	17469	17618	-1	E																	0	False	
QGNH01000468.1_35	QGNH01000468.1	QGNH01000468.1	35	17621	17797	-1	E																	0	False	
QGNH01000468.1_36	QGNH01000468.1	QGNH01000468.1	36	17797	18048	-1	E																	0	False	
QGNH01000468.1_37	QGNH01000468.1	QGNH01000468.1	37	18139	18372	-1	E																	0	False	
QGNH01000468.1_38	QGNH01000468.1	QGNH01000468.1	38	18410	18583	-1	D									Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Cro/C1-type HTH DNA-binding domain [PF13443.9]								0	False	
QGNH01000468.1_39	QGNH01000468.1	QGNH01000468.1	39	18600	18761	-1	E																	0	False	
QGNH01000468.1_40	QGNH01000468.1	QGNH01000468.1	40	18772	19188	-1	D			YP_238684.1	YP_238684.1 ORF085 [Staphylococcus phage Twort]	False	0.313	66.0	6.562e-12	YopX protein [PF09643.13]					VOG04684	sp|O34401|YOPX_BACSU SPbeta prophage-derived uncharacterized protein YopX; Xu	Xu	0	False	
QGNH01000468.1_41	QGNH01000468.1	QGNH01000468.1	41	19259	19942	-1	E																	0	False	
QGNH01000468.1_42	QGNH01000468.1	QGNH01000468.1	42	20125	20301	-1	E																	0	False	
QGNH01000468.1_43	QGNH01000468.1	QGNH01000468.1	43	20335	20556	-1	E																	0	False	
QGNH01000468.1_44	QGNH01000468.1	QGNH01000468.1	44	20660	20863	-1	E																	0	False	
QGNH01000468.1_45	QGNH01000468.1	QGNH01000468.1	45	20860	21036	-1	E																	0	False	
QGNH01000468.1_46	QGNH01000468.1	QGNH01000468.1	46	21033	21356	-1	E																	0	False	
QGNH01000468.1_47	QGNH01000468.1	QGNH01000468.1	47	21428	21541	-1	E																	0	False	
QGNH01000468.1_48	QGNH01000468.1	QGNH01000468.1	48	21543	21746	-1	E																	0	False	
QGNH01000468.1_49	QGNH01000468.1	QGNH01000468.1	49	22216	22773	1	E																	0	False	
