	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MZ334510.1_1	MZ334510	MZ334510.1	1	318	884	-1	D			YP_010357598.1	YP_010357598.1 HalOD1 domain-containing protein [Haloarcula virus HJTV-2]	False	0.85	332.0	1.673e-103								Halobacterial output domain 1 [PF18545.4]	VOG23910	REFSEQ HalOD1 domain-containing protein; Xu	Xu	0	False	F
MZ334510.1_2	MZ334510	MZ334510.1	2	1292	2068	1	E			YP_008058450.1	YP_008058450.1 terminase small subunit [Halorubrum tailed phage 5]	True	0.957	521.0	1.546e-167									VOG05559	REFSEQ terminase small subunit; Xu	Xu	0	False	F
MZ334510.1_3	MZ334510	MZ334510.1	3	2061	2324	1	E			YP_008058451.1	YP_008058451.1 hypothetical protein M194_gp003 [Halorubrum tailed phage 5]	False	0.98	182.0	2.368e-53									VOG04981	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334510.1_4	MZ334510	MZ334510.1	4	2435	2542	1	E			YP_010358448.1	YP_010358448.1 hypothetical protein M1M41_gp003 [Halorubrum sodomense tailed virus 4]	False	0.898	68.0	1.013e-14									VOG23911	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334510.1_5	MZ334510	MZ334510.1	5	2545	2739	1	E			YP_010358449.1	YP_010358449.1 hypothetical protein M1M41_gp004 [Halorubrum sodomense tailed virus 4]	False	0.999	138.0	2.546e-38									VOG23913	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334510.1_6	MZ334510	MZ334510.1	6	3075	4766	1	E			YP_010357959.1	YP_010357959.1 terminase large subunit [Halorubrum tailed virus 10]	True	0.948	1123.0	0.0									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
MZ334510.1_7	MZ334510	MZ334510.1	7	4781	6220	1	E			YP_008058456.1	YP_008058456.1 portal protein [Halorubrum tailed phage 5]	True	0.959	967.0	1.092e-317									VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
MZ334510.1_8	MZ334510	MZ334510.1	8	6220	6510	1	E			YP_010358453.1	YP_010358453.1 hypothetical protein M1M41_gp116 [Halorubrum sodomense tailed virus 4]	False	0.877	177.0	1.641e-51									VOG23915	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334510.1_9	MZ334510	MZ334510.1	9	6507	7271	1	E			YP_010358454.1	YP_010358454.1 head maturation protease [Halorubrum sodomense tailed virus 4]	True	0.965	518.0	1.5940000000000002e-166									VOG14382	REFSEQ head maturation protease; Xu	Xu	0	False	
MZ334510.1_10	MZ334510	MZ334510.1	10	7278	7706	1	E			YP_008058459.1	YP_008058459.1 hypothetical protein M194_gp114 [Halorubrum tailed phage 5]	False	0.878	261.0	8.904999999999999e-80												0	False	
MZ334510.1_11	MZ334510	MZ334510.1	11	7729	8244	1	E			YP_008058460.1	YP_008058460.1 hypothetical protein M194_gp113 [Halorubrum tailed phage 5]	False	0.952	344.0	5.802e-108									VOG14381	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334510.1_12	MZ334510	MZ334510.1	12	8286	9242	1	E			YP_008058461.1	YP_008058461.1 major head protein [Halorubrum tailed phage 5]	True	0.975	655.0	1.0160000000000001e-212									VOG01973	REFSEQ major head protein; Xu	Xu	0	False	
MZ334510.1_13	MZ334510	MZ334510.1	13	9288	9731	1	E			YP_008058462.1	YP_008058462.1 hypothetical protein M194_gp111 [Halorubrum tailed phage 5]	False	0.94	292.0	2.284e-90									VOG14383	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334510.1_14	MZ334510	MZ334510.1	14	9731	10069	1	E			YP_008058463.1	YP_008058463.1 hypothetical protein M194_gp110 [Halorubrum tailed phage 5]	False	0.998	239.0	1.8910000000000002e-72									VOG00125	REFSEQ head closure Hc1; Xu	Xu	0	False	
MZ334510.1_15	MZ334510	MZ334510.1	15	10072	13188	1	E			YP_008058464.1	YP_008058464.1 hypothetical protein M194_gp109 [Halorubrum tailed phage 5]	True	0.962	2102.0	0.0									VOG23916	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334510.1_16	MZ334510	MZ334510.1	16	13190	13411	1	E			YP_008058465.1	YP_008058465.1 hypothetical protein M194_gp108 [Halorubrum tailed phage 5]	False	1.0	160.0	4.248e-46									VOG05018	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334510.1_17	MZ334510	MZ334510.1	17	13448	13957	1	E			YP_008058466.1	YP_008058466.1 tail tube protein [Halorubrum tailed phage 5]	False	0.957	342.0	2.555e-107									VOG04913	REFSEQ tail tube protein; Xu	Xu	0	False	
MZ334510.1_18	MZ334510	MZ334510.1	18	13966	15258	1	E			YP_008058467.1	YP_008058467.1 tail sheath [Halorubrum tailed phage 5]	True	0.904	813.0	3.464e-265									VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	V
MZ334510.1_19	MZ334510	MZ334510.1	19	15287	15832	1	E			YP_008058468.1	YP_008058468.1 tail tube protein [Halorubrum tailed phage 5]	False	0.901	342.0	4.52e-107									VOG14384	REFSEQ tail tube protein; Xu	Xu	0	False	
MZ334510.1_20	MZ334510	MZ334510.1	20	15889	16359	1	E			YP_008058469.1	YP_008058469.1 tail assembly chaperone [Halorubrum tailed phage 5]	False	0.912	299.0	1.196e-92									VOG04953	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
MZ334510.1_21	MZ334510	MZ334510.1	21	16307	16669	1	E			YP_008058470.1	YP_008058470.1 tail assembly chaperone [Halorubrum tailed phage 5]	False	0.911	231.0	1.5480000000000002e-69									VOG04953	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
