	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001545.1_1	QGNH01001545.1	QGNH01001545.1	1	3	827	1	D														Domain of unknown function (DUF6745) [PF20530.1]				0	False	F
QGNH01001545.1_2	QGNH01001545.1	QGNH01001545.1	2	831	1430	1	E	YP_010756513.1	YP_010756513.1 HNH endonuclease [Streptomyces phage Piccadilly]	False	0.498	104.0	4.911e-24									VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01001545.1_3	QGNH01001545.1	QGNH01001545.1	3	1597	2031	1	E	YP_009010090.1	YP_009010090.1 hypothetical protein CF95_gp037 [Erwinia phage PhiEaH1]	False	0.52	94.0	1.701e-21												0	False	F
QGNH01001545.1_4	QGNH01001545.1	QGNH01001545.1	4	1994	2515	-1	E																		0	False	F
QGNH01001545.1_5	QGNH01001545.1	QGNH01001545.1	5	2515	3438	-1	E																		0	False	F
QGNH01001545.1_6	QGNH01001545.1	QGNH01001545.1	6	3439	3879	-1	E																		0	False	F
QGNH01001545.1_7	QGNH01001545.1	QGNH01001545.1	7	3884	4066	-1	E																		0	False	F
QGNH01001545.1_8	QGNH01001545.1	QGNH01001545.1	8	4063	4605	-1	E																		0	False	F
QGNH01001545.1_9	QGNH01001545.1	QGNH01001545.1	9	4602	5906	-1	E																		0	False	F
QGNH01001545.1_10	QGNH01001545.1	QGNH01001545.1	10	5903	6106	-1	E																		0	False	
QGNH01001545.1_11	QGNH01001545.1	QGNH01001545.1	11	6103	8433	-1	E																		0	False	
QGNH01001545.1_12	QGNH01001545.1	QGNH01001545.1	12	8676	8891	-1	E																		0	False	
QGNH01001545.1_13	QGNH01001545.1	QGNH01001545.1	13	8888	9073	-1	E																		0	False	
QGNH01001545.1_14	QGNH01001545.1	QGNH01001545.1	14	9070	9258	-1	E																		0	False	
QGNH01001545.1_15	QGNH01001545.1	QGNH01001545.1	15	9258	9491	-1	E																		0	False	
QGNH01001545.1_16	QGNH01001545.1	QGNH01001545.1	16	9525	12260	-1	D	YP_009809153.1	YP_009809153.1 terminase large subunit [Caulobacter phage CcrBL10]	False	0.192	168.0	1.603e-40	MER0180708	N10	MER0180708 - intein-containing replicative DNA helicase precursor (Rhodothermus marinus) [N10.002]#N10#{peptidase unit: 426-854}~source YP_003289312~	False	87.0	1.483e-15	0.218	Intein splicing domain [PF14890.9]; Terminase RNaseH-like domain [PF17289.5]; LAGLIDADG-like domain [PF14528.9]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	V
QGNH01001545.1_17	QGNH01001545.1	QGNH01001545.1	17	12371	12760	1	E																		0	False	
QGNH01001545.1_18	QGNH01001545.1	QGNH01001545.1	18	12757	12912	1	E																		0	False	
QGNH01001545.1_19	QGNH01001545.1	QGNH01001545.1	19	12935	13660	-1	E																		0	False	F
QGNH01001545.1_20	QGNH01001545.1	QGNH01001545.1	20	13661	14548	-1	E																		0	False	F
QGNH01001545.1_21	QGNH01001545.1	QGNH01001545.1	21	15201	15395	-1	E																		0	False	F
QGNH01001545.1_22	QGNH01001545.1	QGNH01001545.1	22	16006	18207	-1	D	YP_010038019.1	YP_010038019.1 DNA helicase [Burkholderia phage Mica]	False	0.253	231.0	2.166e-61								Virulence-associated protein E [PF05272.14]; Domain of unknown function (DUF6371) [PF19898.2]	VOG00712	REFSEQ DNA helicase; Xu	Xu	0	False	F
