	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000285.1_1	QGNH01000285.1	QGNH01000285.1	1	1	555	1	D														YopX protein [PF09643.13]				0	False	F
QGNH01000285.1_2	QGNH01000285.1	QGNH01000285.1	2	559	741	1	E																		0	False	F
QGNH01000285.1_3	QGNH01000285.1	QGNH01000285.1	3	854	1480	1	E																		0	False	F
QGNH01000285.1_4	QGNH01000285.1	QGNH01000285.1	4	1560	1784	1	E																		0	False	F
QGNH01000285.1_5	QGNH01000285.1	QGNH01000285.1	5	2154	2429	1	E																		0	False	F
QGNH01000285.1_6	QGNH01000285.1	QGNH01000285.1	6	2419	2688	1	E																		0	False	F
QGNH01000285.1_7	QGNH01000285.1	QGNH01000285.1	7	2685	2894	1	E																		0	False	F
QGNH01000285.1_8	QGNH01000285.1	QGNH01000285.1	8	3124	3375	1	E																		0	False	F
QGNH01000285.1_9	QGNH01000285.1	QGNH01000285.1	9	3393	5126	1	D	YP_009006476.1	YP_009006476.1 terminase large subunit [Vibrio phage SHOU24]	False	0.209	133.0	1.142e-30								Phage terminase large subunit gpA, ATPase domain [PF05876.15]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000285.1_10	QGNH01000285.1	QGNH01000285.1	10	5144	5464	1	E																		0	False	
QGNH01000285.1_11	QGNH01000285.1	QGNH01000285.1	11	5461	5658	1	E																		0	False	
QGNH01000285.1_12	QGNH01000285.1	QGNH01000285.1	12	5658	7385	1	D	YP_007517703.1	YP_007517703.1 head-tail adaptor [Pelagibacter phage HTVC010P]	False	0.257	185.0	1.8459999999999998e-47								Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xr;Xs;Xp	0	False	V
QGNH01000285.1_13	QGNH01000285.1	QGNH01000285.1	13	7386	7637	1	E																		0	False	
QGNH01000285.1_14	QGNH01000285.1	QGNH01000285.1	14	7634	8566	1	E																		0	False	
QGNH01000285.1_15	QGNH01000285.1	QGNH01000285.1	15	8726	9661	1	D	YP_007517707.1	YP_007517707.1 major head protein [Pelagibacter phage HTVC010P]	False	0.28	120.0	4.006e-28								Phage capsid protein [PF19821.2]				0	False	
QGNH01000285.1_16	QGNH01000285.1	QGNH01000285.1	16	9683	10492	1	E																		0	False	F
QGNH01000285.1_17	QGNH01000285.1	QGNH01000285.1	17	10573	11484	1	E																		0	False	F
QGNH01000285.1_18	QGNH01000285.1	QGNH01000285.1	18	11495	11689	1	E																		0	False	F
QGNH01000285.1_19	QGNH01000285.1	QGNH01000285.1	19	11703	12104	1	E																		0	False	F
QGNH01000285.1_20	QGNH01000285.1	QGNH01000285.1	20	12114	12482	1	E																		0	False	F
QGNH01000285.1_21	QGNH01000285.1	QGNH01000285.1	21	12517	12699	1	E																		0	False	F
QGNH01000285.1_22	QGNH01000285.1	QGNH01000285.1	22	12696	13673	1	E	YP_007001985.1	YP_007001985.1 tail protein [Escherichia phage TL-2011b]	False	0.222	85.0	2.22e-16												0	False	F
QGNH01000285.1_23	QGNH01000285.1	QGNH01000285.1	23	13660	14793	1	D							MER0293137	M26	MER0293137 - family M26 unassigned peptidases (Methanosalsum zhilinae) [M26.UPW]#M26#{peptidase unit: 720-955}~source YP_004615229~	False	70.0	2.434e-11	0.464					0	False	MF
