	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001729.1_1	QGNH01001729.1	QGNH01001729.1	1	3	731	-1	E											0	False	F
QGNH01001729.1_2	QGNH01001729.1	QGNH01001729.1	2	738	1028	-1	E											0	False	F
QGNH01001729.1_3	QGNH01001729.1	QGNH01001729.1	3	1041	1547	-1	E											0	False	F
QGNH01001729.1_4	QGNH01001729.1	QGNH01001729.1	4	1555	2586	-1	E	YP_010676010.1	YP_010676010.1 major capsid protein [Pantoea phage PdC23]	False	0.496	316.0	7.944e-95					0	False	F
QGNH01001729.1_5	QGNH01001729.1	QGNH01001729.1	5	2599	3222	-1	E	YP_010676009.1	YP_010676009.1 endosialidase [Pantoea phage PdC23]	False	0.409	109.0	5.988e-26					0	False	F
QGNH01001729.1_6	QGNH01001729.1	QGNH01001729.1	6	3227	4774	-1	D	YP_010676008.1	YP_010676008.1 nudix hydrolase [Pantoea phage PdC23]	False	0.32	249.0	2.134e-69	Uncharacterized protein conserved in bacteria (DUF2213) [PF09979.12]				0	False	F
QGNH01001729.1_7	QGNH01001729.1	QGNH01001729.1	7	4924	5865	-1	E											0	False	F
QGNH01001729.1_8	QGNH01001729.1	QGNH01001729.1	8	5862	6053	-1	E											0	False	
QGNH01001729.1_9	QGNH01001729.1	QGNH01001729.1	9	6561	8387	-1	D	YP_010676006.1	YP_010676006.1 portal protein [Pantoea phage PdC23]	True	0.456	367.0	2.933e-108	Protein of unknown function (DUF1073) [PF06381.14]				0	False	F
QGNH01001729.1_10	QGNH01001729.1	QGNH01001729.1	10	8583	8747	-1	E											0	False	F
QGNH01001729.1_11	QGNH01001729.1	QGNH01001729.1	11	9044	9220	1	E											0	False	F
QGNH01001729.1_12	QGNH01001729.1	QGNH01001729.1	12	9217	9447	1	E											0	False	F
QGNH01001729.1_13	QGNH01001729.1	QGNH01001729.1	13	9614	9745	1	E											0	False	F
QGNH01001729.1_14	QGNH01001729.1	QGNH01001729.1	14	9980	11266	-1	D	YP_010676005.1	YP_010676005.1 terminase large subunit [Pantoea phage PdC23]	True	0.524	433.0	1.167e-133	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001729.1_15	QGNH01001729.1	QGNH01001729.1	15	11267	11716	-1	E	YP_009291947.1	YP_009291947.1 terminase small subunit [Acinetobacter phage LZ35]	False	0.557	132.0	8.170000000000001e-35		VOG00189	REFSEQ terminase small subunit; Xu	Xu	0	False	F
QGNH01001729.1_16	QGNH01001729.1	QGNH01001729.1	16	11835	12485	-1	E											0	False	F
