Name	Count
Starch	25
Xylose	4
Lysine biosynthesis	13
Amino acid biosynthesis precursor pyruvate and oxaloacetate	91
Tryptophan metabolism	7
Bifidobacterium shunt	4
Heterolactic fermentation	8
Homolactic fermentation	4
Pyruvate Fermentation	52
Cysteine and methionine metabolism	21
Histidine degradation	1
Mixed acid fermentation	8
Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)	3
Incomplete TCA fork	9
Serine pathway for formaldehyde fixation	3
Cellular response to stress	21
Glycine, serine and threonine metabolism	20
Polysaccharide biosynthesis and assembly of cell surface structure	48
Purine metabolism	51
Methionine biosynthesis	2
Glycolysis	4
EMP	10
Glycolysis III (EMP)	9
Gluconeogenesis in archea	8
Regulation of stress-activated protein kinase signaling cascade	1
Lysine degradation VIII	1
Methionine degradation	1
Arginine and proline metabolism	25
Methane oxidation to cO2	2
TCA cycle	9
Valine, leucine and isoleucine degradation	9
Fatty acid activation	5
Reductive TCA cycle	3
Fatty acid beta-oxidation I	6
Oxydation deamination	3
Alanine, aspartate and glutamate metabolism (contain asparagin as well)	21
Ammonia assimilation	7
Valine, leucine and isoleucine biosynthesis	2
Phenylalanine metabolism	9
Response to osmotic stress	30
From formate	2
From CO2	2
Pyrimidine metabolism	43
Response to oxidative stress	8
Phenylalanine, tyrosine and tryptophan biosynthesis	15
Response to nitrosative stress	12
From acetate	4
Acetoin biosynthesis	4
Acetylene degradation	2
Lysine fermentation to acetate and butyrate	3
Acetate formation from acetyl-coA I	1
Glycosyltransferase	7
Disaccaride phosphorylase	27
Histidine biosynthesis, pRpp => histidine	10
Sulfur compounds cycle	4
RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	1
Gluconeogenesis	4
Galactose	12
Hexose	1
Pentose	3
EMP  in archea	6
nan	1
Polysaccharide lyase	2
Glycoside hydrolase	16
Chitin	2
Carbohydrate esterase	2
D-glutamine and D-glutamate metabolism	4
Other aromatics degradation	1
BTEX and related aromatics degradation	2
Degradation of purine bases	1
Formaldehyde oxidation (tetrahydrofolate pathway)	2
Aromatic carboxylic acid degradation	3
Glutamate degradation V (via hydroxyglutarate)	4
Polycyclic aromatic hydrocarbon degradation	1
Pyruvate fermentation to butanol	4
Regulation of translation in response to oxidative stress	1
Fatty acid beta-oxidation II (core pathway)	3
Fatty acid beta-oxidation IV (unsaturated)	2
Mannose	13
Succinate fermentation to butyrate	1
Fatty acid beta-oxidation III (unsaturated)	1
Degradation of pyrimidine bases	1
Reductive acetyl coenzyme A pathway	15
ABC transporters, prokaryotic type	66
Cellular response to osmotic stress	15
Regulation of response to osmotic stress	13
Hydrogen production VII (chlorophyta, cyanobacteria)	1
Phosphotransferase system (pts)	23
Cellular response to oxidative stress	3
Transamination	1
Regulation of translational initiation in response to osmotic stress	2
Major Facilitator superfamily (MFS)	11
Cellular response to cation stress	2
