Name	Count
nan	624
Histidine	30
PEP	12
Pyruvate fermentation to acetate and lactate I	4
Pyruvate fermentation to ethanol III	2
Cysteine and methionine	19
Pyruvate fermentation to lactate	3
Peptidoglycan biosynthesis	17
Murein	5
Oxaloacetate to lysine	22
Pyruvate fermentation to acetate I	3
Pyruvate fermentation to acetate IV	3
Pyruvate fermentation to propionate II (acrylate pathway)	2
Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	8
Superpathway of clostridium acetobutylicum acidogenic fermentation	6
Superpathway of clostridium acetobutylicum solventogenic fermentation	5
(R)-acetoin biosynthesis I	1
(s)-acetoin biosynthesis	1
Meso-butanediol biosynthesis II	1
Superpathway of (R,R)-butanediol biosynthesis	1
Pyruvate fermentation to acetate III	1
Pyruvate fermentation to ethanol I	2
Pyruvate fermentation to acetate and lactate II	1
Pyruvate fermentation to acetate II	1
Pyruvate fermentation to acetate VII	1
Maltose	10
Pyruvate to leucine	3
Sulfolactate degradation	2
Pyruvate fermentation to butanoate	4
Lipopolysaccharide biosynthesis	22
Thiosulfate disproportionation	2
Sucrose	8
Pyruvate fermentation to acetate V	2
Pyruvate fermentation to acetate VI	2
Glutamate	1
Oxaloacetate to aspartate and asparagine	4
ABC-2 type and other transporters	14
Mineral and organic ion transporters	15
 metallic cation, iron-siderophore and vitamin b12 transporters	5
Oligosaccharide and polyol transporters	14
Phosphate and amino acid transporters	7
PEPtide and nickel transporters	3
Monosaccharide transporters	8
Enzyme I and hpr	23
Lactose	7
Pyruvate fermentation to ethanol II	1
Cellobiose	2
Mucin type O-glycan biosynthesis	2
N-glycan biosynthesis	2
Organic acid transporters	1
Sugar transporters	2
Pyruvate fermentation to acetone	1
Drug transporters	8
