	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000820.1_1	QGNH01000820.1	QGNH01000820.1	1	264	413	-1	E											0	False	F
QGNH01000820.1_2	QGNH01000820.1	QGNH01000820.1	2	497	1231	-1	E	YP_009904442.1	YP_009904442.1 hypothetical protein H1O17_gp064 [Burkholderia phage BcepSauron]	False	65.0	1.268e-10	0.445		VOG04803	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000820.1_3	QGNH01000820.1	QGNH01000820.1	3	1295	1681	-1	E											0	False	F
QGNH01000820.1_4	QGNH01000820.1	QGNH01000820.1	4	1678	1833	-1	E											0	False	F
QGNH01000820.1_5	QGNH01000820.1	QGNH01000820.1	5	1833	2015	-1	E											0	False	F
QGNH01000820.1_6	QGNH01000820.1	QGNH01000820.1	6	2089	2304	-1	E											0	False	F
QGNH01000820.1_7	QGNH01000820.1	QGNH01000820.1	7	2998	3531	1	D							Phage integrase family [PF00589.25]				0	False	F
QGNH01000820.1_8	QGNH01000820.1	QGNH01000820.1	8	3531	3845	1	E											0	False	F
QGNH01000820.1_9	QGNH01000820.1	QGNH01000820.1	9	4516	4809	1	E											0	False	F
QGNH01000820.1_10	QGNH01000820.1	QGNH01000820.1	10	4806	5444	1	E											0	False	F
QGNH01000820.1_11	QGNH01000820.1	QGNH01000820.1	11	5444	5779	1	E											0	False	
QGNH01000820.1_12	QGNH01000820.1	QGNH01000820.1	12	5776	6180	1	E											0	False	
QGNH01000820.1_13	QGNH01000820.1	QGNH01000820.1	13	6183	6668	1	D							DnaJ domain [PF00226.34]				0	False	
QGNH01000820.1_14	QGNH01000820.1	QGNH01000820.1	14	6768	8063	1	E											0	False	
QGNH01000820.1_15	QGNH01000820.1	QGNH01000820.1	15	8053	8529	1	E											0	False	
QGNH01000820.1_16	QGNH01000820.1	QGNH01000820.1	16	9008	11125	1	D							RepB DNA-primase from phage plasmid [PF16793.8]				0	False	
QGNH01000820.1_17	QGNH01000820.1	QGNH01000820.1	17	11202	13517	1	E								VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01000820.1_18	QGNH01000820.1	QGNH01000820.1	18	13514	13930	1	E											0	False	F
QGNH01000820.1_19	QGNH01000820.1	QGNH01000820.1	19	13966	14169	1	E											0	False	F
QGNH01000820.1_20	QGNH01000820.1	QGNH01000820.1	20	14169	14801	1	E											0	False	F
QGNH01000820.1_21	QGNH01000820.1	QGNH01000820.1	21	14806	15168	1	E											0	False	F
QGNH01000820.1_22	QGNH01000820.1	QGNH01000820.1	22	15161	15436	1	E											0	False	F
QGNH01000820.1_23	QGNH01000820.1	QGNH01000820.1	23	15437	15895	1	E											0	False	F
QGNH01000820.1_24	QGNH01000820.1	QGNH01000820.1	24	16157	16393	1	E											0	False	F
QGNH01000820.1_25	QGNH01000820.1	QGNH01000820.1	25	16393	16668	1	E											0	False	F
QGNH01000820.1_26	QGNH01000820.1	QGNH01000820.1	26	16844	17215	1	E											0	False	F
QGNH01000820.1_27	QGNH01000820.1	QGNH01000820.1	27	17756	17959	1	E											0	False	F
QGNH01000820.1_28	QGNH01000820.1	QGNH01000820.1	28	17866	18141	-1	E											0	False	F
