	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_042113.1_1	NC_042113.1	NC_042113.1	1	22	159	-1	E			YP_009200114.1	YP_009200114.1 hypothetical protein K8_178 [Pseudomonas phage K8]	False	0.972	94	9.754e-24									VOG15727	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_042113.1_2	NC_042113.1	NC_042113.1	2	343	936	1	E			YP_009623582.1	YP_009623582.1 HNH endonuclease [Pseudomonas phage vB_PaeM_C2-10_Ab02]	True	1.0	422	1.487e-134									VOG00118	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
NC_042113.1_3	NC_042113.1	NC_042113.1	3	1445	1603	1	E			YP_010762172.1	YP_010762172.1 hypothetical protein QE323_gp130 [Pseudomonas phage SPA05]	False	0.903	100	1.203e-25									VOG15346	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_042113.1_4	NC_042113.1	NC_042113.1	4	1657	1923	-1	E			YP_009623411.1	YP_009623411.1 hypothetical protein FDJ38_gp004 [Pseudomonas phage vB_PaeM_C2-10_Ab02]	False	1.0	193	4.87e-57									VOG02263	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_042113.1_5	NC_042113.1	NC_042113.1	5	1916	2326	-1	E			YP_010763594.1	YP_010763594.1 hypothetical protein QE331_gp070 [Pseudomonas phage 20Sep416]	False	1.0	290	8.936e-90									VOG14075	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_042113.1_6	NC_042113.1	NC_042113.1	6	2316	2732	-1	E			YP_009623413.1	YP_009623413.1 hypothetical protein FDJ38_gp006 [Pseudomonas phage vB_PaeM_C2-10_Ab02]	False	0.983	288	3.481e-89									VOG14077	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_042113.1_7	NC_042113.1	NC_042113.1	7	2729	3133	-1	E			YP_009623414.1	YP_009623414.1 hypothetical protein FDJ38_gp007 [Pseudomonas phage vB_PaeM_C2-10_Ab02]	False	1.0	291	3.145e-90									VOG18188	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_042113.1_8	NC_042113.1	NC_042113.1	8	3176	3838	-1	E			YP_010764581.1	YP_010764581.1 hypothetical protein QE343_gp090 [Pseudomonas phage YS35]	True	0.974	454	6.702e-145									VOG14076	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_042113.1_9	NC_042113.1	NC_042113.1	9	3841	4119	-1	E			YP_009623416.1	YP_009623416.1 hypothetical protein FDJ38_gp009 [Pseudomonas phage vB_PaeM_C2-10_Ab02]	False	0.94	184	8.556999999999998e-54									VOG14078	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_042113.1_10	NC_042113.1	NC_042113.1	10	4107	4418	-1	E			YP_009623417.1	YP_009623417.1 hypothetical protein FDJ38_gp010 [Pseudomonas phage vB_PaeM_C2-10_Ab02]	False	0.948	207	8.475e-62									VOG14079	REFSEQ hypothetical protein; Xu	Xu	0	False	F
