	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001036.1_1	QGNH01001036.1	QGNH01001036.1	1	1	657	1	E													0	False	F
QGNH01001036.1_2	QGNH01001036.1	QGNH01001036.1	2	661	870	1	E													0	False	F
QGNH01001036.1_3	QGNH01001036.1	QGNH01001036.1	3	867	1139	1	E													0	False	F
QGNH01001036.1_4	QGNH01001036.1	QGNH01001036.1	4	1141	1359	1	E													0	False	F
QGNH01001036.1_5	QGNH01001036.1	QGNH01001036.1	5	1359	1502	1	E													0	False	F
QGNH01001036.1_6	QGNH01001036.1	QGNH01001036.1	6	1474	2145	1	D									Methyltransferase domain [PF13578.9]				0	False	F
QGNH01001036.1_7	QGNH01001036.1	QGNH01001036.1	7	2142	2279	1	E													0	False	F
QGNH01001036.1_8	QGNH01001036.1	QGNH01001036.1	8	2279	2644	1	E													0	False	F
QGNH01001036.1_9	QGNH01001036.1	QGNH01001036.1	9	2663	3757	1	E			YP_009615191.1	YP_009615191.1 head decoration [Rhodococcus phage Trina]	False	0.329	192.0	4.615e-52		VOG03766	REFSEQ head decoration; Xu	Xu	0	False	F
QGNH01001036.1_10	QGNH01001036.1	QGNH01001036.1	10	3757	4422	1	E													0	False	F
QGNH01001036.1_11	QGNH01001036.1	QGNH01001036.1	11	4487	5032	1	D			YP_009042633.1	YP_009042633.1 HNH endonuclease [Staphylococcus phage 6ec]	False	0.387	120.0	6.952e-30	NUMOD4 motif [PF07463.14]; HNH endonuclease [PF13392.9]	VOG00032	sp|P03796|Y77_BPT7 Protein 7.7; Xu	Xu	0	False	F
QGNH01001036.1_12	QGNH01001036.1	QGNH01001036.1	12	5044	6120	1	E			YP_009292649.1	YP_009292649.1 hypothetical protein BIZ66_gp09 [Lactobacillus phage PLE3]	False	0.266	126.0	1.255e-29		VOG17968	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001036.1_13	QGNH01001036.1	QGNH01001036.1	13	6153	6341	1	E													0	False	F
QGNH01001036.1_14	QGNH01001036.1	QGNH01001036.1	14	6685	6987	-1	E													0	False	F
QGNH01001036.1_15	QGNH01001036.1	QGNH01001036.1	15	7027	7419	-1	E													0	False	F
QGNH01001036.1_16	QGNH01001036.1	QGNH01001036.1	16	7424	7780	-1	E													0	False	F
QGNH01001036.1_17	QGNH01001036.1	QGNH01001036.1	17	7770	8153	-1	E													0	False	F
QGNH01001036.1_18	QGNH01001036.1	QGNH01001036.1	18	8150	8314	-1	E													0	False	F
QGNH01001036.1_19	QGNH01001036.1	QGNH01001036.1	19	8321	8596	-1	E													0	False	F
QGNH01001036.1_20	QGNH01001036.1	QGNH01001036.1	20	8593	9618	-1	C	K03553	recombination protein RecA	YP_002014584.1	YP_002014584.1 UvsX-like recombinase [Mycobacterium phage Kostya]	False	0.418	240.0	1.2909999999999999e-68	recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]; KaiC [PF06745.16]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	VF
QGNH01001036.1_21	QGNH01001036.1	QGNH01001036.1	21	9760	10284	-1	E													0	False	F
QGNH01001036.1_22	QGNH01001036.1	QGNH01001036.1	22	10281	10430	-1	E													0	False	F
QGNH01001036.1_23	QGNH01001036.1	QGNH01001036.1	23	10537	10953	-1	D			YP_008241395.1	YP_008241395.1 hypothetical protein Phi38:1_gp014 [Cellulophaga phage phi38:1]	False	0.461	72.0	3.183e-14	dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]	VOG06967	REFSEQ putative protein 580; Xu	Xu	0	False	F
QGNH01001036.1_24	QGNH01001036.1	QGNH01001036.1	24	10959	11153	-1	E													0	False	F
