	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001546.1_1	QGNH01001546.1	QGNH01001546.1	1	24	512	1	E											0	False	F
QGNH01001546.1_2	QGNH01001546.1	QGNH01001546.1	2	578	1024	1	E											0	False	F
QGNH01001546.1_3	QGNH01001546.1	QGNH01001546.1	3	1021	1650	1	E											0	False	F
QGNH01001546.1_4	QGNH01001546.1	QGNH01001546.1	4	1650	3800	1	E	YP_010077851.1	YP_010077851.1 terminase large subunit [Stenotrophomonas phage IME-SM1]	False	0.196	116.0	4.6830000000000005e-25		VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xr;Xh	0	False	VF
QGNH01001546.1_5	QGNH01001546.1	QGNH01001546.1	5	3811	4059	1	E											0	False	F
QGNH01001546.1_6	QGNH01001546.1	QGNH01001546.1	6	4092	4334	1	E											0	False	F
QGNH01001546.1_7	QGNH01001546.1	QGNH01001546.1	7	4369	4635	1	E											0	False	F
QGNH01001546.1_8	QGNH01001546.1	QGNH01001546.1	8	4628	4852	1	E											0	False	F
QGNH01001546.1_9	QGNH01001546.1	QGNH01001546.1	9	4864	5499	1	E											0	False	F
QGNH01001546.1_10	QGNH01001546.1	QGNH01001546.1	10	5512	7344	1	E											0	False	
QGNH01001546.1_11	QGNH01001546.1	QGNH01001546.1	11	7341	7511	1	E											0	False	
QGNH01001546.1_12	QGNH01001546.1	QGNH01001546.1	12	7515	8027	-1	D	NP_944955.1	NP_944955.1 HNH endonuclease [Salmonella phage FelixO1]	False	0.456	75.0	1.423e-14	AP2 domain [PF00847.23]				0	False	
QGNH01001546.1_13	QGNH01001546.1	QGNH01001546.1	13	8496	8693	1	E											0	False	
QGNH01001546.1_14	QGNH01001546.1	QGNH01001546.1	14	8697	9026	1	E											0	False	
QGNH01001546.1_15	QGNH01001546.1	QGNH01001546.1	15	9113	10051	1	E											0	False	
QGNH01001546.1_16	QGNH01001546.1	QGNH01001546.1	16	10283	11248	1	E								VOG11300	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01001546.1_17	QGNH01001546.1	QGNH01001546.1	17	11273	11911	1	E											0	False	
QGNH01001546.1_18	QGNH01001546.1	QGNH01001546.1	18	11924	12259	1	E											0	False	
QGNH01001546.1_19	QGNH01001546.1	QGNH01001546.1	19	12327	12713	1	E											0	False	
QGNH01001546.1_20	QGNH01001546.1	QGNH01001546.1	20	12713	12916	1	E											0	False	
QGNH01001546.1_21	QGNH01001546.1	QGNH01001546.1	21	12919	13071	1	E											0	False	
QGNH01001546.1_22	QGNH01001546.1	QGNH01001546.1	22	13085	13447	1	E											0	False	F
QGNH01001546.1_23	QGNH01001546.1	QGNH01001546.1	23	13435	14415	1	E											0	False	F
QGNH01001546.1_24	QGNH01001546.1	QGNH01001546.1	24	14471	14971	1	E											0	False	F
QGNH01001546.1_25	QGNH01001546.1	QGNH01001546.1	25	15005	15265	1	E											0	False	F
QGNH01001546.1_26	QGNH01001546.1	QGNH01001546.1	26	15265	15807	1	E											0	False	F
QGNH01001546.1_27	QGNH01001546.1	QGNH01001546.1	27	15819	16520	1	E											0	False	F
QGNH01001546.1_28	QGNH01001546.1	QGNH01001546.1	28	16612	17202	1	D	YP_010652322.1	YP_010652322.1 DNA methylase [Streptomyces phage Muntaha]	False	0.45	159.0	2.87e-43	C-5 cytosine-specific DNA methylase [PF00145.20]				0	False	F
QGNH01001546.1_29	QGNH01001546.1	QGNH01001546.1	29	17244	18131	1	D							Family of unknown function (DUF6682) [PF20387.1]				0	False	F
