	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_048109_NC_048109_1	NC_048109	NC_048109	1	1096	1854	1	E											0
NC_048109_NC_048109_2	NC_048109	NC_048109	2	2187	2786	1	E											0
NC_048109_NC_048109_3	NC_048109	NC_048109	3	2759	3826	-1	D										Phage portal protein [PF04860.15]	0
NC_048109_NC_048109_4	NC_048109	NC_048109	4	3826	5607	-1	D										Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]; Putative ATPase subunit of terminase (gpP-like) [PF06056.15]	0
NC_048109_NC_048109_5	NC_048109	NC_048109	5	5742	6563	1	D			MER0150923	S73	MER0150923 - gpO peptidase (Enterobacteria phage P2) () [S73.001]#S73#{peptidase unit: 1-273}~source NP_490601~	True	544.0	6.631e-175	0.946	Phage capsid scaffolding protein (GPO) serine peptidase [PF05929.14]	0
NC_048109_NC_048109_6	NC_048109	NC_048109	6	6599	7615	1	D										Phage major capsid protein, P2 family [PF05125.15]	0
NC_048109_NC_048109_7	NC_048109	NC_048109	7	7621	8322	1	D										Phage small terminase subunit [PF05944.15]	0
NC_048109_NC_048109_8	NC_048109	NC_048109	8	8426	8887	1	D										Phage head completion protein (GPL) [PF05926.14]	0
NC_048109_NC_048109_9	NC_048109	NC_048109	9	8887	9099	1	D										Phage Tail Protein X [PF05489.15]	0
NC_048109_NC_048109_10	NC_048109	NC_048109	10	9124	9477	1	D										Putative phage holin [PF16931.8]	0
NC_048109_NC_048109_11	NC_048109	NC_048109	11	9479	9751	1	D										Putative 3TM holin, Phage_holin_3 [PF05449.14]	0
NC_048109_NC_048109_12	NC_048109	NC_048109	12	9748	10554	1	D										N-acetylmuramidase [PF11860.11]; Putative peptidoglycan binding domain [PF01471.21]	0
NC_048109_NC_048109_13	NC_048109	NC_048109	13	10515	10937	-1	E											0
NC_048109_NC_048109_14	NC_048109	NC_048109	14	11090	11626	1	D										P2 phage tail completion protein R (GpR) [PF06891.14]	0
NC_048109_NC_048109_15	NC_048109	NC_048109	15	11619	12089	1	D										Phage virion morphogenesis family [PF05069.16]	0
NC_048109_NC_048109_16	NC_048109	NC_048109	16	12123	12851	1	E											0
NC_048109_NC_048109_17	NC_048109	NC_048109	17	12931	13503	1	D										Type VI secretion system/phage-baseplate injector OB domain [PF04717.15]; GpV Apex motif [PF18946.3]	0
NC_048109_NC_048109_18	NC_048109	NC_048109	18	13500	13844	1	C	K06903	uncharacterized protein								Baseplate wedge protein gp25 [PF04965.17]	0
NC_048109_NC_048109_19	NC_048109	NC_048109	19	13841	14758	1	D										Baseplate J-like protein [PF04865.17]	0
NC_048109_NC_048109_20	NC_048109	NC_048109	20	14755	15372	1	D										Phage tail protein (Tail_P2_I) [PF09684.13]	0
NC_048109_NC_048109_21	NC_048109	NC_048109	21	15369	17186	1	D										Phage tail-collar fibre protein [PF12571.11]	0
NC_048109_NC_048109_22	NC_048109	NC_048109	22	17196	17630	1	D										Phage tail assembly chaperone protein [PF16778.8]	0
NC_048109_NC_048109_23	NC_048109	NC_048109	23	17731	18906	1	C	K06907	uncharacterized protein								Phage tail sheath protein subtilisin-like domain [PF04984.17]; Phage tail sheath C-terminal domain [PF17482.5]	0
NC_048109_NC_048109_24	NC_048109	NC_048109	24	18963	19478	1	C	K06908	uncharacterized protein								Phage tail tube protein FII [PF04985.17]	0
NC_048109_NC_048109_25	NC_048109	NC_048109	25	19533	19862	1	D										Phage tail assembly chaperone proteins, E, or 41 or 14 [PF10109.12]	0
NC_048109_NC_048109_26	NC_048109	NC_048109	26	19871	19990	1	D										Phage P2 GpE [PF06528.15]	0
NC_048109_NC_048109_27	NC_048109	NC_048109	27	19980	22739	1	D										Phage-related minor tail protein [PF10145.12]	0
NC_048109_NC_048109_28	NC_048109	NC_048109	28	22745	23185	1	C	K06906	uncharacterized protein								Phage P2 GpU [PF06995.14]	0
NC_048109_NC_048109_29	NC_048109	NC_048109	29	23182	24459	1	C	K06905	uncharacterized protein								Phage tail baseplate hub (GPD) [PF05954.14]	0
NC_048109_NC_048109_30	NC_048109	NC_048109	30	25343	25876	1	E											0
NC_048109_NC_048109_31	NC_048109	NC_048109	31	25930	26280	-1	E											0
NC_048109_NC_048109_32	NC_048109	NC_048109	32	26333	26449	-1	E											0
NC_048109_NC_048109_33	NC_048109	NC_048109	33	26599	26940	-1	D										Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]; Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.8]	0
NC_048109_NC_048109_34	NC_048109	NC_048109	34	27026	27238	1	E											0
NC_048109_NC_048109_35	NC_048109	NC_048109	35	27238	27738	1	D										Phage regulatory protein CII (CP76) [PF06892.14]	0
NC_048109_NC_048109_36	NC_048109	NC_048109	36	27735	28028	1	D										Ogr/Delta-like zinc finger [PF04606.15]	1
NC_048109_NC_048109_37	NC_048109	NC_048109	37	28025	28375	1	E											0
NC_048109_NC_048109_38	NC_048109	NC_048109	38	28452	28685	1	E											0
NC_048109_NC_048109_39	NC_048109	NC_048109	39	28682	31402	1	D										Toprim-like [PF13155.9]	0
NC_048109_NC_048109_40	NC_048109	NC_048109	40	31447	31800	1	E											0
NC_048109_NC_048109_41	NC_048109	NC_048109	41	31812	32018	1	D										Prokaryotic dksA/traR C4-type zinc finger [PF01258.20]	0
NC_048109_NC_048109_42	NC_048109	NC_048109	42	32078	32329	1	E											0
NC_048109_NC_048109_43	NC_048109	NC_048109	43	32322	34232	1	D										C-5 cytosine-specific DNA methylase [PF00145.20]	0
NC_048109_NC_048109_44	NC_048109	NC_048109	44	34229	35461	1	C	K19170	DNA sulfur modification protein DndC								Phosphoadenosine phosphosulfate reductase family [PF01507.22]	0
NC_048109_NC_048109_45	NC_048109	NC_048109	45	35472	35660	1	E											0
NC_048109_NC_048109_46	NC_048109	NC_048109	46	35657	35869	1	D										Domain of unknown function (DUF4224) [PF13986.9]	0
NC_048109_NC_048109_47	NC_048109	NC_048109	47	35866	37014	1	E											0
