	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_019403_NC_019403_1	NC_019403	NC_019403	1	902	997	1	E															0
NC_019403_NC_019403_2	NC_019403	NC_019403	2	994	1221	1	E															0
NC_019403_NC_019403_3	NC_019403	NC_019403	3	1208	1387	1	E															0
NC_019403_NC_019403_4	NC_019403	NC_019403	4	1387	1611	1	E															0
NC_019403_NC_019403_5	NC_019403	NC_019403	5	1741	1908	1	E															0
NC_019403_NC_019403_6	NC_019403	NC_019403	6	2063	2419	1	D										DNA mimic ocr [PF08684.13]					0
NC_019403_NC_019403_7	NC_019403	NC_019403	7	2416	2535	1	E															0
NC_019403_NC_019403_8	NC_019403	NC_019403	8	2612	2797	1	E															0
NC_019403_NC_019403_9	NC_019403	NC_019403	9	2859	3743	1	E															0
NC_019403_NC_019403_10	NC_019403	NC_019403	10	3807	6434	1	D										DNA-dependent RNA polymerase [PF00940.22]; DNA-directed RNA polymerase N-terminal [PF14700.9]					0
NC_019403_NC_019403_11	NC_019403	NC_019403	11	6760	6888	1	D										Bacteriophage 1.1 Protein [PF08200.14]					0
NC_019403_NC_019403_12	NC_019403	NC_019403	12	6892	8880	1	D										DnaB-like helicase C terminal domain [PF03796.18]					0
NC_019403_NC_019403_13	NC_019403	NC_019403	13	8880	9041	1	E															0
NC_019403_NC_019403_14	NC_019403	NC_019403	14	9114	9836	1	E															0
NC_019403_NC_019403_15	NC_019403	NC_019403	15	9847	10065	1	E															0
NC_019403_NC_019403_16	NC_019403	NC_019403	16	10055	10264	1	E															0
NC_019403_NC_019403_17	NC_019403	NC_019403	17	10322	10429	1	E															0
NC_019403_NC_019403_18	NC_019403	NC_019403	18	10416	12962	1	D										DNA polymerase family A [PF00476.23]					0
NC_019403_NC_019403_19	NC_019403	NC_019403	19	13078	13176	1	E															0
NC_019403_NC_019403_20	NC_019403	NC_019403	20	13332	13709	1	E															0
NC_019403_NC_019403_21	NC_019403	NC_019403	21	13719	14015	1	E															0
NC_019403_NC_019403_22	NC_019403	NC_019403	22	14093	14899	1	E															0
NC_019403_NC_019403_23	NC_019403	NC_019403	23	14909	15127	1	E															0
NC_019403_NC_019403_24	NC_019403	NC_019403	24	15233	15604	1	E															0
NC_019403_NC_019403_25	NC_019403	NC_019403	25	15722	15994	1	E															0
NC_019403_NC_019403_26	NC_019403	NC_019403	26	15937	16932	1	E															0
NC_019403_NC_019403_27	NC_019403	NC_019403	27	16917	17330	1	D										Recombination endonuclease VII [PF02945.18]					0
NC_019403_NC_019403_28	NC_019403	NC_019403	28	17323	18330	1	E															0
NC_019403_NC_019403_29	NC_019403	NC_019403	29	18399	18869	1	D										Protein of unknwon function (DUF3310) [PF11753.11]					0
NC_019403_NC_019403_30	NC_019403	NC_019403	30	18978	19925	1	D										DNA ligase OB-like domain [PF14743.9]; ATP dependent DNA ligase domain [PF01068.24]					0
NC_019403_NC_019403_31	NC_019403	NC_019403	31	19897	20112	1	E															0
NC_019403_NC_019403_32	NC_019403	NC_019403	32	20075	20245	1	E															0
NC_019403_NC_019403_33	NC_019403	NC_019403	33	20242	20703	1	D										Acetyltransferase (GNAT) domain [PF13420.10]; Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13508.10]					0
NC_019403_NC_019403_34	NC_019403	NC_019403	34	20713	20922	1	E															0
NC_019403_NC_019403_35	NC_019403	NC_019403	35	20924	22474	1	D										Bacteriophage head to tail connecting protein [PF12236.11]					0
NC_019403_NC_019403_36	NC_019403	NC_019403	36	22474	23394	1	E															0
NC_019403_NC_019403_37	NC_019403	NC_019403	37	23471	24676	1	E															0
NC_019403_NC_019403_38	NC_019403	NC_019403	38	24731	25468	1	D										Tail tubular protein [PF17212.6]					0
NC_019403_NC_019403_39	NC_019403	NC_019403	39	25468	27870	1	E															0
NC_019403_NC_019403_40	NC_019403	NC_019403	40	27870	28598	1	E															0
NC_019403_NC_019403_41	NC_019403	NC_019403	41	28598	31546	1	D										Phage lysozyme [PF00959.22]					0
NC_019403_NC_019403_42	NC_019403	NC_019403	42	31611	34796	1	E															0
NC_019403_NC_019403_43	NC_019403	NC_019403	43	34796	35758	1	D										Phage T7 tail fibre protein [PF03906.17]					0
NC_019403_NC_019403_44	NC_019403	NC_019403	44	35770	35994	1	D										Phage holin T7 family, holin superfamily II [PF10746.12]					0
NC_019403_NC_019403_45	NC_019403	NC_019403	45	35958	36344	1	D										HNH endonuclease [PF13392.9]					0
NC_019403_NC_019403_46	NC_019403	NC_019403	46	36385	36684	1	E															0
NC_019403_NC_019403_47	NC_019403	NC_019403	47	36684	38582	1	E															0
NC_019403_NC_019403_48	NC_019403	NC_019403	48	38739	39017	1	E															0
NC_019403_NC_019403_49	NC_019403	NC_019403	49	39030	39347	1	E															0
NC_019403_NC_019403_50	NC_019403	NC_019403	50	39340	39684	1	C	K08640	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	MER0180999	M15A	MER0180999 - subfamily M15A non-peptidase homologues () [M15.UNA]#M15A#{peptidase unit: 27-105}~source YP_425023~	False	0.988	167.0	2.676e-47	Peptidase M15 [PF08291.14]; Bacterial protein of unknown function (DUF882) [PF05951.16]					0
NC_019403_NC_019403_51	NC_019403	NC_019403	51	39793	39942	1	E															0
NC_019403_NC_019403_52	NC_019403	NC_019403	52	40020	40229	1	E															0
NC_019403_NC_019403_53	NC_019403	NC_019403	53	40362	40697	1	E															0
NC_019403_NC_019403_54	NC_019403	NC_019403	54	40764	43199	1	D			MER0183317	S74	MER0183317 - Bacillus subtilis phage GA-1 neck appendage CIMCD self-cleaving protein (Pseudomonas putida) [S74.002]#S74#{peptidase unit: 682-755}~source ABY97664~	False	0.456	63.0	1.505e-08	Catalytic beta propeller domain of bacteriophage endosialidase [PF12217.11]; Catalytic domain of bacteriophage endosialidase [PF12219.11]; Beta barrel domain of bacteriophage endosialidase [PF12195.11]; N terminal extension of bacteriophage endosialidase [PF12218.11]	GH58	GH58 endo-N-acetylneuraminidase or endo-sialidase (EC 3.2.1.129)	3.2.1.129	GH58.hmm	0
NC_019403_NC_019403_55	NC_019403	NC_019403	55	43177	43326	1	E															0
