	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001461.1_1	QGNH01001461.1	QGNH01001461.1	1	3	1040	-1	D	YP_007674015.1	YP_007674015.1 helicase [Vibrio phage pYD21-A]	False	0.365	211.0	1.142e-58	Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]	VOG00542	REFSEQ double zinc ribbon protein; Xu	Xu	0	False	F
QGNH01001461.1_2	QGNH01001461.1	QGNH01001461.1	2	1037	1549	-1	E											0	False	F
QGNH01001461.1_3	QGNH01001461.1	QGNH01001461.1	3	1546	1857	-1	E											0	False	F
QGNH01001461.1_4	QGNH01001461.1	QGNH01001461.1	4	1861	2151	-1	D							Protein of unknown function (DUF551) [PF04448.15]				1	False	F
QGNH01001461.1_5	QGNH01001461.1	QGNH01001461.1	5	2184	2399	-1	E											0	False	F
QGNH01001461.1_6	QGNH01001461.1	QGNH01001461.1	6	2392	3036	-1	E	YP_010719958.1	YP_010719958.1 hypothetical protein P6F36_gp01 [Stenotrophomonas phage vB_SM_ytsc_ply2008005c]	False	0.334	114.0	1.8e-27		VOG00332	sp|Q8QL42|Y207_SIRV1 Uncharacterized protein 207; Xu	Xu	0	False	F
QGNH01001461.1_7	QGNH01001461.1	QGNH01001461.1	7	3059	3634	-1	E	YP_010686183.1	YP_010686183.1 single strand DNA binding protein [Klebsiella phage VLCpiS13c]	False	0.239	60.0	2.239e-09					0	False	F
QGNH01001461.1_8	QGNH01001461.1	QGNH01001461.1	8	3635	4300	-1	D	YP_007111814.1	YP_007111814.1 Sak4-like ssDNA annealing protein [Escherichia phage HK629]	False	0.449	177.0	5.655e-49	AAA domain [PF13479.9]	VOG00709	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG; Xu	Xu	0	False	F
QGNH01001461.1_9	QGNH01001461.1	QGNH01001461.1	9	4297	4689	-1	E											0	False	F
QGNH01001461.1_10	QGNH01001461.1	QGNH01001461.1	10	4815	5015	1	E											0	False	F
QGNH01001461.1_11	QGNH01001461.1	QGNH01001461.1	11	4994	5395	1	E											0	False	F
QGNH01001461.1_12	QGNH01001461.1	QGNH01001461.1	12	5392	5637	1	E											0	False	
QGNH01001461.1_13	QGNH01001461.1	QGNH01001461.1	13	5634	5852	1	E											0	False	
QGNH01001461.1_14	QGNH01001461.1	QGNH01001461.1	14	5839	6027	1	E											0	False	
QGNH01001461.1_15	QGNH01001461.1	QGNH01001461.1	15	6029	6328	1	E											0	False	
QGNH01001461.1_16	QGNH01001461.1	QGNH01001461.1	16	6318	6743	1	E											0	False	
QGNH01001461.1_17	QGNH01001461.1	QGNH01001461.1	17	6788	6970	1	E											0	False	
QGNH01001461.1_18	QGNH01001461.1	QGNH01001461.1	18	6972	7220	1	E											0	False	
QGNH01001461.1_19	QGNH01001461.1	QGNH01001461.1	19	7333	8202	1	D							Helix-turn-helix domain [PF13730.9]				0	False	
QGNH01001461.1_20	QGNH01001461.1	QGNH01001461.1	20	8153	8416	1	E											0	False	
QGNH01001461.1_21	QGNH01001461.1	QGNH01001461.1	21	8463	8681	1	D							'Cold-shock' DNA-binding domain [PF00313.25]				0	False	
QGNH01001461.1_22	QGNH01001461.1	QGNH01001461.1	22	8667	8813	-1	E											0	False	
QGNH01001461.1_23	QGNH01001461.1	QGNH01001461.1	23	8816	8962	-1	E											0	False	
QGNH01001461.1_24	QGNH01001461.1	QGNH01001461.1	24	9034	9189	-1	E											0	False	
QGNH01001461.1_25	QGNH01001461.1	QGNH01001461.1	25	9186	9338	-1	E											0	False	
QGNH01001461.1_26	QGNH01001461.1	QGNH01001461.1	26	9335	9568	-1	E											0	False	
QGNH01001461.1_27	QGNH01001461.1	QGNH01001461.1	27	9559	9738	-1	E											0	False	
QGNH01001461.1_28	QGNH01001461.1	QGNH01001461.1	28	9741	9965	-1	E											0	False	
QGNH01001461.1_29	QGNH01001461.1	QGNH01001461.1	29	9965	10459	-1	D							DnaJ domain [PF00226.34]				0	False	
QGNH01001461.1_30	QGNH01001461.1	QGNH01001461.1	30	10473	10973	-1	E											0	False	
QGNH01001461.1_31	QGNH01001461.1	QGNH01001461.1	31	11004	11201	-1	E											0	False	
QGNH01001461.1_32	QGNH01001461.1	QGNH01001461.1	32	11362	11544	1	E											0	False	
QGNH01001461.1_33	QGNH01001461.1	QGNH01001461.1	33	11572	11961	1	D	YP_007002014.1	YP_007002014.1 terminase small subunit [Brucella phage Tb]	False	0.434	74.0	6.505e-15	Helix-turn-helix of insertion element transposase [PF13022.9]	VOG00189	REFSEQ terminase small subunit; Xu	Xu	0	False	
QGNH01001461.1_34	QGNH01001461.1	QGNH01001461.1	34	11958	13460	1	E	YP_009823358.1	YP_009823358.1 putative terminase large subunit [Escherichia phage PTXU04]	False	0.345	272.0	2.348e-77		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001461.1_35	QGNH01001461.1	QGNH01001461.1	35	13588	15945	1	D	YP_007518354.1	YP_007518354.1 portal protein [Vibrio phage VvAW1]	False	0.21	162.0	3.511e-39	Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xs;Xh;Xr;Xp	0	False	V
QGNH01001461.1_36	QGNH01001461.1	QGNH01001461.1	36	15947	16138	1	E											0	False	
QGNH01001461.1_37	QGNH01001461.1	QGNH01001461.1	37	16138	16500	1	E	YP_005097992.1	YP_005097992.1 head protein [Salmonella phage SPN1S]	False	0.438	79.0	5.558e-17					0	False	
QGNH01001461.1_38	QGNH01001461.1	QGNH01001461.1	38	16524	17444	1	E											0	False	
QGNH01001461.1_39	QGNH01001461.1	QGNH01001461.1	39	17611	18861	1	D	YP_010676997.1	YP_010676997.1 major head protein [Shewanella phage X14]	False	0.23	113.0	5.037e-25	P22 coat protein - gene protein 5 [PF11651.11]				0	False	
QGNH01001461.1_40	QGNH01001461.1	QGNH01001461.1	40	18911	19198	1	E											0	False	F
QGNH01001461.1_41	QGNH01001461.1	QGNH01001461.1	41	19199	19942	1	E											0	False	F
QGNH01001461.1_42	QGNH01001461.1	QGNH01001461.1	42	19911	21968	1	E											0	False	F
QGNH01001461.1_43	QGNH01001461.1	QGNH01001461.1	43	21982	22632	1	E											0	False	F
QGNH01001461.1_44	QGNH01001461.1	QGNH01001461.1	44	22635	23915	1	E											0	False	F
