locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_048877.1_1						VOG22749	VOG:VOG22749	188	1.5e-102	332.5		REFSEQ hypothetical protein
NC_048877.1_2					phrog_695	VOG04378	VOG:VOG04378	273	8.8e-37	118.1		REFSEQ DNA polymerase/primase
NC_048877.1_3		K06919	COG3378		phrog_864	VOG00138	VOG:VOG00138	437	8.1e-48	154.9		sp|Q5UQ22|YL207_MIMIV Putative helicase L207/L206
NC_048877.1_4												Hypothetical
NC_048877.1_5			COG1061		phrog_62	VOG00205	VOG:VOG00205	414	2.6e-105	344.8		sp|Q9T1Q7|VP41_BPAPS Putative protein p41
NC_048877.1_6					phrog_474	VOG00810	VOG:VOG00810	187	1.2e-33	108.1		sp|Q05265|VG55_BPML5 Gene 55 protein
NC_048877.1_7						VOG01020	VOG:VOG01020	184	1.1e-35	114.7		REFSEQ hypothetical protein
NC_048877.1_8		K06191			phrog_22		KEGG:K06191	119	1.7e-17	55.1		nrdH; glutaredoxin-like protein NrdH
NC_048877.1_9		K02334	COG0749		phrog_17	VOG00075	KEGG:K02334	733	8.8e-93	302.8	2.7.7.7	dpo; DNA polymerase bacteriophage-type
NC_048877.1_10						VOG34295	VOG:VOG34295	79	1.4e-53	170.0		REFSEQ hypothetical protein
NC_048877.1_11						VOG34071	VOG:VOG34071	145	1.7e-80	260.1		REFSEQ hypothetical protein
NC_048877.1_12					phrog_69	VOG00510	VOG:VOG00510	372	6.3e-46	149.1		sp|O64262|VG69_BPMD2 Gene 69 protein
NC_048877.1_13						VOG23155	VOG:VOG23155	48	1.4e-34	109.6		REFSEQ hypothetical protein
NC_048877.1_14						VOG22750	VOG:VOG22750	244	5.6e-128	417.1		REFSEQ hypothetical protein
NC_048877.1_15					phrog_1342	VOG03369	VOG:VOG03369	95	3.5e-37	117.8		REFSEQ hypothetical protein
NC_048877.1_16					phrog_1221	VOG01079	VOG:VOG01079	335	1.2e-82	269.4		sp|P52132|YFJQ_ECOLI UPF0380 protein YfjQ
NC_048877.1_17						VOG23157	VOG:VOG23157	89	4.1e-45	144.1		REFSEQ hypothetical protein
NC_048877.1_18						VOG23158	VOG:VOG23158	123	5.6e-61	195.9		REFSEQ membrane protein
NC_048877.1_19						VOG23159	VOG:VOG23159	97	4.7e-59	188.2		REFSEQ hypothetical protein
NC_048877.1_20						VOG34072	VOG:VOG34072	104	2.6e-70	224.8		REFSEQ hypothetical protein
NC_048877.1_21						VOG23160	VOG:VOG23160	156	3.1e-88	285.3		REFSEQ hypothetical protein
