locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
KC292020.1_1												Hypothetical
KC292020.1_2					phrog_19274	VOG23910	VOG:VOG23910	184	1.2e-114	373.2		REFSEQ HalOD1 domain-containing protein
KC292020.1_3					phrog_9231	VOG05559	PHROG:phrog_9231	259	2.5e-114	373.8		terminase small subunit
KC292020.1_4												Hypothetical
KC292020.1_5												Hypothetical
KC292020.1_6												Hypothetical
KC292020.1_7		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	566	1.7e-45	147.4		:
KC292020.1_8					phrog_9232	VOG00562	PHROG:phrog_9232	480	5e-216	711.0		portal protein
KC292020.1_9					phrog_21359	VOG23915	VOG:VOG23915	97	3.3e-63	202.7		REFSEQ hypothetical protein
KC292020.1_10					phrog_15680	VOG14382	PHROG:phrog_15680	254	3.2e-153	501.3		head maturation protease
KC292020.1_11												Hypothetical
KC292020.1_12												Hypothetical
KC292020.1_13					phrog_3990	VOG01973	PHROG:phrog_3990	319	1.1e-91	300.2		major head protein
KC292020.1_14					phrog_12779	VOG14383	VOG:VOG14383	147	3.8e-75	243.5		REFSEQ hypothetical protein
KC292020.1_15												Hypothetical
KC292020.1_16					phrog_20771	VOG23916	VOG:VOG23916	1038	0	2314.4		REFSEQ hypothetical protein
KC292020.1_17												Hypothetical
KC292020.1_18					phrog_12281	VOG04913	PHROG:phrog_12281	170	1e-85	278.5		tail tube protein
KC292020.1_19			COG4386		phrog_10244	VOG01001	PHROG:phrog_10244	431	8.5e-204	670.2		tail sheath
KC292020.1_20					phrog_12452	VOG14384	PHROG:phrog_12452	182	6.4e-93	301.9		tail tube protein
KC292020.1_21					phrog_14268	VOG04953	PHROG:phrog_14268	157	1.9e-84	274.1		tail assembly chaperone
KC292020.1_22					phrog_12163	VOG04953	PHROG:phrog_12163	79	4.3e-42	136.0		tail assembly chaperone
KC292020.1_23					phrog_14901	VOG14385	PHROG:phrog_14901	607	0	1080.7		tail length tape measure protein
KC292020.1_24					phrog_14280	VOG14386	VOG:VOG14386	188	7.9e-97	315.3		REFSEQ hypothetical protein
KC292020.1_25					phrog_12403	VOG14388	VOG:VOG14388	478	1.3e-231	762.0		REFSEQ hypothetical protein
KC292020.1_26												Hypothetical
KC292020.1_27												Hypothetical
KC292020.1_28			COG3299		phrog_6	VOG00735	VOG:VOG00735	412	6.7e-119	390.4		REFSEQ baseplate wedge subunit
KC292020.1_29					phrog_1160	VOG00207	PHROG:phrog_1160	218	1.2e-61	201.1		baseplate protein
KC292020.1_30												Hypothetical
KC292020.1_31					phrog_13336	VOG14392	VOG:VOG14392	402	2.8e-171	562.6		REFSEQ hypothetical protein
KC292020.1_32												Hypothetical
KC292020.1_33												Hypothetical
KC292020.1_34					phrog_7084	VOG14391	VOG:VOG14391	279	2e-149	488.9		REFSEQ hypothetical protein
KC292020.1_35					phrog_19997	VOG14393	VOG:VOG14393	42	2.1e-32	103.6		REFSEQ hypothetical protein
KC292020.1_36	K00525	K00525	COG0209		phrog_84	VOG00122	FOAM:K00525	806	4.6e-210	692.2	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
KC292020.1_37					phrog_21307	VOG23918	VOG:VOG23918	85	4.4e-54	173.6		REFSEQ hypothetical protein
KC292020.1_38		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	387	6.1e-32	102.1		XerD:
KC292020.1_39		K22296			phrog_20636	VOG23919	VOG:VOG23919	153	1.5e-91	297.5		REFSEQ winged-helix domain protein
KC292020.1_40					phrog_7545	VOG01254	VOG:VOG01254	61	2.7e-23	75.7		sp|P34081|HMUI_BPSP1 DNA endonuclease I-HmuI
KC292020.1_41		K14415	COG1690		phrog_1075	VOG00184	PHROG:phrog_1075	455	1.3e-127	419.3		tRNA splicing ligase
KC292020.1_42												Hypothetical
KC292020.1_43					phrog_19368	VOG23922	VOG:VOG23922	63	3.6e-46	147.6		REFSEQ hypothetical protein
KC292020.1_44												Hypothetical
KC292020.1_45												Hypothetical
KC292020.1_46	K01494	K01494	COG0717		phrog_1663	VOG00082	COG:COG0717	183	2.3e-59	194.4		Dcd:Thymidylate biosynthesis
KC292020.1_47	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	235	1.2e-67	222.3		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
KC292020.1_48												Hypothetical
KC292020.1_49												Hypothetical
KC292020.1_50												Hypothetical
KC292020.1_51					phrog_5935	VOG05009	VOG:VOG05009	33	3.3e-11	36.0		REFSEQ hypothetical protein
KC292020.1_52												Hypothetical
KC292020.1_53	K02319	K02319	COG0417		phrog_262	VOG00345	PHROG:phrog_262	855	6.7e-178	586.1		DNA polymerase
KC292020.1_54												Hypothetical
KC292020.1_55												Hypothetical
KC292020.1_56												Hypothetical
KC292020.1_57												Hypothetical
KC292020.1_58					phrog_19107	VOG23928	VOG:VOG23928	43	1.2e-31	100.8		REFSEQ minor head protein
KC292020.1_59					phrog_21366	VOG23929	VOG:VOG23929	67	5e-53	170.1		REFSEQ hypothetical protein
KC292020.1_60					phrog_22742	VOG24270	VOG:VOG24270	71	2.4e-49	157.9		REFSEQ hypothetical protein
KC292020.1_61					phrog_26025	VOG24269	VOG:VOG24269	60	3e-46	147.8		REFSEQ hypothetical protein
KC292020.1_62												Hypothetical
KC292020.1_63		K07465	COG2887		phrog_69	VOG04544, VOG04544	VOG:VOG04544	339	7.6e-111	273.2		REFSEQ exonuclease
KC292020.1_64					phrog_19510	VOG23927	VOG:VOG23927	54	1e-40	130.7		REFSEQ hypothetical protein
KC292020.1_65					phrog_474	VOG00810	PHROG:phrog_474	94	3.5e-26	84.7		phosphofructokinase
KC292020.1_66												Hypothetical
KC292020.1_67												Hypothetical
KC292020.1_68												Hypothetical
KC292020.1_69					phrog_284	VOG02246	PHROG:phrog_284	393	8.4e-82	268.0		exonuclease
KC292020.1_70												Hypothetical
KC292020.1_71												Hypothetical
KC292020.1_72												Hypothetical
KC292020.1_73					phrog_13442	VOG14400	VOG:VOG14400	82	4.5e-46	148.0		REFSEQ hypothetical protein
KC292020.1_74												Hypothetical
KC292020.1_75					phrog_21851	VOG23931	VOG:VOG23931	70	3.6e-50	160.7		REFSEQ hypothetical protein
KC292020.1_76												Hypothetical
KC292020.1_77												Hypothetical
KC292020.1_78												Hypothetical
KC292020.1_79		K17081	COG0330		phrog_200	VOG01466	PHROG:phrog_200	292	5.6e-72	235.3		lipoprotein
KC292020.1_80												Hypothetical
KC292020.1_81					phrog_12980	VOG01567	PHROG:phrog_12980	162	7.1e-83	269.1		HNH endonuclease
KC292020.1_82												Hypothetical
KC292020.1_83			COG1948		phrog_3490	VOG01108	VOG:VOG01108	155	2.5e-51	167.5		sp|P0CAF6|VF364_ASFK5 ERCC4 domain-containing protein EP364R
KC292020.1_84												Hypothetical
KC292020.1_85												Hypothetical
KC292020.1_86					phrog_21490	VOG23935	VOG:VOG23935	113	3.1e-71	229.4		REFSEQ hypothetical protein
KC292020.1_87												Hypothetical
KC292020.1_88												Hypothetical
KC292020.1_89					phrog_13954	VOG14456	VOG:VOG14456	94	2.2e-54	174.7		REFSEQ hypothetical protein
KC292020.1_90												Hypothetical
KC292020.1_91					phrog_7545	VOG01272	PHROG:phrog_7545	141	5.9e-14	45.3		HNH endonuclease
KC292020.1_92												Hypothetical
KC292020.1_93												Hypothetical
KC292020.1_94					phrog_27695	VOG23940	VOG:VOG23940	89	2.9e-62	199.8		REFSEQ hypothetical protein
KC292020.1_95												Hypothetical
KC292020.1_96		K03722	COG1199		phrog_2488	VOG04419	PHROG:phrog_2488	599	2.7e-160	527.4		DNA helicase
KC292020.1_97						VOG35029	VOG:VOG35029	70	1.8e-51	165.1		REFSEQ hypothetical protein
KC292020.1_98						VOG24271	VOG:VOG24271	51	9.8e-42	133.5		REFSEQ hypothetical protein
KC292020.1_99												Hypothetical
KC292020.1_100												Hypothetical
KC292020.1_101						VOG35484	VOG:VOG35484	150	4.9e-105	341.0		REFSEQ hypothetical protein
KC292020.1_102												Hypothetical
KC292020.1_103												Hypothetical
KC292020.1_104												Hypothetical
KC292020.1_105					phrog_27876	VOG23949	VOG:VOG23949	49	1.1e-37	121.2		REFSEQ hypothetical protein
KC292020.1_106												Hypothetical
KC292020.1_107												Hypothetical
KC292020.1_108					phrog_20685	VOG23953	VOG:VOG23953	124	2e-85	275.3		REFSEQ hypothetical protein
KC292020.1_109												Hypothetical
KC292020.1_110					phrog_21971	VOG23951	VOG:VOG23951	40	5.9e-30	96.2		REFSEQ hypothetical protein
KC292020.1_111					phrog_15403	VOG14408	VOG:VOG14408	83	7e-51	163.0		REFSEQ hypothetical protein
KC292020.1_112												Hypothetical
KC292020.1_113					phrog_21594	VOG23954	VOG:VOG23954	91	3.8e-55	177.0		REFSEQ hypothetical protein
KC292020.1_114					phrog_20239	VOG23955	VOG:VOG23955	51	1e-35	114.6		REFSEQ hypothetical protein
