locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
QGNH01000204.1_1_1												Hypothetical
QGNH01000204.1_2_1												Hypothetical
QGNH01000204.1_2_2					phrog_12296	VOG02533	VOG:VOG02533	77	2.1e-16	50.5		REFSEQ tail fiber protein
QGNH01000204.1_2_3			COG3420				COG:COG3420	340	6.7e-14	39.0		NosD; 
QGNH01000204.1_2_4												Hypothetical
QGNH01000204.1_2_5												Hypothetical
QGNH01000204.1_2_6												Hypothetical
QGNH01000204.1_2_7												Hypothetical
QGNH01000204.1_2_8												Hypothetical
QGNH01000204.1_2_9												Hypothetical
QGNH01000204.1_2_10												Hypothetical
QGNH01000204.1_2_11												Hypothetical
QGNH01000204.1_2_12												Hypothetical
QGNH01000204.1_2_13												Hypothetical
QGNH01000204.1_2_14												Hypothetical
QGNH01000204.1_2_15			COG5362		phrog_38	VOG00331	PHROG:phrog_38	869	4.8e-41	128.0		terminase large subunit
QGNH01000204.1_2_16		K18962	COG1423		phrog_548	VOG00459	VOG:VOG00459	292	1.6e-41	132.4		sp|P32277|RLIG2_BPT4 RNA ligase 2
QGNH01000204.1_2_17												Hypothetical
QGNH01000204.1_2_18												Hypothetical
QGNH01000204.1_2_19												Hypothetical
QGNH01000204.1_2_20												Hypothetical
QGNH01000204.1_2_21												Hypothetical
QGNH01000204.1_2_22												Hypothetical
