locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_043469_2_172_+												Hypothetical
NC_043469_279_560_+					phrog_1254	VOG06152	VOG:VOG06152	93	2.2e-48	154.8		sp|P39506|Y14C_BPT4 Uncharacterized 9.5 kDa protein in frd-Gp32 intergenic region
NC_043469_633_827_+					phrog_10894	VOG11132	VOG:VOG11132	64	2.5e-48	154.4		REFSEQ hypothetical protein
NC_043469_1063_1440_+					phrog_10345	VOG11130	VOG:VOG11130	125	1.7e-80	259.4		REFSEQ hypothetical protein
NC_043469_1586_1813_+												Hypothetical
NC_043469_1810_2061_+					phrog_9323	VOG13705	VOG:VOG13705	83	2.3e-36	116.0		REFSEQ hypothetical protein
NC_043469_2071_2763_+					phrog_757	VOG02611	PHROG:phrog_757	230	6.1e-89	289.5		DNA methyltransferase
NC_043469_2836_3039_+					phrog_10763	VOG11128	VOG:VOG11128	67	5.3e-41	130.6		REFSEQ membrane protein
NC_043469_3036_3218_+												Hypothetical
NC_043469_3220_3657_+												Hypothetical
NC_043469_3782_5350_+					phrog_2373	VOG03694	VOG:VOG03694	522	5.7e-246	809.3		REFSEQ DNA helicase
NC_043469_5355_5816_+												Hypothetical
NC_043469_5886_6311_-					phrog_1804	VOG04107	VOG:VOG04107	141	2.5e-54	175.5		sp|Q6XQ97|SPANU_BPT1 U-spanin
NC_043469_6314_6793_-	K01185	K01185	COG3772	GH24	phrog_7	VOG00595	PHROG:phrog_7	159	4.9e-48	155.5		endolysin
NC_043469_6795_7010_-					phrog_2877	VOG01566	PHROG:phrog_2877	71	5.8e-41	130.9		holin
NC_043469_7145_7717_-					phrog_139	VOG02121	PHROG:phrog_139	154	1.1e-29	95.5		deoxynucleoside monophosphate kinase
NC_043469_7714_8205_-		K05967	COG5663		phrog_415	VOG07198	PHROG:phrog_415	163	3.2e-66	215.1		polynucleotide kinase
NC_043469_8243_9373_-					phrog_704	VOG02246	PHROG:phrog_704	376	2.5e-157	515.9		DNA repair exonuclease
NC_043469_9469_9645_-												Hypothetical
NC_043469_9717_9953_-												Hypothetical
NC_043469_10018_10254_-												Hypothetical
NC_043469_10257_10988_-					phrog_111	VOG28927	PHROG:phrog_111	243	6.5e-64	207.8		DNA methyltransferase
NC_043469_10991_11218_-					phrog_4281	VOG03701	VOG:VOG03701	75	1.3e-35	113.3		REFSEQ hypothetical protein
NC_043469_11291_11707_-												Hypothetical
NC_043469_11704_13800_-		K19789, K19789	COG1061		phrog_16	VOG00542	VOG:VOG00542	698	3.2e-176	579.2		REFSEQ double zinc ribbon protein
NC_043469_13831_14232_+		K22302			phrog_2856	VOG00194	PHROG:phrog_2856	133	3e-76	246.8		transcriptional regulator
NC_043469_14308_15270_+			COG4643		phrog_510	VOG00749	VOG:VOG00749	320	3.8e-106	348.6		sp|P10277|PRIM_BPP4 Putative P4-specific DNA primase
NC_043469_15766_16812_+		K10906			phrog_412	VOG00518	PHROG:phrog_412	348	1.7e-82	269.3		exonuclease VIII
NC_043469_16872_17528_+					phrog_155	VOG08218	VOG:VOG08218	218	4.5e-52	170.0		sp|P04892|ERF_BPP22 Essential recombination function protein
NC_043469_17565_18026_+					phrog_44	VOG00906	VOG:VOG00906	153	3.2e-29	94.5		sp|O21902|SSB_BPLSK SSB protein
NC_043469_18119_20800_+					phrog_24159	VOG00746, VOG04651	PHROG:phrog_24159	893	0	1309.1		tail fiber protein
NC_043469_20829_21785_-					phrog_1265	VOG08851	VOG:VOG08851	318	3.7e-114	373.4		REFSEQ membrane protein
NC_043469_21787_25260_-		K06882	COG4733		phrog_31	VOG00249	PHROG:phrog_31	1157	0	1245.9		central tail fiber J
NC_043469_25348_25950_-			COG4723		phrog_32	VOG02683	VOG:VOG02683	154	7.2e-59	191.8		sp|O64334|TIPI_BPN15 Tail tip assembly protein I
NC_043469_25925_26662_-		K21140	COG1310		phrog_30	VOG00051	PHROG:phrog_30	245	3.4e-92	300.6		minor tail protein
NC_043469_26664_27455_-			COG4672		phrog_18	VOG00504	VOG:VOG00504	263	1.6e-93	304.3		sp|O64332|TIPL_BPN15 Tail tip protein L
NC_043469_27485_27829_-			COG4718		phrog_14	VOG02471	VOG:VOG02471	114	1.5e-44	144.5		sp|P03737|TIPM_LAMBD Tail tip protein M
NC_043469_27832_30603_-			COG5281		phrog_24	VOG03577, VOG13839	PHROG:phrog_24	923	2.2e-207	402.5		tail length tape measure protein
NC_043469_30627_30851_-					phrog_17368	VOG01245	PHROG:phrog_17368	74	2.5e-43	140.4		tail length tape measure protein
NC_043469_30941_31258_-					phrog_17368	VOG01245	PHROG:phrog_17368	105	7.2e-40	129.1		tail length tape measure protein
NC_043469_31335_31991_-					phrog_584	VOG02207	VOG:VOG02207	218	7.2e-97	315.3		REFSEQ major tail protein
NC_043469_32044_32736_-					phrog_584	VOG02207	VOG:VOG02207	190	4.9e-68	221.0		REFSEQ major tail protein
NC_043469_32723_33157_-					phrog_179	VOG00387	VOG:VOG00387	140	2.3e-41	133.3		REFSEQ tail terminator
NC_043469_33147_33584_-					phrog_169	VOG00996	VOG:VOG00996	116	3.1e-46	150.2		REFSEQ tail completion or Neck1 protein
NC_043469_33577_33954_-					phrog_161	VOG00159	VOG:VOG00159	125	2.4e-37	120.4		REFSEQ head closure Hc1
NC_043469_33960_34376_-					phrog_302	VOG00732	VOG:VOG00732	138	3.1e-52	168.3		REFSEQ virion structural protein
NC_043469_34426_34731_-					phrog_2716	VOG02409	VOG:VOG02409	101	1.7e-29	93.8		REFSEQ hypothetical protein
NC_043469_34821_35780_-			COG4834		phrog_264	VOG02112	VOG:VOG02112	319	7.4e-125	408.9		sp|A0A0U5AF03|CAPSD_BPK22 Major capsid protein
NC_043469_35894_36412_-												Hypothetical
NC_043469_36465_37595_-		K09960, K09960	COG3566		phrog_530	VOG02460	VOG:VOG02460	355	1.2e-95	313.7		sp|P44180|Y1405_HAEIN Uncharacterized protein HI_1405
