	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_048668_1	NC_048668	NC_048668	1	1	414	-1	E			YP_009833681.1	YP_009833681.1 RNA polymerase beta subunit, partial [Serratia phage vB_SmaM_ 2050HW]	False	1.0	295.0	1.128e-91												0	False	F
NC_048668_2	NC_048668	NC_048668	2	371	604	-1	E			YP_009833682.1	YP_009833682.1 hypothetical protein HWB23_gp002 [Serratia phage vB_SmaM_ 2050HW]	False	0.99	163.0	5.665999999999999e-47												0	False	F
NC_048668_3	NC_048668	NC_048668	3	597	1439	-1	E			YP_009833683.1	YP_009833683.1 hypothetical protein HWB23_gp003 [Serratia phage vB_SmaM_ 2050HW]	True	0.949	560.0	1.2150000000000001e-180									VOG02436	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048668_4	NC_048668	NC_048668	4	1532	1945	1	E			YP_009833684.1	YP_009833684.1 hypothetical protein HWB23_gp004 [Serratia phage vB_SmaM_ 2050HW]	False	0.922	267.0	1.156e-81									VOG31206	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048668_5	NC_048668	NC_048668	5	1935	3680	1	E			YP_009833685.1	YP_009833685.1 hypothetical protein HWB23_gp005 [Serratia phage vB_SmaM_ 2050HW]	True	0.958	1172.0	0.0									VOG07967	REFSEQ hypothetical protein; Xu	Xu	1	False	F
NC_048668_6	NC_048668	NC_048668	6	3722	4051	1	E			YP_009833686.1	YP_009833686.1 hypothetical protein HWB23_gp006 [Serratia phage vB_SmaM_ 2050HW]	False	0.98	228.0	1.1359999999999999e-68									VOG00988	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048668_7	NC_048668	NC_048668	7	4116	4778	1	E			YP_009833687.1	YP_009833687.1 hypothetical protein HWB23_gp007 [Serratia phage vB_SmaM_ 2050HW]	True	0.928	430.0	1.5169999999999999e-136									VOG02566	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048668_8	NC_048668	NC_048668	8	4825	5340	-1	D			YP_009849195.1	YP_009849195.1 GNAT domain-containing protein [Serratia phage Moabite]	True	0.966	350.0	6.998e-110								Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) domain [PF13673.10]	VOG01441	REFSEQ putative GCN5-related N-acetyltransferase; Xu	Xu	0	False	F
NC_048668_9	NC_048668	NC_048668	9	5340	7085	-1	E			YP_009849196.1	YP_009849196.1 DNA polymerase [Serratia phage Moabite]	True	0.997	1226.0	0.0												0	False	
NC_048668_10	NC_048668	NC_048668	10	7223	8545	1	E			YP_009833690.1	YP_009833690.1 virion structural protein [Serratia phage vB_SmaM_ 2050HW]	True	0.92	849.0	1.959e-277									VOG04339	REFSEQ putative virion structural protein; Xu	Xu	0	False	
NC_048668_11	NC_048668	NC_048668	11	8552	8992	1	E			YP_009833691.1	YP_009833691.1 hypothetical protein HWB23_gp011 [Serratia phage vB_SmaM_ 2050HW]	False	0.952	294.0	4.49e-91									VOG16577	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048668_12	NC_048668	NC_048668	12	9008	9598	1	E			YP_009833692.1	YP_009833692.1 hypothetical protein HWB23_gp012 [Serratia phage vB_SmaM_ 2050HW]	True	0.936	387.0	4.1560000000000005e-122									VOG21648	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048668_13	NC_048668	NC_048668	13	9801	10019	1	E			YP_009833693.1	YP_009833693.1 hypothetical protein HWB23_gp013 [Serratia phage vB_SmaM_ 2050HW]	False	0.956	147.0	1.9079999999999998e-41												0	False	
NC_048668_14	NC_048668	NC_048668	14	10012	11229	1	E			YP_009833694.1	YP_009833694.1 hypothetical protein HWB23_gp014 [Serratia phage vB_SmaM_ 2050HW]	True	0.93	790.0	6.825e-258									VOG21649	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048668_15	NC_048668	NC_048668	15	11270	14167	-1	E			YP_009833695.1	YP_009833695.1 virion structural protein [Serratia phage vB_SmaM_ 2050HW]	True	0.962	1953.0	0.0									VOG07974	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048668_16	NC_048668	NC_048668	16	14160	15320	-1	E			YP_009849202.1	YP_009849202.1 hypothetical protein HWC48_gp308 [Serratia phage Moabite]	True	0.998	816.0	3.583e-267									VOG07982	REFSEQ putative virion structural protein; Xu	Xu	0	False	
NC_048668_17	NC_048668	NC_048668	17	15349	16566	1	E			YP_009849203.1	YP_009849203.1 virion-associated protein [Serratia phage Moabite]	True	0.93	790.0	6.825e-258									VOG07977	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048668_18	NC_048668	NC_048668	18	16578	17492	1	E			YP_009833698.1	YP_009833698.1 putative virion structural protein [Serratia phage vB_SmaM_ 2050HW]	True	0.959	615.0	4.821000000000002e-199									VOG07978	REFSEQ putative virion structural protein; Xu	Xu	0	False	
NC_048668_19	NC_048668	NC_048668	19	17494	17655	1	E			YP_009849205.1	YP_009849205.1 virion structural protein [Serratia phage Moabite]	False	1.0	94.0	2.795e-23												0	False	
