	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_020838_NC_020838_1	NC_020838	NC_020838	1	2	247	-1	D			Domain of unknown function (DUF6450) [PF20048.2]	0
NC_020838_NC_020838_2	NC_020838	NC_020838	2	219	683	-1	E				0
NC_020838_NC_020838_3	NC_020838	NC_020838	3	683	1033	-1	E				0
NC_020838_NC_020838_4	NC_020838	NC_020838	4	1486	1833	-1	D			Phage tail assembly chaperone protein [PF16778.8]	0
NC_020838_NC_020838_5	NC_020838	NC_020838	5	1842	2555	-1	E				0
NC_020838_NC_020838_6	NC_020838	NC_020838	6	2577	3173	-1	E				0
NC_020838_NC_020838_7	NC_020838	NC_020838	7	3176	3427	-1	E				0
NC_020838_NC_020838_8	NC_020838	NC_020838	8	3483	8159	-1	D			Phage T7 tail fibre protein [PF03906.17]	0
NC_020838_NC_020838_9	NC_020838	NC_020838	9	8190	12155	-1	E				0
NC_020838_NC_020838_10	NC_020838	NC_020838	10	12155	14869	-1	E				0
NC_020838_NC_020838_11	NC_020838	NC_020838	11	14886	15602	-1	E				0
NC_020838_NC_020838_12	NC_020838	NC_020838	12	15584	16021	-1	E				0
NC_020838_NC_020838_13	NC_020838	NC_020838	13	16018	18963	-1	E				0
NC_020838_NC_020838_14	NC_020838	NC_020838	14	18960	19574	-1	D			Tail tubular protein [PF17212.6]	0
NC_020838_NC_020838_15	NC_020838	NC_020838	15	19634	20779	-1	D			Phage capsid protein [PF19821.2]; P22 coat protein - gene protein 5 [PF11651.11]	0
NC_020838_NC_020838_16	NC_020838	NC_020838	16	20955	21194	-1	E				0
NC_020838_NC_020838_17	NC_020838	NC_020838	17	21422	22393	-1	C	K02703	photosystem II P680 reaction center D1 protein [EC:1.10.3.9]	Photosynthetic reaction centre protein [PF00124.22]	0
NC_020838_NC_020838_18	NC_020838	NC_020838	18	22548	23060	-1	E				0
NC_020838_NC_020838_19	NC_020838	NC_020838	19	23061	23363	-1	D			Domain of unknown function (DUF6321) [PF19846.2]	0
NC_020838_NC_020838_20	NC_020838	NC_020838	20	23363	23560	-1	E				0
NC_020838_NC_020838_21	NC_020838	NC_020838	21	23560	24348	-1	D			Phage T7 capsid assembly protein [PF05396.14]	0
NC_020838_NC_020838_22	NC_020838	NC_020838	22	24352	25920	-1	D			Bacteriophage head to tail connecting protein [PF12236.11]	0
NC_020838_NC_020838_23	NC_020838	NC_020838	23	25920	26255	-1	E				0
NC_020838_NC_020838_24	NC_020838	NC_020838	24	26418	27134	-1	E				0
NC_020838_NC_020838_25	NC_020838	NC_020838	25	27131	28495	-1	D			Ribonucleotide reductase, barrel domain [PF02867.18]	0
NC_020838_NC_020838_26	NC_020838	NC_020838	26	28495	28863	-1	E				0
NC_020838_NC_020838_27	NC_020838	NC_020838	27	29192	29608	-1	D			5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.19]; 5'-3' exonuclease, C-terminal SAM fold [PF01367.23]	0
NC_020838_NC_020838_28	NC_020838	NC_020838	28	29644	29922	-1	E				0
NC_020838_NC_020838_29	NC_020838	NC_020838	29	29922	31196	-1	D			DNA polymerase family A [PF00476.23]	0
NC_020838_NC_020838_30	NC_020838	NC_020838	30	31157	31672	-1	E				0
NC_020838_NC_020838_31	NC_020838	NC_020838	31	31877	33106	-1	D			DnaB-like helicase C terminal domain [PF03796.18]; Toprim-like [PF13155.9]; AAA domain [PF13481.9]; Toprim domain [PF13662.9]	0
NC_020838_NC_020838_32	NC_020838	NC_020838	32	33159	33425	-1	E				0
NC_020838_NC_020838_33	NC_020838	NC_020838	33	33422	33577	-1	E				0
NC_020838_NC_020838_34	NC_020838	NC_020838	34	33603	33983	-1	C	K21525	Escherichia phage endonuclease I [EC:3.1.21.2]	Phage endonuclease I [PF05367.14]	0
NC_020838_NC_020838_35	NC_020838	NC_020838	35	33983	34165	-1	E				0
NC_020838_NC_020838_36	NC_020838	NC_020838	36	34165	34731	-1	E				0
NC_020838_NC_020838_37	NC_020838	NC_020838	37	34731	37070	-1	D			DNA-dependent RNA polymerase [PF00940.22]; DNA-directed RNA polymerase N-terminal [PF14700.9]	0
NC_020838_NC_020838_38	NC_020838	NC_020838	38	37198	37518	-1	E				0
NC_020838_NC_020838_39	NC_020838	NC_020838	39	37638	37856	-1	E				0
NC_020838_NC_020838_40	NC_020838	NC_020838	40	37961	38116	-1	E				0
NC_020838_NC_020838_41	NC_020838	NC_020838	41	38113	38247	-1	E				0
NC_020838_NC_020838_42	NC_020838	NC_020838	42	38244	38429	-1	E				0
NC_020838_NC_020838_43	NC_020838	NC_020838	43	38595	38843	-1	E				0
NC_020838_NC_020838_44	NC_020838	NC_020838	44	38946	39245	-1	E				0
NC_020838_NC_020838_45	NC_020838	NC_020838	45	39339	39674	-1	E				0
NC_020838_NC_020838_46	NC_020838	NC_020838	46	40199	40348	-1	E				0
NC_020838_NC_020838_47	NC_020838	NC_020838	47	40348	41094	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	Thymidylate synthase complementing protein [PF02511.18]	0
NC_020838_NC_020838_48	NC_020838	NC_020838	48	41129	42859	-1	D			Terminase RNaseH-like domain [PF17289.5]	0
NC_020838_NC_020838_49	NC_020838	NC_020838	49	42863	43678	-1	E				0
NC_020838_NC_020838_50	NC_020838	NC_020838	50	43678	44007	-1	D			HNH endonuclease [PF14279.9]; HNH endonuclease [PF13395.9]; HNH endonuclease [PF01844.26]	0
NC_020838_NC_020838_51	NC_020838	NC_020838	51	44004	44261	-1	E				0
NC_020838_NC_020838_52	NC_020838	NC_020838	52	44248	44490	-1	E				0
NC_020838_NC_020838_53	NC_020838	NC_020838	53	44471	44773	-1	E				0
NC_020838_NC_020838_54	NC_020838	NC_020838	54	44929	45279	-1	E				0
NC_020838_NC_020838_55	NC_020838	NC_020838	55	45463	45726	-1	E				0
