	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001524.1_1	QGNH01001524.1	QGNH01001524.1	1	1	468	1	E															0	False	F
QGNH01001524.1_2	QGNH01001524.1	QGNH01001524.1	2	665	1753	1	D							O-Antigen ligase [PF04932.18]								0	False	F
QGNH01001524.1_3	QGNH01001524.1	QGNH01001524.1	3	1726	2604	1	E															0	False	F
QGNH01001524.1_4	QGNH01001524.1	QGNH01001524.1	4	2604	6509	1	D	YP_007517711.1	YP_007517711.1 tail protein [Pelagibacter phage HTVC010P]	False	0.256	206.0	8.88e-52	Immunoglobulin I-set domain [PF07679.19]; Immunoglobulin domain [PF13927.9]	CBM12	CBM12 Modules of approx. 40-60 residues. The majority of these modules is found among chitinases where the function is chitin-binding. Distantly related to the CBM5 family.	3.2.1.14,3.2.1.-	CBM12.hmm	VOG02557	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001524.1_5	QGNH01001524.1	QGNH01001524.1	5	6520	7719	1	E	YP_007517711.1	YP_007517711.1 tail protein [Pelagibacter phage HTVC010P]	False	0.315	78.0	5.15e-14									0	False	
QGNH01001524.1_6	QGNH01001524.1	QGNH01001524.1	6	7720	8250	1	E															0	False	
QGNH01001524.1_7	QGNH01001524.1	QGNH01001524.1	7	8260	9744	1	E															0	False	
QGNH01001524.1_8	QGNH01001524.1	QGNH01001524.1	8	9734	15496	1	E															0	False	F
QGNH01001524.1_9	QGNH01001524.1	QGNH01001524.1	9	15468	15632	1	E															0	False	F
QGNH01001524.1_10	QGNH01001524.1	QGNH01001524.1	10	15739	16137	1	E															0	False	F
QGNH01001524.1_11	QGNH01001524.1	QGNH01001524.1	11	16176	17471	1	E															0	False	F
QGNH01001524.1_12	QGNH01001524.1	QGNH01001524.1	12	17485	17691	1	E															0	False	F
QGNH01001524.1_13	QGNH01001524.1	QGNH01001524.1	13	17731	18012	1	E															0	False	F
QGNH01001524.1_14	QGNH01001524.1	QGNH01001524.1	14	18051	18476	1	E															0	False	F
QGNH01001524.1_15	QGNH01001524.1	QGNH01001524.1	15	18487	18744	1	E															0	False	F
