target	query	e-value	score	length	start	end
NZ_CP030762.1_60919_61305_-	phrog_1013	9.3e-14	48.2	128	15	108
NZ_CP030760.1_3956884_3957294_+	phrog_16647	8.2e-16	54.5	136	8	57
NZ_CP030762.1_64212_64622_+	phrog_16647	8.2e-16	54.5	136	8	57
NZ_CP030762.1_41470_41820_-	phrog_16647	3e-15	53.1	116	17	64
NZ_CP030760.1_4457719_4458213_+	phrog_2071	1.3e-15	55.5	164	1	124
NZ_CP030762.1_58983_60500_-	phrog_688	2.9e-149	495.2	505	7	475
NZ_CP030762.1_65012_66631_+	phrog_688	6.7e-143	474.2	539	26	509
NZ_CP030760.1_3957684_3959462_+	phrog_688	1.4e-142	473.0	592	26	507
NZ_CP030762.1_39318_41054_-	phrog_688	7.6e-127	421.2	578	8	493
NZ_CP030762.1_231652_232710_-	phrog_688	3.1e-100	333.5	348	1	341
NZ_CP030760.1_3297000_3300050_+	phrog_107	2.4e-43	145.5	1016	17	265
NZ_CP030760.1_3297000_3300050_+	phrog_17	1.4e-132	440.6	1016	382	1015
NZ_CP030760.1_3824704_3825450_+	phrog_3282	1.7e-17	61.5	248	118	247
NZ_CP030761.1_215797_218544_-	phrog_3282	1.8e-12	44.2	915	847	906
NZ_CP030761.1_701490_701945_-	phrog_10313	4.4e-23	79.1	151	20	135
NZ_CP030761.1_1118059_1118514_-	phrog_10313	2.6e-21	73.4	151	20	142
NZ_CP030760.1_3995764_3996294_-	phrog_10313	7.3e-18	62.1	176	23	147
NZ_CP030761.1_703619_704074_+	phrog_10313	3e-16	56.8	151	12	129
NZ_CP030760.1_4713463_4713879_-	phrog_1198	8e-23	78.8	138	4	124
NZ_CP030762.1_233984_234466_-	phrog_270	5.3e-11	40.2	160	59	140
NZ_CP030760.1_3973363_3973629_+	phrog_10408	4.1e-19	64.9	88	1	40
NZ_CP030762.1_311431_311901_+	phrog_151	1.8e-16	57.8	156	53	137
NZ_CP030760.1_3286735_3287001_+	phrog_151	3.6e-17	60.1	88	1	83
NZ_CP030761.1_657842_658108_-	phrog_151	3.6e-17	60.1	88	1	83
NZ_CP030760.1_4365746_4366012_+	phrog_151	3.7e-13	47.0	88	2	82
NZ_CP030760.1_3740215_3740493_-	phrog_151	1.1e-09	35.7	92	1	85
NZ_CP030760.1_4638324_4639862_+	phrog_1012	5.7e-41	136.8	512	199	450
NZ_CP030760.1_3350462_3351961_+	phrog_1012	1.4e-24	83.6	499	167	451
NZ_CP030762.1_143256_144245_-	phrog_3757	1.1e-89	298.7	329	15	322
NZ_CP030762.1_126611_127315_-	phrog_1550	8.4e-67	223.0	234	3	230
NZ_CP030762.1_249010_251136_+	phrog_7783	1.5e-83	278.7	708	15	648
NZ_CP030762.1_242652_243695_+	phrog_4715	1.1e-19	68.3	347	97	194
NZ_CP030761.1_283947_284951_-	phrog_3264	6.6e-19	66.0	334	63	183
NZ_CP030762.1_206829_207851_+	phrog_4715	1.3e-20	71.7	340	93	240
NZ_CP030762.1_47261_47965_+	phrog_14342	1.8e-26	89.4	234	15	187
NZ_CP030762.1_272133_273308_+	phrog_14342	1.6e-25	87.8	391	64	197
NZ_CP030760.1_4688092_4690167_-	phrog_669	1e-15	54.1	691	524	682
NZ_CP030762.1_267793_268944_+	phrog_2013	1.9e-18	63.5	383	211	306
NZ_CP030761.1_117207_117485_+	phrog_10531	4.4e-12	43.5	92	8	85
NZ_CP030762.1_327980_328189_-	phrog_10089	1.1e-17	59.4	69	7	61
NZ_CP030760.1_4144088_4144495_-	phrog_4716	4.7e-35	118.1	122	3	122
NZ_CP030761.1_1067983_1068903_+	phrog_2262	1.8e-74	248.1	306	21	297
NZ_CP030760.1_4816575_4817051_+	phrog_36879	1.1e-12	45.4	158	1	102
NZ_CP030760.1_3315643_3316380_+	phrog_10724	4.7e-37	125.1	245	14	243
NZ_CP030761.1_817631_818362_+	phrog_10724	5.2e-32	108.5	243	8	218
NZ_CP030762.1_182365_183129_+	phrog_10724	3.7e-31	105.7	254	20	246
NZ_CP030761.1_375420_376187_-	phrog_10724	1.4e-21	74.3	212	2	193
NZ_CP030761.1_1161715_1162473_-	phrog_9285	3.1e-19	67.1	252	7	82
NZ_CP030760.1_3473567_3474244_-	phrog_38247	2.8e-17	60.1	225	17	216
NZ_CP030761.1_494910_495692_+	phrog_9285	5.8e-18	63.0	260	30	105
NZ_CP030760.1_4580772_4582439_+	phrog_9285	2.4e-22	77.1	555	85	377
NZ_CP030761.1_177510_178238_+	phrog_10724	3.2e-13	46.9	242	27	102
NZ_CP030761.1_1163147_1163851_-	phrog_38247	5.1e-19	60.7	234	7	227
NZ_CP030761.1_1103451_1104206_-	phrog_9285	1.4e-14	51.3	251	12	79
NZ_CP030761.1_524411_525142_+	phrog_9285	3.6e-20	69.9	243	10	134
NZ_CP030761.1_342579_343292_+	phrog_9285	9.5e-15	52.4	237	20	96
NZ_CP030761.1_12647_13390_-	phrog_38247	1.9e-18	59.8	242	14	228
NZ_CP030762.1_145117_145797_+	phrog_38247	5.9e-31	105.0	226	10	213
NZ_CP030761.1_85356_86006_-	phrog_38247	3.2e-23	79.7	216	12	199
NZ_CP030760.1_4042240_4043124_-	phrog_38247	5e-19	59.4	294	84	288
NZ_CP030760.1_4042240_4043124_-	phrog_10724	2.2e-09	25.4	294	20	61
NZ_CP030761.1_235514_236263_-	phrog_38247	6.5e-26	88.5	249	13	206
NZ_CP030761.1_138212_138970_-	phrog_38247	8.4e-23	78.2	252	31	233
NZ_CP030761.1_577818_578528_+	phrog_38247	2.8e-19	66.7	236	27	223
NZ_CP030761.1_106679_108004_-	phrog_5879	7.7e-14	48.6	441	127	436
NZ_CP030761.1_106679_108004_-	phrog_9285	6.7e-09	31.5	441	27	87
NZ_CP030760.1_3639044_3639985_+	phrog_10724	5.1e-07	26.1	313	33	83
NZ_CP030760.1_3639044_3639985_+	phrog_38247	8e-17	47.5	313	93	301
NZ_CP030760.1_3269507_3270361_-	phrog_10727	7.5e-36	121.0	284	4	277
NZ_CP030761.1_704165_704338_-	phrog_10779	4.2e-09	33.9	57	5	55
NZ_CP030762.1_253632_258023_+	phrog_9133	4.9e-21	72.5	1463	86	322
NZ_CP030761.1_71701_72450_-	phrog_10776	3.5e-62	208.3	249	9	246
NZ_CP030761.1_414356_415183_-	phrog_10776	8.4e-40	134.3	275	16	265
NZ_CP030760.1_3683066_3683941_+	phrog_10776	1.2e-37	127.1	291	23	287
NZ_CP030761.1_239586_240425_-	phrog_10776	1.7e-33	113.6	279	11	266
NZ_CP030761.1_234725_235510_-	phrog_10776	4.3e-33	112.2	261	7	255
NZ_CP030761.1_141235_142170_-	phrog_10776	1.9e-31	106.7	311	12	290
NZ_CP030761.1_109082_110014_+	phrog_10776	1.5e-20	70.7	310	18	290
NZ_CP030760.1_4183492_4184325_+	phrog_10776	2e-18	63.9	277	29	274
NZ_CP030761.1_300653_301579_-	phrog_10776	1.3e-11	27.1	308	26	135
NZ_CP030760.1_3906058_3909861_-	phrog_10912	3.9e-86	286.8	1267	890	1266
NZ_CP030760.1_4606303_4608612_-	phrog_857	6.8e-62	205.3	769	490	767
NZ_CP030761.1_1197987_1199951_-	phrog_10912	1.2e-58	195.0	650	191	631
NZ_CP030760.1_3660430_3661893_+	phrog_857	4.7e-60	200.4	487	258	487
NZ_CP030760.1_4536473_4538053_+	phrog_20458	9e-60	200.1	526	231	478
NZ_CP030761.1_500539_501939_-	phrog_857	1.4e-63	212.9	458	144	457
NZ_CP030760.1_3534277_3536559_-	phrog_20458	1.7e-85	284.9	760	230	748
NZ_CP030760.1_3718840_3722364_-	phrog_857	4e-49	164.5	1174	760	1026
NZ_CP030760.1_3718840_3722364_-	phrog_731	4.3e-07	26.2	1174	1051	1140
NZ_CP030761.1_428666_434965_-	phrog_20458	4.7e-130	278.7	2099	1349	1824
NZ_CP030761.1_428666_434965_-	phrog_5982	7.5e-66	60.6	2099	1830	1955
NZ_CP030761.1_428666_434965_-	phrog_20458	4.7e-130	108.8	2099	1975	2094
NZ_CP030760.1_4277516_4278916_-	phrog_857	1.4e-62	209.3	465	28	459
NZ_CP030760.1_4601337_4602746_+	phrog_857	2.7e-67	224.7	469	16	449
NZ_CP030760.1_3801181_3803319_-	phrog_10912	3.3e-38	127.3	712	320	701
NZ_CP030760.1_3799169_3800764_-	phrog_857	4.3e-48	161.5	531	129	357
NZ_CP030760.1_3799169_3800764_-	phrog_8810	2.7e-18	25.8	531	388	513
NZ_CP030760.1_3805547_3806263_-	phrog_857	5e-37	125.2	238	16	237
NZ_CP030761.1_738856_740781_-	phrog_10912	1.1e-33	112.5	641	126	499
NZ_CP030761.1_738856_740781_-	phrog_5982	1.9e-29	99.3	641	516	640
NZ_CP030761.1_1036201_1038765_-	phrog_10912	1.8e-32	109.4	824	439	672
NZ_CP030761.1_326195_329833_+	phrog_857	2.1e-32	109.2	1212	985	1208
NZ_CP030760.1_4128503_4129642_-	phrog_857	2.8e-49	165.6	370	145	369
NZ_CP030761.1_426997_428655_-	phrog_857	5.1e-31	104.1	552	105	414
NZ_CP030761.1_426997_428655_-	phrog_5982	5.5e-51	95.3	552	428	551
NZ_CP030761.1_315186_316385_+	phrog_10912	3.2e-30	102.7	399	51	395
NZ_CP030761.1_1024219_1026123_+	phrog_857	2.9e-31	104.5	634	246	480
NZ_CP030760.1_3579353_3580873_+	phrog_857	1.4e-35	120.5	506	170	490
NZ_CP030760.1_4831521_4833167_+	phrog_10912	1.1e-26	89.9	548	155	398
NZ_CP030760.1_4831521_4833167_+	phrog_5982	1.2e-31	106.2	548	419	542
NZ_CP030761.1_1191210_1191992_-	phrog_10912	4.7e-21	72.6	260	83	257
NZ_CP030760.1_4591322_4592725_+	phrog_857	2e-42	142.0	467	5	460
NZ_CP030761.1_721786_723057_+	phrog_857	4.2e-39	129.7	423	27	417
NZ_CP030760.1_4345222_4346274_-	phrog_10912	2.1e-18	63.1	350	87	335
NZ_CP030760.1_3571193_3572269_-	phrog_10912	2.9e-18	59.4	358	26	310
NZ_CP030761.1_775243_776076_-	phrog_6929	6.4e-19	65.8	277	133	275
NZ_CP030761.1_775243_776076_-	phrog_10912	3.3e-16	56.1	277	33	104
NZ_CP030760.1_3816297_3818588_+	phrog_22644	6.3e-142	405.6	763	359	753
NZ_CP030760.1_3816297_3818588_+	phrog_22644	6.3e-142	66.3	763	1	131
NZ_CP030761.1_133263_134798_-	phrog_10912	4.9e-13	40.1	511	321	505
NZ_CP030761.1_699281_700306_+	phrog_10912	1.3e-09	30.6	341	16	176
NZ_CP030760.1_4451957_4453231_-	phrog_10948	1.2e-52	176.3	424	7	419
NZ_CP030760.1_3511342_3512304_-	phrog_10948	7.7e-34	38.9	320	10	83
NZ_CP030760.1_3511342_3512304_-	phrog_10948	7.7e-34	74.6	320	143	287
NZ_CP030761.1_22762_24492_-	phrog_293	7.8e-109	231.8	504	230	478
NZ_CP030761.1_22762_24492_-	phrog_293	7.8e-109	127.6	504	11	198
NZ_CP030761.1_605829_606935_-	phrog_293	5.8e-77	256.2	368	37	283
NZ_CP030761.1_498707_499570_+	phrog_293	1.6e-68	228.5	287	15	254
NZ_CP030760.1_3776284_3777300_-	phrog_11145	3.1e-74	247.4	338	2	333
NZ_CP030761.1_493762_494769_+	phrog_11145	4.3e-59	197.6	335	2	305
NZ_CP030761.1_415366_416436_+	phrog_11145	8.5e-56	186.1	356	10	352
NZ_CP030761.1_211658_212716_+	phrog_11145	1.4e-50	169.6	352	7	318
NZ_CP030760.1_4374213_4375238_+	phrog_11145	2.5e-50	168.7	341	13	340
NZ_CP030761.1_553943_554941_-	phrog_11145	3.9e-46	154.8	332	8	311
NZ_CP030761.1_271885_272919_-	phrog_11145	1.6e-42	143.0	344	8	343
NZ_CP030761.1_470662_471741_+	phrog_11145	3.7e-42	141.3	359	17	354
NZ_CP030760.1_3870711_3871736_-	phrog_11145	6.2e-42	141.2	341	2	336
NZ_CP030761.1_131961_132971_-	phrog_11145	6.4e-42	141.0	336	2	331
NZ_CP030761.1_1167685_1168626_+	phrog_11145	4.5e-26	88.8	313	23	303
NZ_CP030761.1_825931_826860_+	phrog_11145	9.6e-22	74.6	309	17	302
NZ_CP030761.1_487900_488829_-	phrog_11145	1.9e-21	73.6	309	11	301
NZ_CP030761.1_940953_941876_-	phrog_11145	3.5e-21	72.9	307	59	306
NZ_CP030761.1_197741_198688_+	phrog_11145	7.2e-19	65.2	315	48	305
NZ_CP030761.1_944722_945756_+	phrog_11145	8.7e-13	44.4	344	2	320
NZ_CP030761.1_357516_358610_-	phrog_11145	1.2e-10	38.1	364	68	343
NZ_CP030760.1_3634421_3635410_-	phrog_11145	1.3e-08	31.3	329	116	315
NZ_CP030760.1_3280192_3281319_-	phrog_14336	3.5e-120	398.9	375	1	355
NZ_CP030760.1_4142236_4143510_-	phrog_14336	5.7e-51	169.2	424	30	420
NZ_CP030762.1_140494_140826_+	phrog_405	1.6e-17	60.1	110	2	88
NZ_CP030760.1_4491104_4491937_+	phrog_11189	1.7e-49	165.9	277	25	268
NZ_CP030761.1_1196308_1196721_-	phrog_11195	2.9e-32	108.1	137	28	130
NZ_CP030761.1_813696_814073_+	phrog_11195	4e-28	94.6	125	24	117
NZ_CP030761.1_934163_934573_+	phrog_11195	1.7e-25	86.0	136	11	110
NZ_CP030760.1_4197600_4198292_+	phrog_11195	9.9e-18	60.6	230	9	104
NZ_CP030761.1_118292_119938_+	phrog_11199	1.1e-188	625.9	548	1	541
NZ_CP030761.1_525294_526979_-	phrog_11199	4.6e-105	349.7	561	7	544
NZ_CP030761.1_446251_447879_+	phrog_11199	2.9e-98	327.2	542	11	531
NZ_CP030762.1_84260_85369_+	phrog_11199	1.4e-91	305.1	369	4	351
NZ_CP030762.1_334423_335529_-	phrog_11199	1.3e-88	295.4	358	1	340
NZ_CP030761.1_660836_662545_-	phrog_11199	3e-87	290.9	569	41	554
NZ_CP030760.1_4677381_4679231_-	phrog_11199	6.1e-70	233.6	616	34	574
NZ_CP030762.1_335529_336071_-	phrog_11199	3e-60	202.0	180	3	176
NZ_CP030762.1_83691_84263_+	phrog_11199	3.9e-55	185.0	190	17	186
NZ_CP030761.1_1155418_1157073_+	phrog_11199	3.9e-38	127.9	551	9	537
NZ_CP030760.1_3765333_3766547_+	phrog_1123	1.3e-06	25.4	404	20	87
NZ_CP030761.1_989134_990159_+	phrog_11275	6.9e-60	200.2	341	90	320
NZ_CP030761.1_37914_38855_+	phrog_11275	1.2e-54	183.0	313	20	306
NZ_CP030761.1_602042_603055_-	phrog_11275	1.4e-32	110.5	337	91	332
NZ_CP030761.1_496391_497212_+	phrog_11275	8.1e-24	81.6	273	96	257
NZ_CP030760.1_3427131_3428012_+	phrog_11275	1.5e-21	74.3	293	9	112
NZ_CP030761.1_148857_149723_-	phrog_7620	2.9e-19	66.7	288	179	281
NZ_CP030760.1_4538982_4540019_-	phrog_1450	5.9e-21	72.1	332	185	300
NZ_CP030760.1_4737558_4738415_+	phrog_7620	1.2e-17	61.6	285	189	283
NZ_CP030761.1_841651_842532_+	phrog_1450	1.8e-22	77.5	293	56	291
NZ_CP030760.1_4313990_4314889_-	phrog_1450	3.7e-30	102.6	299	44	288
NZ_CP030760.1_4340089_4340976_+	phrog_1450	1e-17	61.9	295	42	280
NZ_CP030761.1_1140713_1141732_-	phrog_11275	7.5e-15	52.2	339	223	335
NZ_CP030761.1_43052_43528_-	phrog_1450	3.2e-22	76.8	158	7	129
NZ_CP030761.1_471819_472907_-	phrog_7620	2.8e-12	43.9	362	254	359
NZ_CP030760.1_3424567_3425421_+	phrog_1450	5.9e-25	85.5	284	161	259
NZ_CP030760.1_4318062_4318979_-	phrog_1450	9.8e-25	84.1	305	138	286
NZ_CP030760.1_3532271_3533260_+	phrog_11275	9.5e-11	38.6	329	224	326
NZ_CP030760.1_4674194_4675087_-	phrog_1450	3.8e-17	60.1	297	61	290
NZ_CP030761.1_627685_628683_+	phrog_7620	4.2e-12	43.1	332	223	329
NZ_CP030760.1_4356170_4357237_+	phrog_7620	3.4e-12	43.4	355	208	295
NZ_CP030761.1_643389_644288_-	phrog_7620	1.8e-12	44.6	299	169	284
NZ_CP030762.1_93192_94193_+	phrog_4646	2.1e-78	261.2	333	1	330
NZ_CP030760.1_4372131_4373702_-	phrog_11383	1.8e-105	45.5	523	425	518
NZ_CP030760.1_4372131_4373702_-	phrog_11383	1.8e-105	305.5	523	39	402
NZ_CP030760.1_4598923_4600518_+	phrog_11383	2.6e-87	278.2	531	146	417
NZ_CP030760.1_4579743_4580696_-	phrog_11383	4.2e-28	94.3	317	24	304
NZ_CP030762.1_296263_297273_-	phrog_4646	3.4e-80	267.3	336	1	329
NZ_CP030762.1_94311_95321_+	phrog_4646	9.9e-79	262.4	336	1	329
NZ_CP030760.1_3640780_3642777_+	phrog_2392	1.8e-43	144.3	665	224	605
NZ_CP030760.1_3460242_3461204_-	phrog_11528	1e-99	330.9	320	10	316
NZ_CP030760.1_4739511_4741013_-	phrog_19	2.7e-110	366.6	500	3	491
NZ_CP030760.1_4444594_4444923_-	phrog_2339	8.3e-11	39.1	88	3	78
NZ_CP030762.1_138812_140311_-	phrog_1157	3.4e-99	330.1	496	1	494
NZ_CP030762.1_328420_329118_+	phrog_1157	9.1e-22	74.8	232	29	222
NZ_CP030761.1_1099961_1101295_-	phrog_5749	5.6e-20	64.3	417	46	153
NZ_CP030761.1_1099961_1101295_-	phrog_1157	7.5e-10	35.3	417	193	295
NZ_CP030760.1_4830352_4830891_+	phrog_11671	3.1e-18	63.0	179	12	80
NZ_CP030762.1_34762_35295_+	phrog_11671	1.1e-13	47.3	177	1	74
NZ_CP030760.1_3541761_3542843_-	phrog_53	9.6e-43	144.2	360	104	291
NZ_CP030760.1_4112245_4113495_-	phrog_11787	4.9e-45	96.6	380	208	380
NZ_CP030760.1_4112245_4113495_-	phrog_11787	4.9e-45	53.3	380	6	137
NZ_CP030760.1_3537972_3539057_-	phrog_26699	2.2e-13	47.0	361	178	270
NZ_CP030760.1_4705309_4707219_-	phrog_11823	1.8e-166	552.6	636	68	619
NZ_CP030760.1_3293595_3295979_+	phrog_11823	4.7e-156	518.1	794	306	760
NZ_CP030760.1_4424243_4426540_+	phrog_11823	6.9e-153	507.7	765	325	763
NZ_CP030760.1_4199377_4202289_-	phrog_11823	7e-140	464.6	965	438	957
NZ_CP030760.1_3599914_3601461_-	phrog_11823	1.2e-136	454.0	515	75	503
NZ_CP030760.1_4050440_4051804_+	phrog_11823	5.4e-129	428.8	454	11	431
NZ_CP030760.1_4136870_4140049_-	phrog_11823	3e-121	403.0	1059	512	1048
NZ_CP030761.1_241010_243229_-	phrog_27950	6e-07	25.4	739	63	153
NZ_CP030761.1_241010_243229_-	phrog_11823	1.2e-108	361.5	739	199	717
NZ_CP030760.1_3725640_3727622_+	phrog_11823	1.7e-107	357.6	660	192	640
NZ_CP030761.1_594659_596656_+	phrog_11823	4.2e-95	316.8	665	240	663
NZ_CP030761.1_135167_136981_+	phrog_11823	1.8e-92	308.1	604	140	588
NZ_CP030760.1_4407978_4409801_+	phrog_5594	4e-16	55.9	607	411	524
NZ_CP030760.1_4407978_4409801_+	phrog_11823	2.8e-41	122.1	607	32	256
NZ_CP030761.1_631348_633276_-	phrog_5594	5.6e-51	169.8	642	440	638
NZ_CP030761.1_13569_14855_-	phrog_5594	9.4e-47	156.6	428	222	422
NZ_CP030760.1_3609543_3610799_+	phrog_5594	3.8e-44	147.9	418	246	415
NZ_CP030760.1_4769540_4770589_-	phrog_5594	3.2e-28	94.0	349	169	339
NZ_CP030761.1_976929_977666_-	phrog_5594	5.6e-34	114.7	245	67	243
NZ_CP030760.1_4195077_4195229_-	phrog_11823	4.9e-07	25.9	50	2	42
NZ_CP030760.1_3264411_3266801_-	phrog_5846	4.2e-72	240.5	796	192	483
NZ_CP030760.1_3276165_3276653_-	phrog_1249	5.9e-12	43.2	136	18	115
NZ_CP030760.1_4151596_4152087_-	phrog_1249	2.1e-15	54.2	163	4	139
NZ_CP030761.1_160765_161247_+	phrog_1185	1.2e-12	43.7	160	4	147
NZ_CP030760.1_3539245_3539835_-	phrog_1185	9.2e-08	29.3	196	49	116
NZ_CP030760.1_4784248_4784841_+	phrog_1185	5e-07	26.9	197	46	139
NZ_CP030761.1_1066806_1067861_-	phrog_5978	2.8e-52	175.3	351	39	338
NZ_CP030761.1_658567_659280_+	phrog_1740	9.3e-27	91.4	237	27	204
NZ_CP030761.1_1199948_1200610_-	phrog_731	1.9e-28	96.5	200	9	189
NZ_CP030762.1_130544_131173_-	phrog_11928	1.8e-07	27.7	209	112	159
NZ_CP030760.1_3431610_3433172_-	phrog_11956	4.2e-227	752.0	520	7	520
NZ_CP030761.1_638979_639464_+	phrog_11961	1e-10	39.0	161	44	159
NZ_CP030761.1_1006037_1006507_-	phrog_11961	1.6e-10	38.3	156	22	123
NZ_CP030760.1_3715399_3715842_-	phrog_11961	2.1e-10	35.5	147	44	127
NZ_CP030761.1_847385_847864_-	phrog_11961	3.7e-10	37.2	159	46	158
NZ_CP030761.1_399741_400193_+	phrog_11961	4.2e-10	36.9	150	18	137
NZ_CP030760.1_4437450_4437896_-	phrog_11961	3.3e-09	34.1	148	24	119
NZ_CP030760.1_4436110_4436598_-	phrog_11961	5.8e-09	33.3	162	31	118
NZ_CP030761.1_95681_96148_-	phrog_11961	1.7e-08	31.8	155	17	119
NZ_CP030761.1_866718_867197_+	phrog_11961	2e-08	31.5	159	48	153
NZ_CP030760.1_3416254_3416697_+	phrog_11961	3e-08	31.0	147	45	143
NZ_CP030760.1_4812793_4813308_+	phrog_11961	5.2e-08	30.1	171	34	161
NZ_CP030760.1_4598153_4598590_+	phrog_11961	2.1e-06	25.0	145	47	136
NZ_CP030760.1_3266927_3267886_+	phrog_1198	1.1e-11	42.2	319	185	289
NZ_CP030760.1_4448474_4448944_+	phrog_1198	5e-07	27.4	156	45	122
NZ_CP030760.1_4786821_4787894_-	phrog_1207	2.8e-100	332.9	357	9	327
NZ_CP030762.1_121688_122695_+	phrog_1211	3.4e-73	117.7	335	154	317
NZ_CP030762.1_121688_122695_+	phrog_1211	3.4e-73	119.3	335	2	149
NZ_CP030760.1_4338525_4338842_+	phrog_12188	2.2e-14	50.7	105	17	100
NZ_CP030761.1_442496_443536_+	phrog_12197	5.6e-83	276.0	346	16	343
NZ_CP030760.1_3669568_3670101_-	phrog_12262	2.9e-20	69.6	177	2	170
NZ_CP030760.1_3702097_3705876_-	phrog_8741	1.2e-39	133.8	1259	982	1142
NZ_CP030760.1_3702097_3705876_-	phrog_2649	2.1e-09	33.7	1259	1189	1249
NZ_CP030761.1_724916_727645_-	phrog_12316	4.4e-153	508.3	909	40	901
NZ_CP030762.1_103598_105883_+	phrog_12316	8.7e-92	101.0	761	564	738
NZ_CP030762.1_103598_105883_+	phrog_12316	8.7e-92	202.4	761	57	509
NZ_CP030761.1_747589_749874_+	phrog_12316	3e-91	97.1	761	563	738
NZ_CP030761.1_747589_749874_+	phrog_12316	3e-91	204.5	761	57	502
NZ_CP030761.1_718000_719868_-	phrog_12316	1.7e-82	112.2	589	404	587
NZ_CP030761.1_718000_719868_-	phrog_12316	1.7e-82	167.2	589	67	359
NZ_CP030760.1_3649698_3651965_-	phrog_12316	1.4e-79	151.1	735	108	490
NZ_CP030760.1_3649698_3651965_-	phrog_12316	1.4e-79	109.0	735	530	722
NZ_CP030760.1_3737062_3737538_+	phrog_12429	1.8e-18	64.4	158	14	132
NZ_CP030760.1_3404780_3405223_-	phrog_1249	5e-20	69.4	147	1	132
NZ_CP030760.1_4524440_4524955_+	phrog_1249	8.7e-20	68.6	171	5	147
NZ_CP030760.1_3540447_3540884_+	phrog_1249	1.8e-16	57.8	145	2	128
NZ_CP030760.1_3261017_3261472_+	phrog_1249	1.6e-15	54.7	151	1	144
NZ_CP030761.1_559773_560624_+	phrog_1249	8.9e-15	48.4	283	35	131
NZ_CP030760.1_4304976_4305428_-	phrog_1249	4.1e-14	50.2	150	12	143
NZ_CP030760.1_3426110_3426601_-	phrog_1249	2.6e-13	47.5	163	6	147
NZ_CP030760.1_4503419_4503913_-	phrog_1249	3.1e-13	47.2	164	17	152
NZ_CP030760.1_3387959_3388477_+	phrog_1249	4.2e-12	43.5	172	59	150
NZ_CP030760.1_4394236_4394646_+	phrog_1249	4.8e-12	43.4	136	1	129
NZ_CP030760.1_4525930_4526358_-	phrog_1249	2.3e-11	41.2	142	9	114
NZ_CP030760.1_3516936_3517430_-	phrog_3810	2.7e-11	40.9	164	68	141
NZ_CP030760.1_4818817_4819332_-	phrog_1249	5e-11	40.0	171	11	162
NZ_CP030761.1_1178158_1178667_+	phrog_1249	1.7e-10	38.3	169	1	137
