locus_tag	ftype	length_bp	gene	EC_number	COG	product
HJFIAGLB_00001	rRNA	1502				16S ribosomal RNA
HJFIAGLB_00002	rRNA	2823				23S ribosomal RNA
HJFIAGLB_00003	CDS	552				hypothetical protein
HJFIAGLB_00004	CDS	396				hypothetical protein
HJFIAGLB_00005	CDS	1446	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
HJFIAGLB_00006	CDS	1107	resA_1			Thiol-disulfide oxidoreductase ResA
HJFIAGLB_00007	CDS	801	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
HJFIAGLB_00008	CDS	1824	mutL			DNA mismatch repair protein MutL
HJFIAGLB_00009	CDS	387	rplL		COG0222	50S ribosomal protein L7/L12
HJFIAGLB_00010	CDS	534	rplJ			50S ribosomal protein L10
HJFIAGLB_00011	CDS	699	rplA			50S ribosomal protein L1
HJFIAGLB_00012	CDS	438	rplK		COG0080	50S ribosomal protein L11
HJFIAGLB_00013	CDS	597	nusG		COG0250	Transcription termination/antitermination protein NusG
HJFIAGLB_00014	CDS	192				hypothetical protein
HJFIAGLB_00015	tRNA	72				tRNA-Trp(cca)
HJFIAGLB_00016	CDS	741				hypothetical protein
HJFIAGLB_00017	CDS	1188	tuf		COG0050	Elongation factor Tu
HJFIAGLB_00018	tRNA	73				tRNA-Thr(ggt)
HJFIAGLB_00019	tRNA	74				tRNA-Gly(tcc)
HJFIAGLB_00020	tRNA	84				tRNA-Tyr(gta)
HJFIAGLB_00021	CDS	1176				hypothetical protein
HJFIAGLB_00022	CDS	705				hypothetical protein
HJFIAGLB_00023	CDS	549	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
HJFIAGLB_00024	CDS	882	racE	5.1.1.3	COG0796	Glutamate racemase 1
HJFIAGLB_00025	CDS	291				hypothetical protein
HJFIAGLB_00026	CDS	534				hypothetical protein
HJFIAGLB_00027	CDS	717				hypothetical protein
HJFIAGLB_00028	CDS	315				hypothetical protein
HJFIAGLB_00029	CDS	768	ctaE_1	1.9.3.1		Cytochrome c oxidase subunit 3
HJFIAGLB_00030	CDS	579	ctaE_2	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
HJFIAGLB_00031	CDS	849	cyoE_1	2.5.1.141		Protoheme IX farnesyltransferase
HJFIAGLB_00032	CDS	894	ctaA	1.3.-.-		Heme A synthase
HJFIAGLB_00033	CDS	1893	coxN	1.9.3.1	COG0843	Alternative cytochrome c oxidase subunit 1
HJFIAGLB_00034	CDS	1095				hypothetical protein
HJFIAGLB_00035	CDS	1362				hypothetical protein
HJFIAGLB_00036	CDS	609				hypothetical protein
HJFIAGLB_00037	CDS	519				hypothetical protein
HJFIAGLB_00038	CDS	1401				hypothetical protein
HJFIAGLB_00039	CDS	3048				hypothetical protein
HJFIAGLB_00040	CDS	1209				hypothetical protein
HJFIAGLB_00041	tRNA	72				tRNA-Cys(gca)
HJFIAGLB_00042	CDS	1227	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HJFIAGLB_00043	CDS	795	yeeZ		COG0451	Protein YeeZ
HJFIAGLB_00044	CDS	1197	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
HJFIAGLB_00045	CDS	516				hypothetical protein
HJFIAGLB_00046	CDS	741				hypothetical protein
HJFIAGLB_00047	CDS	459				hypothetical protein
HJFIAGLB_00048	CDS	1071	prfA		COG0216	Peptide chain release factor RF1
HJFIAGLB_00049	CDS	1032	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
HJFIAGLB_00050	CDS	1356	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
HJFIAGLB_00051	CDS	384				hypothetical protein
HJFIAGLB_00052	CDS	1410	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
