	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334493_MZ334493.1_1	MZ334493	MZ334493.1	1	2	238	1	E											0
MZ334493_MZ334493.1_2	MZ334493	MZ334493.1	2	388	939	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334493_MZ334493.1_3	MZ334493	MZ334493.1	3	1299	2075	1	E											0
MZ334493_MZ334493.1_4	MZ334493	MZ334493.1	4	2068	2331	1	E											0
MZ334493_MZ334493.1_5	MZ334493	MZ334493.1	5	2442	2549	1	E											0
MZ334493_MZ334493.1_6	MZ334493	MZ334493.1	6	2552	2746	1	E											0
MZ334493_MZ334493.1_7	MZ334493	MZ334493.1	7	2783	2989	1	E											0
MZ334493_MZ334493.1_8	MZ334493	MZ334493.1	8	3082	4779	1	E											0
MZ334493_MZ334493.1_9	MZ334493	MZ334493.1	9	4794	6233	1	E											0
MZ334493_MZ334493.1_10	MZ334493	MZ334493.1	10	6233	6523	1	E											0
MZ334493_MZ334493.1_11	MZ334493	MZ334493.1	11	6520	7281	1	E											0
MZ334493_MZ334493.1_12	MZ334493	MZ334493.1	12	7288	7719	1	E											0
MZ334493_MZ334493.1_13	MZ334493	MZ334493.1	13	7743	8258	1	E											0
MZ334493_MZ334493.1_14	MZ334493	MZ334493.1	14	8300	9256	1	E											0
MZ334493_MZ334493.1_15	MZ334493	MZ334493.1	15	9301	9741	1	E											0
MZ334493_MZ334493.1_16	MZ334493	MZ334493.1	16	9741	10085	1	E											0
MZ334493_MZ334493.1_17	MZ334493	MZ334493.1	17	10088	13201	1	E											0
MZ334493_MZ334493.1_18	MZ334493	MZ334493.1	18	13203	13424	1	E											0
MZ334493_MZ334493.1_19	MZ334493	MZ334493.1	19	13461	13970	1	E											0
MZ334493_MZ334493.1_20	MZ334493	MZ334493.1	20	13980	15272	1	E											0
MZ334493_MZ334493.1_21	MZ334493	MZ334493.1	21	15301	15846	1	E											0
MZ334493_MZ334493.1_22	MZ334493	MZ334493.1	22	15901	16371	1	E											0
MZ334493_MZ334493.1_23	MZ334493	MZ334493.1	23	16448	16684	1	E											0
MZ334493_MZ334493.1_24	MZ334493	MZ334493.1	24	16687	18507	1	E											0
MZ334493_MZ334493.1_25	MZ334493	MZ334493.1	25	18508	19071	1	E											0
MZ334493_MZ334493.1_26	MZ334493	MZ334493.1	26	19068	20501	1	E											0
