	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001079.1_1	QGNH01001079.1	QGNH01001079.1	1	1	468	1	E	YP_009113150.1	YP_009113150.1 terminase [Salmonella phage LSPA1]	False	0.34	78.0	7.191e-16					0	False	F
QGNH01001079.1_2	QGNH01001079.1	QGNH01001079.1	2	470	2155	1	E											0	False	F
QGNH01001079.1_3	QGNH01001079.1	QGNH01001079.1	3	2175	2915	1	E											0	False	F
QGNH01001079.1_4	QGNH01001079.1	QGNH01001079.1	4	3066	4046	1	D	YP_009613548.1	YP_009613548.1 major head protein [Salmonella phage SE1 (in:Nonagvirus)]	False	0.207	65.0	4.79e-10	Major capsid protein 13-like [PF20036.2]	VOG08005	sp|A0A0H5AXT3|CAPSD_BPK21 Major capsid protein; Xs	Xs	0	False	VF
QGNH01001079.1_5	QGNH01001079.1	QGNH01001079.1	5	4064	4348	1	E											0	False	F
QGNH01001079.1_6	QGNH01001079.1	QGNH01001079.1	6	4517	5143	1	E											0	False	F
QGNH01001079.1_7	QGNH01001079.1	QGNH01001079.1	7	5140	6189	1	E											0	False	F
QGNH01001079.1_8	QGNH01001079.1	QGNH01001079.1	8	6186	6590	1	E											0	False	F
QGNH01001079.1_9	QGNH01001079.1	QGNH01001079.1	9	6590	7060	1	D							Phage virion morphogenesis family [PF05069.16]				0	False	F
QGNH01001079.1_10	QGNH01001079.1	QGNH01001079.1	10	7057	7878	1	E											0	False	F
QGNH01001079.1_11	QGNH01001079.1	QGNH01001079.1	11	7878	8228	1	E											0	False	F
QGNH01001079.1_12	QGNH01001079.1	QGNH01001079.1	12	8272	10461	1	E											0	False	F
