locus_tag	ftype	length_bp	gene	EC_number	COG	product
GANECIEF_00001	CDS	603				hypothetical protein
GANECIEF_00002	CDS	1665				hypothetical protein
GANECIEF_00003	CDS	126				hypothetical protein
GANECIEF_00004	CDS	306				hypothetical protein
GANECIEF_00005	CDS	186				hypothetical protein
GANECIEF_00006	CDS	279				hypothetical protein
GANECIEF_00007	CDS	1548				hypothetical protein
GANECIEF_00008	CDS	948				hypothetical protein
GANECIEF_00009	CDS	1887				hypothetical protein
GANECIEF_00010	CDS	966				hypothetical protein
GANECIEF_00011	CDS	444				hypothetical protein
GANECIEF_00012	CDS	597				hypothetical protein
GANECIEF_00013	CDS	381				hypothetical protein
GANECIEF_00014	CDS	282				hypothetical protein
GANECIEF_00015	CDS	438				hypothetical protein
GANECIEF_00016	CDS	597				hypothetical protein
GANECIEF_00017	CDS	1281				hypothetical protein
GANECIEF_00018	CDS	393				hypothetical protein
GANECIEF_00019	CDS	381				hypothetical protein
GANECIEF_00020	CDS	777				hypothetical protein
GANECIEF_00021	CDS	495				hypothetical protein
GANECIEF_00022	CDS	2223				hypothetical protein
GANECIEF_00023	CDS	555				hypothetical protein
GANECIEF_00024	CDS	345				hypothetical protein
GANECIEF_00025	CDS	843				hypothetical protein
GANECIEF_00026	CDS	561				hypothetical protein
GANECIEF_00027	CDS	357				hypothetical protein
GANECIEF_00028	CDS	1272				hypothetical protein
GANECIEF_00029	CDS	609				hypothetical protein
GANECIEF_00030	CDS	585				hypothetical protein
GANECIEF_00031	CDS	609				hypothetical protein
GANECIEF_00032	CDS	1371				hypothetical protein
GANECIEF_00033	CDS	288				hypothetical protein
GANECIEF_00034	CDS	675				hypothetical protein
GANECIEF_00035	CDS	282				hypothetical protein
GANECIEF_00036	CDS	1287				hypothetical protein
GANECIEF_00037	CDS	726				hypothetical protein
GANECIEF_00038	CDS	276				hypothetical protein
GANECIEF_00039	CDS	285				hypothetical protein
GANECIEF_00040	CDS	576				hypothetical protein
GANECIEF_00041	CDS	1032				hypothetical protein
GANECIEF_00042	CDS	165				hypothetical protein
GANECIEF_00043	CDS	396				hypothetical protein
GANECIEF_00044	CDS	600				hypothetical protein
GANECIEF_00045	CDS	771				hypothetical protein
GANECIEF_00046	CDS	399				hypothetical protein
GANECIEF_00047	CDS	339				hypothetical protein
GANECIEF_00048	CDS	258				hypothetical protein
GANECIEF_00049	CDS	2787				hypothetical protein
GANECIEF_00050	CDS	228				hypothetical protein
GANECIEF_00051	CDS	522				hypothetical protein
GANECIEF_00052	CDS	441				hypothetical protein
GANECIEF_00053	CDS	630				hypothetical protein
GANECIEF_00054	CDS	99				hypothetical protein
GANECIEF_00055	CDS	744				hypothetical protein
GANECIEF_00056	CDS	432				hypothetical protein
GANECIEF_00057	CDS	216				hypothetical protein
GANECIEF_00058	CDS	243				hypothetical protein
GANECIEF_00059	CDS	303				hypothetical protein
GANECIEF_00060	CDS	201				hypothetical protein
GANECIEF_00061	CDS	228				hypothetical protein
GANECIEF_00062	CDS	165				hypothetical protein
GANECIEF_00063	CDS	417				hypothetical protein
GANECIEF_00064	CDS	381				hypothetical protein
GANECIEF_00065	CDS	873				hypothetical protein
GANECIEF_00066	CDS	234				hypothetical protein
GANECIEF_00067	CDS	435				hypothetical protein
GANECIEF_00068	CDS	300				hypothetical protein
GANECIEF_00069	CDS	438				hypothetical protein
GANECIEF_00070	CDS	504				hypothetical protein
GANECIEF_00071	CDS	621				hypothetical protein
GANECIEF_00072	CDS	228				hypothetical protein
GANECIEF_00073	CDS	600				hypothetical protein
GANECIEF_00074	CDS	783				hypothetical protein
GANECIEF_00075	CDS	852				hypothetical protein
GANECIEF_00076	CDS	321				hypothetical protein
GANECIEF_00077	CDS	1380				hypothetical protein
GANECIEF_00078	CDS	576				hypothetical protein
GANECIEF_00079	CDS	765				hypothetical protein
GANECIEF_00080	CDS	216				hypothetical protein
GANECIEF_00081	CDS	282				hypothetical protein
GANECIEF_00082	CDS	360				hypothetical protein
GANECIEF_00083	CDS	354				hypothetical protein
GANECIEF_00084	CDS	585				hypothetical protein
GANECIEF_00085	CDS	375				hypothetical protein
GANECIEF_00086	CDS	255				hypothetical protein
GANECIEF_00087	CDS	333				hypothetical protein
GANECIEF_00088	CDS	1260				hypothetical protein
GANECIEF_00089	CDS	555				hypothetical protein
GANECIEF_00090	CDS	339				hypothetical protein
GANECIEF_00091	CDS	210				hypothetical protein
GANECIEF_00092	CDS	267				hypothetical protein
