	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_070852_NC_070852_1	NC_070852	NC_070852	1	161	475	1	E				0
NC_070852_NC_070852_2	NC_070852	NC_070852	2	532	657	1	E				0
NC_070852_NC_070852_3	NC_070852	NC_070852	3	782	928	1	E				0
NC_070852_NC_070852_4	NC_070852	NC_070852	4	947	1180	1	E				0
NC_070852_NC_070852_5	NC_070852	NC_070852	5	1202	1429	1	E				0
NC_070852_NC_070852_6	NC_070852	NC_070852	6	1375	1599	1	E				0
NC_070852_NC_070852_7	NC_070852	NC_070852	7	1633	1869	1	E				0
NC_070852_NC_070852_8	NC_070852	NC_070852	8	1886	2239	1	E				0
NC_070852_NC_070852_9	NC_070852	NC_070852	9	2239	2469	1	E				0
NC_070852_NC_070852_10	NC_070852	NC_070852	10	2453	2626	1	E				0
NC_070852_NC_070852_11	NC_070852	NC_070852	11	2610	2798	1	E				0
NC_070852_NC_070852_12	NC_070852	NC_070852	12	2795	2992	1	E				0
NC_070852_NC_070852_13	NC_070852	NC_070852	13	3002	3193	1	E				0
NC_070852_NC_070852_14	NC_070852	NC_070852	14	3491	3925	1	E				0
NC_070852_NC_070852_15	NC_070852	NC_070852	15	4065	4262	1	E				0
NC_070852_NC_070852_16	NC_070852	NC_070852	16	4259	4462	1	E				0
NC_070852_NC_070852_17	NC_070852	NC_070852	17	4462	4821	1	E				0
NC_070852_NC_070852_18	NC_070852	NC_070852	18	4805	5008	1	E				0
NC_070852_NC_070852_19	NC_070852	NC_070852	19	5005	5151	1	E				0
NC_070852_NC_070852_20	NC_070852	NC_070852	20	5393	5953	1	E				0
NC_070852_NC_070852_21	NC_070852	NC_070852	21	5956	6348	1	E				0
NC_070852_NC_070852_22	NC_070852	NC_070852	22	6348	6557	1	E				0
NC_070852_NC_070852_23	NC_070852	NC_070852	23	6560	7363	1	E				0
NC_070852_NC_070852_24	NC_070852	NC_070852	24	7360	7656	1	E				0
NC_070852_NC_070852_25	NC_070852	NC_070852	25	7649	8113	1	E				0
NC_070852_NC_070852_26	NC_070852	NC_070852	26	8113	8475	1	E				0
NC_070852_NC_070852_27	NC_070852	NC_070852	27	8481	8741	1	E				0
NC_070852_NC_070852_28	NC_070852	NC_070852	28	8753	8956	1	E				0
NC_070852_NC_070852_29	NC_070852	NC_070852	29	9125	9382	1	E				0
NC_070852_NC_070852_30	NC_070852	NC_070852	30	9392	9586	1	E				0
NC_070852_NC_070852_31	NC_070852	NC_070852	31	9821	10045	1	E				0
NC_070852_NC_070852_32	NC_070852	NC_070852	32	10049	11254	1	D			DNA-dependent RNA polymerase [PF00940.22]	0
NC_070852_NC_070852_33	NC_070852	NC_070852	33	11398	11661	1	E				0
NC_070852_NC_070852_34	NC_070852	NC_070852	34	11808	12488	1	E				0
NC_070852_NC_070852_35	NC_070852	NC_070852	35	12493	13137	1	E				0
NC_070852_NC_070852_36	NC_070852	NC_070852	36	13218	15254	1	E				0
NC_070852_NC_070852_37	NC_070852	NC_070852	37	15254	17632	1	D			Bacterial Ig-like domain [PF19077.3]	0
NC_070852_NC_070852_38	NC_070852	NC_070852	38	17700	18206	1	D			Bacterial Ig-like domain (group 2) [PF02368.21]	0
NC_070852_NC_070852_39	NC_070852	NC_070852	39	18330	18623	1	E				0
NC_070852_NC_070852_40	NC_070852	NC_070852	40	18604	18759	1	E				0
NC_070852_NC_070852_41	NC_070852	NC_070852	41	18954	19994	1	D			AAA domain (dynein-related subfamily) [PF07728.17]	0
NC_070852_NC_070852_42	NC_070852	NC_070852	42	19981	21204	1	D			Putative metallopeptidase domain [PF13203.9]; VWA-like domain (DUF2201) [PF09967.12]	0
NC_070852_NC_070852_43	NC_070852	NC_070852	43	21207	21425	1	E				0
NC_070852_NC_070852_44	NC_070852	NC_070852	44	21422	22018	1	D			dUTPase [PF00692.22]	0
NC_070852_NC_070852_45	NC_070852	NC_070852	45	21957	22448	1	E				0
NC_070852_NC_070852_46	NC_070852	NC_070852	46	22913	23128	1	E				0
NC_070852_NC_070852_47	NC_070852	NC_070852	47	23210	23434	1	E				0
NC_070852_NC_070852_48	NC_070852	NC_070852	48	23579	24391	1	C	K00560	thymidylate synthase [EC:2.1.1.45]	Thymidylate synthase [PF00303.22]	0
NC_070852_NC_070852_49	NC_070852	NC_070852	49	24469	26967	1	E				0
NC_070852_NC_070852_50	NC_070852	NC_070852	50	26972	29065	1	E				0
NC_070852_NC_070852_51	NC_070852	NC_070852	51	29128	29379	1	E				0
NC_070852_NC_070852_52	NC_070852	NC_070852	52	29559	30008	1	E				0
NC_070852_NC_070852_53	NC_070852	NC_070852	53	30097	31413	1	D			AAA domain [PF13604.9]; PIF1-like helicase [PF05970.17]; UvrD-like helicase C-terminal domain [PF13538.9]; AAA domain [PF13245.9]	0
NC_070852_NC_070852_54	NC_070852	NC_070852	54	31394	31915	1	E				0
NC_070852_NC_070852_55	NC_070852	NC_070852	55	31915	34494	1	D			DNA polymerase family A [PF00476.23]	0
NC_070852_NC_070852_56	NC_070852	NC_070852	56	34491	34862	1	E				0
NC_070852_NC_070852_57	NC_070852	NC_070852	57	34859	35401	1	E				0
NC_070852_NC_070852_58	NC_070852	NC_070852	58	35472	36461	1	E				0
NC_070852_NC_070852_59	NC_070852	NC_070852	59	36454	38598	1	D			Primase C terminal 1 (PriCT-1) [PF08708.14]	0
NC_070852_NC_070852_60	NC_070852	NC_070852	60	38595	39344	1	D			AAA domain [PF13479.9]	0
NC_070852_NC_070852_61	NC_070852	NC_070852	61	39378	40112	1	E				0
NC_070852_NC_070852_62	NC_070852	NC_070852	62	40226	40921	1	E				0
NC_070852_NC_070852_63	NC_070852	NC_070852	63	41136	41297	1	E				0
NC_070852_NC_070852_64	NC_070852	NC_070852	64	41284	41532	1	E				0
NC_070852_NC_070852_65	NC_070852	NC_070852	65	41533	41832	1	E				0
NC_070852_NC_070852_66	NC_070852	NC_070852	66	41798	42079	1	D			R67 dihydrofolate reductase [PF06442.14]	0
NC_070852_NC_070852_67	NC_070852	NC_070852	67	42051	52109	-1	C	K21239	Escherichia phage virion DNA-directed RNA polymerase [EC:2.7.7.6]		0
NC_070852_NC_070852_68	NC_070852	NC_070852	68	52176	54344	-1	E				0
NC_070852_NC_070852_69	NC_070852	NC_070852	69	54346	54822	-1	E				0
NC_070852_NC_070852_70	NC_070852	NC_070852	70	54822	57281	-1	E				0
NC_070852_NC_070852_71	NC_070852	NC_070852	71	57281	58129	-1	E				0
NC_070852_NC_070852_72	NC_070852	NC_070852	72	58132	58755	-1	E				0
NC_070852_NC_070852_73	NC_070852	NC_070852	73	58837	60045	-1	E				0
NC_070852_NC_070852_74	NC_070852	NC_070852	74	60082	61236	-1	E				0
NC_070852_NC_070852_75	NC_070852	NC_070852	75	61236	61586	-1	E				0
NC_070852_NC_070852_76	NC_070852	NC_070852	76	61623	63818	-1	E				0
NC_070852_NC_070852_77	NC_070852	NC_070852	77	63818	64066	-1	E				0
NC_070852_NC_070852_78	NC_070852	NC_070852	78	64195	65325	-1	D			N-acetylmuramidase [PF11860.11]; Putative peptidoglycan binding domain [PF01471.21]	0
NC_070852_NC_070852_79	NC_070852	NC_070852	79	65474	65776	-1	E				0
NC_070852_NC_070852_80	NC_070852	NC_070852	80	65911	66954	-1	E				0
NC_070852_NC_070852_81	NC_070852	NC_070852	81	66964	68550	-1	E				0
NC_070852_NC_070852_82	NC_070852	NC_070852	82	68550	69254	-1	E				0
NC_070852_NC_070852_83	NC_070852	NC_070852	83	69262	70851	-1	E				0
NC_070852_NC_070852_84	NC_070852	NC_070852	84	70853	71530	-1	E				0
NC_070852_NC_070852_85	NC_070852	NC_070852	85	71587	72159	-1	D			Phage protein (N4 Gp49/phage Sf6 gene 66) family [PF13876.9]	0
NC_070852_NC_070852_86	NC_070852	NC_070852	86	72347	72598	1	E				0
NC_070852_NC_070852_87	NC_070852	NC_070852	87	72964	73176	1	E				0
NC_070852_NC_070852_88	NC_070852	NC_070852	88	74088	74297	1	E				0
NC_070852_NC_070852_89	NC_070852	NC_070852	89	74210	74449	-1	E				0
NC_070852_NC_070852_90	NC_070852	NC_070852	90	74759	74947	1	E				0
NC_070852_NC_070852_91	NC_070852	NC_070852	91	75355	75630	1	E				0
NC_070852_NC_070852_92	NC_070852	NC_070852	92	75588	75884	1	E				0
NC_070852_NC_070852_93	NC_070852	NC_070852	93	76224	76424	1	E				0
NC_070852_NC_070852_94	NC_070852	NC_070852	94	76409	76639	1	E				0
NC_070852_NC_070852_95	NC_070852	NC_070852	95	76641	76853	1	E				0
NC_070852_NC_070852_96	NC_070852	NC_070852	96	76843	77043	1	E				0
NC_070852_NC_070852_97	NC_070852	NC_070852	97	77081	77170	1	E				0
