	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001272.1_1	QGNH01001272.1	QGNH01001272.1	1	2	487	1	E																				0	False	F
QGNH01001272.1_2	QGNH01001272.1	QGNH01001272.1	2	525	722	1	E																				0	False	F
QGNH01001272.1_3	QGNH01001272.1	QGNH01001272.1	3	726	1157	1	E																				0	False	F
QGNH01001272.1_4	QGNH01001272.1	QGNH01001272.1	4	1208	1564	-1	E																				0	False	F
QGNH01001272.1_5	QGNH01001272.1	QGNH01001272.1	5	1706	2890	-1	D			YP_007003452.1	YP_007003452.1 UvsX-like recombinase [Bacillus phage SP-10]	False	0.29	121.0	6.986e-28								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	VF
QGNH01001272.1_6	QGNH01001272.1	QGNH01001272.1	6	2905	3546	-1	E			YP_001686854.1	YP_001686854.1 DNA methyltransferase [Azospirillum phage Cd]	False	0.495	192.0	3.657e-54									VOG02611	sp|Q67472|DNMT_FRG3G Probable DNA (cytosine-5)-methyltransferase; Xh	Xh	0	False	F
QGNH01001272.1_7	QGNH01001272.1	QGNH01001272.1	7	3609	4694	-1	D			YP_009301509.1	YP_009301509.1 single strand DNA binding protein [Cyanophage S-RIM32]	False	0.208	65.0	6.345e-10								gp32 DNA binding protein like [PF08804.13]	VOG07309	sp|P03695|SSB_BPT4 Single-stranded DNA-binding protein; Xr	Xr	0	False	VF
QGNH01001272.1_8	QGNH01001272.1	QGNH01001272.1	8	4831	5103	-1	E																				0	False	F
QGNH01001272.1_9	QGNH01001272.1	QGNH01001272.1	9	5115	6593	-1	E																				0	False	
QGNH01001272.1_10	QGNH01001272.1	QGNH01001272.1	10	6590	7012	-1	E																				0	False	
QGNH01001272.1_11	QGNH01001272.1	QGNH01001272.1	11	7005	7577	-1	C	K07450	putative resolvase	YP_851150.1	YP_851150.1 transposase [Microcystis virus Ma-LMM01]	False	0.436	148.0	1.497e-39								Resolvase, N terminal domain [PF00239.24]; MerR HTH family regulatory protein [PF13411.9]; MerR family regulatory protein [PF00376.26]	VOG02272	sp|Q60329|Y014_METJA Uncharacterized protein MJ0014; Xu	Xu	0	False	
QGNH01001272.1_12	QGNH01001272.1	QGNH01001272.1	12	7519	7713	-1	E																				0	False	
QGNH01001272.1_13	QGNH01001272.1	QGNH01001272.1	13	7759	8829	-1	E																				0	False	
QGNH01001272.1_14	QGNH01001272.1	QGNH01001272.1	14	8839	9591	-1	E																				0	False	
QGNH01001272.1_15	QGNH01001272.1	QGNH01001272.1	15	9639	10373	-1	D			YP_010680606.1	YP_010680606.1 homing endonuclease [Bacillus phage Izhevsk]	False	0.293	87.0	1.051e-17								GIY-YIG catalytic domain [PF01541.27]	VOG00048	sp|P13299|TEV1_BPT4 Intron-associated endonuclease 1; Xh	Xh	0	False	
QGNH01001272.1_16	QGNH01001272.1	QGNH01001272.1	16	10351	10563	-1	E																				0	False	
QGNH01001272.1_17	QGNH01001272.1	QGNH01001272.1	17	10609	11613	-1	E																	VOG00452	sp|P04535|CAPSH_BPT4 Major capsid protein; XhXs	Xs;Xh	0	False	V
QGNH01001272.1_18	QGNH01001272.1	QGNH01001272.1	18	11622	11975	-1	E			YP_004508632.1	YP_004508632.1 hypothetical protein SCRM01_199 [Synechococcus phage S-CRM01]	False	0.388	70.0	9.583e-14												0	False	
QGNH01001272.1_19	QGNH01001272.1	QGNH01001272.1	19	12045	12662	-1	E																				0	False	
QGNH01001272.1_20	QGNH01001272.1	QGNH01001272.1	20	13172	13699	-1	E																				0	False	
QGNH01001272.1_21	QGNH01001272.1	QGNH01001272.1	21	13696	15327	-1	D			YP_007003424.1	YP_007003424.1 DNA primase/helicase [Bacillus phage SP-10]	False	0.266	168.0	5.115000000000001e-42								DnaB-like helicase C terminal domain [PF03796.18]; KaiC [PF06745.16]; recA bacterial DNA recombination protein [PF00154.24]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	V
QGNH01001272.1_22	QGNH01001272.1	QGNH01001272.1	22	15455	16018	-1	E																				0	False	
QGNH01001272.1_23	QGNH01001272.1	QGNH01001272.1	23	16018	16938	-1	E			YP_010680565.1	YP_010680565.1 homing endonuclease [Bacillus phage Izhevsk]	False	0.319	66.0	1.65e-10									VOG00048	sp|P13299|TEV1_BPT4 Intron-associated endonuclease 1; Xh	Xh	0	False	
QGNH01001272.1_24	QGNH01001272.1	QGNH01001272.1	24	16898	17071	-1	E																				0	False	
QGNH01001272.1_25	QGNH01001272.1	QGNH01001272.1	25	17098	17460	-1	E																				0	False	
QGNH01001272.1_26	QGNH01001272.1	QGNH01001272.1	26	17591	18661	-1	E			YP_009015887.1	YP_009015887.1 homing endonuclease [Bacillus phage G]	False	0.361	65.0	4.601e-10									VOG01950	REFSEQ GIY-YIG-like endonuclease; Xu	Xu	0	False	
QGNH01001272.1_27	QGNH01001272.1	QGNH01001272.1	27	18703	19992	-1	D			YP_009595202.1	YP_009595202.1 DNA polymerase [Bacillus phage Mgbh1]	False	0.248	71.0	1.379e-11								DNA polymerase family A [PF00476.23]				0	False	
