locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHDMHBPP_00001	CDS	252				hypothetical protein
DHDMHBPP_00002	CDS	390				hypothetical protein
DHDMHBPP_00003	CDS	981				hypothetical protein
DHDMHBPP_00004	CDS	666				hypothetical protein
DHDMHBPP_00005	CDS	927				hypothetical protein
DHDMHBPP_00006	CDS	636				hypothetical protein
DHDMHBPP_00007	CDS	276				hypothetical protein
DHDMHBPP_00008	CDS	480				hypothetical protein
DHDMHBPP_00009	CDS	957				hypothetical protein
DHDMHBPP_00010	CDS	405				hypothetical protein
DHDMHBPP_00011	CDS	873				hypothetical protein
DHDMHBPP_00012	CDS	666				hypothetical protein
DHDMHBPP_00013	CDS	717				hypothetical protein
DHDMHBPP_00014	CDS	1266				hypothetical protein
DHDMHBPP_00015	CDS	291				hypothetical protein
DHDMHBPP_00016	CDS	2781				hypothetical protein
DHDMHBPP_00017	CDS	372				hypothetical protein
DHDMHBPP_00018	CDS	294				hypothetical protein
DHDMHBPP_00019	CDS	318				hypothetical protein
DHDMHBPP_00020	CDS	267				hypothetical protein
DHDMHBPP_00021	CDS	1275				hypothetical protein
DHDMHBPP_00022	CDS	225				hypothetical protein
DHDMHBPP_00023	CDS	849				hypothetical protein
DHDMHBPP_00024	CDS	1605				hypothetical protein
DHDMHBPP_00025	CDS	123				hypothetical protein
DHDMHBPP_00026	CDS	507				hypothetical protein
DHDMHBPP_00027	CDS	1017				hypothetical protein
DHDMHBPP_00028	CDS	321				hypothetical protein
DHDMHBPP_00029	CDS	408				hypothetical protein
DHDMHBPP_00030	CDS	330				hypothetical protein
DHDMHBPP_00031	CDS	978				hypothetical protein
DHDMHBPP_00032	CDS	258				hypothetical protein
DHDMHBPP_00033	CDS	177				hypothetical protein
DHDMHBPP_00034	CDS	468				hypothetical protein
DHDMHBPP_00035	CDS	1044				hypothetical protein
DHDMHBPP_00036	CDS	201				hypothetical protein
DHDMHBPP_00037	CDS	1410				hypothetical protein
DHDMHBPP_00038	CDS	1053				hypothetical protein
DHDMHBPP_00039	CDS	672				hypothetical protein
DHDMHBPP_00040	CDS	486				hypothetical protein
DHDMHBPP_00041	CDS	1434				hypothetical protein
DHDMHBPP_00042	CDS	1605				hypothetical protein
DHDMHBPP_00043	CDS	285				hypothetical protein
DHDMHBPP_00044	CDS	243				hypothetical protein
DHDMHBPP_00045	CDS	252				hypothetical protein
DHDMHBPP_00046	CDS	429				hypothetical protein
DHDMHBPP_00047	CDS	231				hypothetical protein
DHDMHBPP_00048	CDS	282				hypothetical protein
DHDMHBPP_00049	CDS	231				hypothetical protein
DHDMHBPP_00050	CDS	327				hypothetical protein
DHDMHBPP_00051	CDS	246				hypothetical protein
