locus_tag	ftype	length_bp	gene	EC_number	COG	product
DNKDMLMH_00001	CDS	1107				hypothetical protein
DNKDMLMH_00002	CDS	834				hypothetical protein
DNKDMLMH_00003	CDS	183			COG2075	50S ribosomal protein L24e
DNKDMLMH_00004	CDS	276				hypothetical protein
DNKDMLMH_00005	CDS	354	rpl7ae		COG1358	50S ribosomal protein L7Ae
DNKDMLMH_00006	CDS	1392				hypothetical protein
DNKDMLMH_00007	CDS	312			COG0051	30S ribosomal protein S10
DNKDMLMH_00008	CDS	708				hypothetical protein
DNKDMLMH_00009	CDS	456				hypothetical protein
DNKDMLMH_00010	CDS	1296				hypothetical protein
DNKDMLMH_00011	CDS	936	dys	2.5.1.46	COG1899	putative deoxyhypusine synthase
DNKDMLMH_00012	CDS	285	ssb		COG1599	Single-stranded DNA binding protein Ssb
DNKDMLMH_00013	CDS	909				hypothetical protein
DNKDMLMH_00014	CDS	1287	manB	5.4.2.8	COG1109	Phosphomannomutase
DNKDMLMH_00015	CDS	918				hypothetical protein
DNKDMLMH_00016	CDS	291				hypothetical protein
DNKDMLMH_00017	CDS	1056				Iron-sulfur cluster carrier protein
DNKDMLMH_00018	CDS	1029	radA		COG0468	DNA repair and recombination protein RadA
DNKDMLMH_00019	CDS	249				hypothetical protein
DNKDMLMH_00020	CDS	648	rpl1		COG0081	50S ribosomal protein L1
DNKDMLMH_00021	CDS	846			COG0244	50S ribosomal protein L10
DNKDMLMH_00022	CDS	300				hypothetical protein
DNKDMLMH_00023	CDS	777	surE1	3.1.3.5	COG0496	5'-nucleotidase SurE1
DNKDMLMH_00024	CDS	1164				hypothetical protein
DNKDMLMH_00025	CDS	663	tpiA	5.3.1.1		Triosephosphate isomerase
DNKDMLMH_00026	CDS	855	nagK	2.7.1.59		N-acetyl-D-glucosamine kinase
DNKDMLMH_00027	CDS	732	fba	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
DNKDMLMH_00028	CDS	969		2.7.1.212	COG0524	ADP-dependent ribose-1-phosphate kinase
DNKDMLMH_00029	CDS	300				hypothetical protein
DNKDMLMH_00030	CDS	309				hypothetical protein
DNKDMLMH_00031	CDS	249				hypothetical protein
DNKDMLMH_00032	CDS	141				hypothetical protein
DNKDMLMH_00033	CDS	198			COG1997	50S ribosomal protein L37Ae
DNKDMLMH_00034	CDS	996				hypothetical protein
DNKDMLMH_00035	CDS	2511				hypothetical protein
DNKDMLMH_00036	CDS	681				hypothetical protein
DNKDMLMH_00037	CDS	354				hypothetical protein
DNKDMLMH_00038	CDS	165				hypothetical protein
DNKDMLMH_00039	CDS	543				hypothetical protein
DNKDMLMH_00040	CDS	198			COG2051	30S ribosomal protein S27e
DNKDMLMH_00041	CDS	294			COG1631	50S ribosomal protein L44e
DNKDMLMH_00042	CDS	2616				hypothetical protein
DNKDMLMH_00043	CDS	1473				hypothetical protein
DNKDMLMH_00044	CDS	273				hypothetical protein
DNKDMLMH_00045	CDS	1071				hypothetical protein
DNKDMLMH_00046	CDS	261				hypothetical protein
DNKDMLMH_00047	CDS	153				hypothetical protein
DNKDMLMH_00048	CDS	2112				hypothetical protein
DNKDMLMH_00049	CDS	1185	kefB			Glutathione-regulated potassium-efflux system protein KefB
DNKDMLMH_00050	CDS	537				hypothetical protein
DNKDMLMH_00051	CDS	561				hypothetical protein
DNKDMLMH_00052	CDS	408	menI	3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
DNKDMLMH_00053	CDS	1113	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
DNKDMLMH_00054	CDS	1119	caiA_2	1.3.8.13		Crotonobetainyl-CoA reductase
DNKDMLMH_00055	CDS	1182	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
DNKDMLMH_00056	CDS	1971	fadB	5.3.3.8		Fatty acid oxidation complex subunit alpha
DNKDMLMH_00057	CDS	339				hypothetical protein
DNKDMLMH_00058	CDS	1620		6.2.1.40	COG0318	4-hydroxybutyrate--CoA ligase 2
DNKDMLMH_00059	CDS	741	fixA			Protein FixA
DNKDMLMH_00060	CDS	894	fixB			Protein FixB
DNKDMLMH_00061	CDS	1833				hypothetical protein
DNKDMLMH_00062	CDS	651	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
DNKDMLMH_00063	CDS	1338	speA	4.1.1.19		Biosynthetic arginine decarboxylase
DNKDMLMH_00064	CDS	2682	rep	3.6.4.12		ATP-dependent DNA helicase Rep
DNKDMLMH_00065	CDS	522	caiE			Carnitine operon protein CaiE
DNKDMLMH_00066	CDS	123				hypothetical protein
DNKDMLMH_00067	CDS	1173				hypothetical protein
DNKDMLMH_00068	CDS	879	thyA	2.1.1.45		Thymidylate synthase
DNKDMLMH_00069	CDS	267				hypothetical protein
DNKDMLMH_00070	CDS	939				hypothetical protein
DNKDMLMH_00071	CDS	417				hypothetical protein
DNKDMLMH_00072	CDS	783	rnz_1	3.1.26.11	COG1234	Ribonuclease Z
DNKDMLMH_00073	CDS	864				hypothetical protein
DNKDMLMH_00074	CDS	924				hypothetical protein
DNKDMLMH_00075	CDS	1011	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DNKDMLMH_00076	CDS	441				hypothetical protein
DNKDMLMH_00077	CDS	750				hypothetical protein
DNKDMLMH_00078	CDS	114				hypothetical protein
DNKDMLMH_00079	CDS	2190	glmM			Phosphoglucosamine mutase
DNKDMLMH_00080	CDS	1233	aglM	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase AglM
DNKDMLMH_00081	CDS	2409	pgl	3.1.1.31		6-phosphogluconolactonase
DNKDMLMH_00082	CDS	2754				hypothetical protein
DNKDMLMH_00083	CDS	282				hypothetical protein
DNKDMLMH_00084	CDS	126				hypothetical protein
DNKDMLMH_00085	CDS	573				hypothetical protein
DNKDMLMH_00086	CDS	858				hypothetical protein
DNKDMLMH_00087	CDS	156				hypothetical protein
DNKDMLMH_00088	CDS	567				hypothetical protein
DNKDMLMH_00089	CDS	969				hypothetical protein
DNKDMLMH_00090	CDS	1740				hypothetical protein
DNKDMLMH_00091	CDS	747				hypothetical protein
DNKDMLMH_00092	CDS	1095	thrC	4.2.3.1	COG0498	Threonine synthase
DNKDMLMH_00093	CDS	2211				hypothetical protein
DNKDMLMH_00094	CDS	1848				hypothetical protein
DNKDMLMH_00095	CDS	1092				hypothetical protein
DNKDMLMH_00096	CDS	1542				hypothetical protein
DNKDMLMH_00097	CDS	906	glcV	7.5.2.-	COG3839	Glucose import ATP-binding protein GlcV
DNKDMLMH_00098	CDS	744				hypothetical protein
DNKDMLMH_00099	CDS	1725	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
DNKDMLMH_00100	CDS	663				hypothetical protein
