locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_002796_77_550_+			COG3747		phrog_83	VOG00738	PHROG:phrog_83	157	1.1e-39	127.6		terminase small subunit
NC_002796_570_2510_+			COG4626		phrog_9	VOG04588	PHROG:phrog_9	646	8.6e-138	451.6		terminase large subunit
NC_002796_2497_2688_+					phrog_1142	VOG09139	VOG:VOG09139	63	1.1e-31	100.2		REFSEQ head-tail connector protein
NC_002796_2691_3863_+			COG4695		phrog_12	VOG00344	PHROG:phrog_12	390	2e-67	219.3		portal protein
NC_002796_3906_4619_+		K01358	COG0740		phrog_94	VOG07465	PHROG:phrog_94	237	4.9e-74	240.7		head maturation protease
NC_002796_4631_5845_+			COG4653		phrog_10	VOG00134	PHROG:phrog_10	404	3.4e-70	228.9		major head protein
NC_002796_5853_6176_+					phrog_40	VOG00201	VOG:VOG00201	107	2.8e-22	70.3		REFSEQ head-tail adaptor Ad1
NC_002796_6151_6504_+					phrog_25	VOG00080	VOG:VOG00080	117	1.5e-20	65.1		sp|O48446|HCP16_BPSPP Head completion protein gp16
NC_002796_6506_7012_+						VOG00130	VOG:VOG00130	168	2.8e-08	25.4		REFSEQ tail completion or Neck1 protein
NC_002796_7009_7404_+					phrog_1217	VOG02505	PHROG:phrog_1217	131	2.7e-44	141.7		tail protein
NC_002796_7435_8028_+					phrog_88	VOG01008	VOG:VOG01008	197	2.9e-45	146.4		sp|O48449|TUBE_BPSPP Tail tube protein gp17.1*
NC_002796_8173_8592_+					phrog_1346	VOG01957	VOG:VOG01957	139	1.6e-44	142.9		REFSEQ tail protein
NC_002796_8821_9312_+												Hypothetical
NC_002796_9394_14535_+		K10421, K20361, K04062	COG3953, COG5283		phrog_167	VOG28351	VOG:VOG28351	1713	0	3346.0		REFSEQ tail length tape measure protein
NC_002796_14532_16178_+			COG4722		phrog_202	VOG00298	PHROG:phrog_202	548	6.3e-103	336.7		distal tail protein Dit
NC_002796_16178_21892_+		K19721			phrog_28865, phrog_6468, phrog_19556, phrog_28865, phrog_6468	VOG00644, VOG00644, VOG28352, VOG28352, VOG28352, VOG28352	PHROG:phrog_28865	1904	0	1005.6		tail protein
NC_002796_21907_22143_+					phrog_8250	VOG20524	VOG:VOG20524	78	1.2e-44	141.9		REFSEQ hypothetical protein
NC_002796_22156_22383_+					phrog_689	VOG00687	PHROG:phrog_689	75	5.8e-32	101.2		holin
NC_002796_22396_22683_+					phrog_263	VOG02679	PHROG:phrog_263	95	4.2e-35	111.8		holin
NC_002796_22683_23462_+		K21471	COG0791		phrog_998	VOG19531	PHROG:phrog_998	259	1.4e-86	281.8		endolysin
NC_002796_23679_25289_+					phrog_2695	VOG32333	VOG:VOG32333	536	4.6e-290	953.9		REFSEQ hypothetical protein
NC_002796_25911_27035_-		K14059	COG4974		phrog_1	VOG00056	VOG:VOG00056	374	2.9e-73	238.9		sp|P22877|INTR_SACER Integrase
NC_002796_27173_27949_-												Hypothetical
NC_002796_28005_28898_-		K01356	COG1974		phrog_4		PHROG:phrog_4	297	2.2e-34	106.5		transcriptional repressor
NC_002796_29155_29346_+					phrog_4416	VOG03962	VOG:VOG03962	63	3.7e-40	127.2		REFSEQ transcriptional regulator
NC_002796_29574_29813_+		K07729	COG1476		phrog_3	VOG00002	PHROG:phrog_3	79	4.2e-15	47.3		transcriptional repressor
NC_002796_29826_30626_+		K07741	COG3617		phrog_130	VOG01289	PHROG:phrog_130	266	4.4e-95	310.0		anti-repressor Ant
NC_002796_30639_30974_+			COG4707		phrog_823	VOG00526	COG:COG4707	111	3.5e-38	121.4		; 
NC_002796_31333_31551_+												Hypothetical
NC_002796_31773_32039_-												Hypothetical
NC_002796_32146_32388_+					phrog_5257	VOG07079	VOG:VOG07079	80	3.5e-37	118.5		REFSEQ hypothetical protein
NC_002796_32457_32966_+					phrog_253	VOG09135	VOG:VOG09135	169	6.6e-38	122.2		REFSEQ Mu Gam-like end protection
NC_002796_32966_33670_+					phrog_124	VOG00709	PHROG:phrog_124	234	1.1e-63	207.0		Sak4-like ssDNA annealing protein
NC_002796_33670_34191_+					phrog_378	VOG02415	PHROG:phrog_378	173	1.4e-24	78.6		single strand DNA binding protein
NC_002796_34325_35134_+			COG3935		phrog_270	VOG00423	VOG:VOG00423	269	1.1e-85	279.3		REFSEQ replication initiation protein
NC_002796_35115_35336_+												Hypothetical
NC_002796_35326_35715_+		K01160	COG4570		phrog_140	VOG00400	PHROG:phrog_140	129	3.5e-38	122.7		RusA-like Holliday junction resolvase
NC_002796_35719_35958_+					phrog_3109	VOG11796	VOG:VOG11796	79	3.9e-44	140.4		REFSEQ DUF1031 family protein
NC_002796_36069_36416_+												Hypothetical
NC_002796_36455_36712_+					phrog_3808	VOG02643	VOG:VOG02643	85	1.9e-32	103.6		REFSEQ hypothetical protein
NC_002796_36746_37084_-					phrog_12206	VOG29875	VOG:VOG29875	112	5.6e-70	224.5		REFSEQ hypothetical protein
NC_002796_37153_37530_+												Hypothetical
NC_002796_37604_37834_+					phrog_8350	VOG16744	VOG:VOG16744	76	3.6e-44	140.4		REFSEQ hypothetical protein
NC_002796_37831_38004_+												Hypothetical
NC_002796_38037_38180_+												Hypothetical
NC_002796_38444_38587_+					phrog_15805	VOG35916	VOG:VOG35916	47	1.5e-39	125.2		REFSEQ hypothetical protein
NC_002796_38664_39065_+					phrog_2198	VOG00246	PHROG:phrog_2198	133	5.8e-50	160.5		Alt-like transcription activator
NC_002796_39395_39952_+	K07451	K07451	COG1403		phrog_144	VOG01580	PHROG:phrog_144	185	6.9e-42	133.9		HNH endonuclease
