	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000461.1_1	QGNH01000461.1	QGNH01000461.1	1	88	570	-1	E																				0	False	F
QGNH01000461.1_2	QGNH01000461.1	QGNH01000461.1	2	515	1270	-1	D																ParB/Sulfiredoxin domain [PF02195.21]				0	False	F
QGNH01000461.1_3	QGNH01000461.1	QGNH01000461.1	3	1289	1714	-1	E			YP_006560683.1	YP_006560683.1 hypothetical protein B620_gp63 [Croceibacter phage P2559S]	False	0.473	65.0	9.929e-12												0	False	F
QGNH01000461.1_4	QGNH01000461.1	QGNH01000461.1	4	1671	3026	-1	C	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	YP_010668140.1	YP_010668140.1 Reverse transcriptase [Burkholderia phage Magia]	False	0.359	186.0	9.901e-49								Reverse transcriptase (RNA-dependent DNA polymerase) [PF00078.30]	VOG04393	sp|P08548|LIN1_NYCCO LINE-1 reverse transcriptase homolog; XhXr	Xr;Xh	0	False	VF
QGNH01000461.1_5	QGNH01000461.1	QGNH01000461.1	5	3023	3460	-1	E																				0	False	F
QGNH01000461.1_6	QGNH01000461.1	QGNH01000461.1	6	3481	3903	-1	D																Protein of unknown function (DUF1566) [PF07603.14]				0	False	F
QGNH01000461.1_7	QGNH01000461.1	QGNH01000461.1	7	3927	4334	-1	D																Protein of unknown function (DUF1566) [PF07603.14]				0	False	F
QGNH01000461.1_8	QGNH01000461.1	QGNH01000461.1	8	4947	6527	-1	C	K06400	site-specific DNA recombinase	YP_008130182.1	YP_008130182.1 integrase [Rhizobium phage RR1-A]	False	0.281	181.0	2.683e-46								Resolvase, N terminal domain [PF00239.24]; Recombinase [PF07508.16]	VOG00303	sp|P03014|PINE_ECOLI Serine recombinase PinE; Xr	Xr	0	False	VF
QGNH01000461.1_9	QGNH01000461.1	QGNH01000461.1	9	6927	7196	-1	E																				0	False	
QGNH01000461.1_10	QGNH01000461.1	QGNH01000461.1	10	7142	7405	-1	E																				0	False	
QGNH01000461.1_11	QGNH01000461.1	QGNH01000461.1	11	7402	7629	-1	E																				0	False	
QGNH01000461.1_12	QGNH01000461.1	QGNH01000461.1	12	7661	8338	-1	E			YP_009003259.1	YP_009003259.1 hypothetical protein CC53_gp102 [Rhizobium phage vB_RleS_L338C]	False	0.332	60.0	5.974e-09												0	False	
QGNH01000461.1_13	QGNH01000461.1	QGNH01000461.1	13	8335	8499	-1	E																				0	False	
QGNH01000461.1_14	QGNH01000461.1	QGNH01000461.1	14	8979	9365	1	E																				0	False	
QGNH01000461.1_15	QGNH01000461.1	QGNH01000461.1	15	9407	9742	1	E																				0	False	
QGNH01000461.1_16	QGNH01000461.1	QGNH01000461.1	16	10020	10742	1	E																				0	False	
QGNH01000461.1_17	QGNH01000461.1	QGNH01000461.1	17	10739	11020	-1	E			YP_010751833.1	YP_010751833.1 hypothetical protein QDA09_gp88 [Microbacterium phage Tyrumbra]	False	0.445	62.0	2.018e-11									VOG22499	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000461.1_18	QGNH01000461.1	QGNH01000461.1	18	11017	11838	-1	D			YP_007673277.1	YP_007673277.1 Gp37Gp68 family protein [Tetraselmis viridis virus S20]	False	0.553	243.0	5.637000000000001e-71								Protein of unknown function (DUF5131) [PF07505.14]	VOG04018	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000461.1_19	QGNH01000461.1	QGNH01000461.1	19	11880	12410	-1	E																				0	False	
QGNH01000461.1_20	QGNH01000461.1	QGNH01000461.1	20	12462	12731	-1	E																				0	False	
QGNH01000461.1_21	QGNH01000461.1	QGNH01000461.1	21	13119	13553	1	E																				0	False	
QGNH01000461.1_22	QGNH01000461.1	QGNH01000461.1	22	13553	13825	1	E																				0	False	
QGNH01000461.1_23	QGNH01000461.1	QGNH01000461.1	23	13822	14397	1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]	YP_009226861.1	YP_009226861.1 RusA family crossover junction endodeoxyribonuclease [Shigella phage 75/02 Stx]	False	0.379	75.0	2.644e-14								Endodeoxyribonuclease RusA [PF05866.14]				0	False	
QGNH01000461.1_24	QGNH01000461.1	QGNH01000461.1	24	14407	14814	1	E																				0	False	
QGNH01000461.1_25	QGNH01000461.1	QGNH01000461.1	25	15306	15779	1	D			NP_543087.1	NP_543087.1 terminase small subunit [Enterobacteria phage phiP27]	False	0.286	63.0	1.456e-10								Phage terminase, small subunit [PF05119.15]	VOG00738	REFSEQ terminase small subunit; Xu	Xu	0	False	
QGNH01000461.1_26	QGNH01000461.1	QGNH01000461.1	26	15970	17460	1	D			YP_009275664.1	YP_009275664.1 terminase large subunit [Pseudomonas phage phi2]	True	0.549	539.0	4.172e-169								Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000461.1_27	QGNH01000461.1	QGNH01000461.1	27	17457	18824	1	D			NP_945033.1	NP_945033.1 portal protein [Burkholderia phage phi1026b]	False	0.421	281.0	4.386e-81								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xs;Xr;Xp;Xh	0	False	V
QGNH01000461.1_28	QGNH01000461.1	QGNH01000461.1	28	18825	19502	1	C	K06904	uncharacterized protein	NP_945034.1	NP_945034.1 head maturation protease [Burkholderia phage phi1026b]	False	0.492	184.0	2.328e-51	MER0236864	S78	MER0236864 - prohead peptidase (bacteriophage HK97) (Acinetobacter radioresistens) [S78.001]#S78#{peptidase unit: 6-197}~source EET82849~	False	0.566	207.0	3.828e-59	Caudovirus prohead serine protease [PF04586.20]	VOG02183	sp|D3WAC4|PRO_BPLP2 Probable capsid maturation protease; XhXs	Xs;Xh	0	False	VP
QGNH01000461.1_29	QGNH01000461.1	QGNH01000461.1	29	19515	20876	1	D			NP_945035.1	NP_945035.1 major head protein [Burkholderia phage phi1026b]	False	0.413	282.0	3.0049999999999996e-81								Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
QGNH01000461.1_30	QGNH01000461.1	QGNH01000461.1	30	21043	21408	1	E																				0	False	
QGNH01000461.1_31	QGNH01000461.1	QGNH01000461.1	31	21477	21899	1	E			YP_005098211.1	YP_005098211.1 alpha-2;3-sialyltransferase [Pseudomonas phage PMG1]	False	0.398	97.0	8.552e-23									VOG03892	REFSEQ alpha-2;3-sialyltransferase; Xu	Xu	0	False	
QGNH01000461.1_32	QGNH01000461.1	QGNH01000461.1	32	21899	22006	1	E																				0	False	
QGNH01000461.1_33	QGNH01000461.1	QGNH01000461.1	33	22003	22722	1	E																				0	False	
QGNH01000461.1_34	QGNH01000461.1	QGNH01000461.1	34	22731	23231	1	E																				0	False	
QGNH01000461.1_35	QGNH01000461.1	QGNH01000461.1	35	23228	23386	1	E																				0	False	
QGNH01000461.1_36	QGNH01000461.1	QGNH01000461.1	36	23383	23796	1	E																				0	False	
QGNH01000461.1_37	QGNH01000461.1	QGNH01000461.1	37	23793	24227	1	E																				0	False	
QGNH01000461.1_38	QGNH01000461.1	QGNH01000461.1	38	24224	24619	1	E																				0	False	
QGNH01000461.1_39	QGNH01000461.1	QGNH01000461.1	39	24621	25049	1	D																Lambda phage tail tube protein, TTP [PF16461.8]				0	False	
QGNH01000461.1_40	QGNH01000461.1	QGNH01000461.1	40	25046	25330	1	E																				0	False	
QGNH01000461.1_41	QGNH01000461.1	QGNH01000461.1	41	25429	25665	1	E																				0	False	
QGNH01000461.1_42	QGNH01000461.1	QGNH01000461.1	42	25653	28193	1	E			YP_009593492.1	YP_009593492.1 tail length tape measure protein [Paracoccus phage Shpa]	False	0.292	109.0	7.598e-23									VOG02508	sp|P51731|TMP_BPHC1 Probable tape measure protein; Xs	Xs	0	False	V
QGNH01000461.1_43	QGNH01000461.1	QGNH01000461.1	43	28190	28846	1	D			YP_009603877.1	YP_009603877.1 glycoside hydrolase [Roseobacter phage RDJL Phi 2]	False	0.34	115.0	1.104e-27								Conserved hypothetical protein 2217 (DUF2460) [PF09343.13]				0	False	
QGNH01000461.1_44	QGNH01000461.1	QGNH01000461.1	44	28843	29031	1	E																				0	False	
QGNH01000461.1_45	QGNH01000461.1	QGNH01000461.1	45	29028	29966	1	D			YP_009603878.1	YP_009603878.1 tail assembly protein [Roseobacter phage RDJL Phi 2]	False	0.28	120.0	4.1070000000000005e-28								Uncharacterized conserved protein (DUF2163) [PF09931.12]; Phage conserved hypothetical protein BR0599 [PF09356.13]	VOG04054	REFSEQ tail assembly protein; Xu	Xu	0	False	
QGNH01000461.1_46	QGNH01000461.1	QGNH01000461.1	46	29963	30379	1	D			YP_009600751.1	YP_009600751.1 minor tail protein [Sphingobium phage Lacusarx]	False	0.309	66.0	3.508e-12								NlpC/P60 family [PF00877.22]				0	False	
