	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001050.1_1	QGNH01001050.1	QGNH01001050.1	1	3	143	1	E																				0	False	F
QGNH01001050.1_2	QGNH01001050.1	QGNH01001050.1	2	140	385	1	E																				0	False	F
QGNH01001050.1_3	QGNH01001050.1	QGNH01001050.1	3	576	836	1	E																				0	False	F
QGNH01001050.1_4	QGNH01001050.1	QGNH01001050.1	4	922	1023	1	E																				0	False	F
QGNH01001050.1_5	QGNH01001050.1	QGNH01001050.1	5	1263	2117	-1	D									MER0964887	S01B	MER0964887 - subfamily S1B unassigned peptidases (Blastomonas sp. CACIA14H2) [S01.UPB]#S01B#{peptidase unit: 104-311}~source W9BSM5~	False	0.265	62.0	4.369e-09	Trypsin-like peptidase domain [PF13365.9]				0	False	PF
QGNH01001050.1_6	QGNH01001050.1	QGNH01001050.1	6	2451	2951	1	E																				0	False	F
QGNH01001050.1_7	QGNH01001050.1	QGNH01001050.1	7	3280	4962	1	D			NP_892048.1	NP_892048.1 portal protein [Yersinia phage PY54]	False	0.317	188.0	2.348e-48								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xp;Xh;Xs;Xr	0	False	VF
QGNH01001050.1_8	QGNH01001050.1	QGNH01001050.1	8	4952	5689	1	C	K06904	uncharacterized protein	YP_002117562.1	YP_002117562.1 head maturation protease [Rhizobium phage 16-3]	False	0.382	105.0	8.022e-24	MER0247413	S78	MER0247413 - family S78 unassigned peptidases (Granulicella tundricola) [S78.UPW]#S78#{peptidase unit: 27-166}~source YP_004217786~	False	0.55	150.0	4.568e-39	Caudovirus prohead serine protease [PF04586.20]				0	False	PF
QGNH01001050.1_9	QGNH01001050.1	QGNH01001050.1	9	5844	7049	1	D			NP_599037.1	NP_599037.1 major head protein [Enterobacteria phage SfV]	False	0.222	104.0	3.527e-22								Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	VF
QGNH01001050.1_10	QGNH01001050.1	QGNH01001050.1	10	7078	7305	1	E																				0	False	F
QGNH01001050.1_11	QGNH01001050.1	QGNH01001050.1	11	7305	7568	1	E																				0	False	F
QGNH01001050.1_12	QGNH01001050.1	QGNH01001050.1	12	7572	7970	1	E																				0	False	F
QGNH01001050.1_13	QGNH01001050.1	QGNH01001050.1	13	8634	9029	-1	E																				0	False	F
QGNH01001050.1_14	QGNH01001050.1	QGNH01001050.1	14	10051	10251	1	E																				0	False	F
QGNH01001050.1_15	QGNH01001050.1	QGNH01001050.1	15	10439	10657	-1	E																				0	False	F
