	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001091.1_1	QGNH01001091.1	QGNH01001091.1	1	333	773	-1	E											0	False	F
QGNH01001091.1_2	QGNH01001091.1	QGNH01001091.1	2	954	1292	1	E											0	False	F
QGNH01001091.1_3	QGNH01001091.1	QGNH01001091.1	3	1292	1849	1	E											0	False	F
QGNH01001091.1_4	QGNH01001091.1	QGNH01001091.1	4	1872	2138	1	E											0	False	F
QGNH01001091.1_5	QGNH01001091.1	QGNH01001091.1	5	2166	3998	1	D	YP_004508453.1	YP_004508453.1 tail fiber protein [Synechococcus phage S-CRM01]	False	0.293	179.0	2.755e-45	Collagen triple helix repeat (20 copies) [PF01391.21]	VOG00020	sp|Q5UQ13|COLL2_MIMIV Collagen-like protein 2; XhXs	Xs;Xh	0	False	VF
QGNH01001091.1_6	QGNH01001091.1	QGNH01001091.1	6	4000	4710	1	E											0	False	F
QGNH01001091.1_7	QGNH01001091.1	QGNH01001091.1	7	4707	5279	1	D							Methyltransferase domain [PF13578.9]; O-methyltransferase [PF01596.20]				0	False	MKF
QGNH01001091.1_8	QGNH01001091.1	QGNH01001091.1	8	5317	6468	1	E											0	False	F
QGNH01001091.1_9	QGNH01001091.1	QGNH01001091.1	9	6465	7349	1	D	YP_009816480.1	YP_009816480.1 glycosyltransferase [Synechococcus phage S-CBWM1]	False	0.386	164.0	3.315e-43	Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]	VOG17757	REFSEQ glycosyltransferase; Xu	Xu	0	False	MKF
QGNH01001091.1_10	QGNH01001091.1	QGNH01001091.1	10	7346	7921	-1	D	YP_009173433.1	YP_009173433.1 hypothetical protein ceV_178 [Chrysochromulina ericina virus]	False	0.296	86.0	4.558e-18	Family of unknown function (DUF6445) [PF20043.2]	VOG00392	REFSEQ minor coat protein; Xu	Xu	0	False	F
QGNH01001091.1_11	QGNH01001091.1	QGNH01001091.1	11	7918	9096	-1	D	YP_009052362.1	YP_009052362.1 putative SAM dependent methyltransferase [Aureococcus anophagefferens virus]	False	0.332	101.0	3.268e-21	Methyltransferase domain [PF13578.9]; Macrocin-O-methyltransferase (TylF) [PF05711.14]	VOG02443	REFSEQ methyltransferase; Xu	Xu	0	False	F
QGNH01001091.1_12	QGNH01001091.1	QGNH01001091.1	12	9093	10352	-1	D	YP_004508523.1	YP_004508523.1 methyltransferase [Synechococcus phage S-CRM01]	False	0.397	273.0	8.773e-79	Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family 2 [PF00535.29]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF08241.15]; Glycosyltransferase like family 2 [PF10111.12]				0	False	F
