	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001553.1_1	QGNH01001553.1	QGNH01001553.1	1	3	1220	-1	E	YP_007001999.1	YP_007001999.1 hypothetical protein F365_gp48 [Escherichia phage TL-2011b]	False	0.226	62.0	7.971e-09					0	False	F
QGNH01001553.1_2	QGNH01001553.1	QGNH01001553.1	2	1230	4442	-1	E	YP_010668064.1	YP_010668064.1 hypothetical protein PQC03_gp15 [Alteromonas phage ZP6]	False	0.176	169.0	6.329999999999998e-41					0	False	F
QGNH01001553.1_3	QGNH01001553.1	QGNH01001553.1	3	4442	6733	-1	E											0	False	F
QGNH01001553.1_4	QGNH01001553.1	QGNH01001553.1	4	6733	7158	-1	E											0	False	
QGNH01001553.1_5	QGNH01001553.1	QGNH01001553.1	5	7158	9851	-1	E	YP_009020989.1	YP_009020989.1 tail protein [Dunaliella viridis virus SI2]	False	0.189	136.0	7.263000000000001e-31					0	False	
QGNH01001553.1_6	QGNH01001553.1	QGNH01001553.1	6	9851	10678	-1	D	YP_007354434.1	YP_007354434.1 UDP-glucose 4 epimerase [Acanthamoeba polyphaga moumouvirus]	False	0.303	93.0	1.224e-19	Polysaccharide biosynthesis protein [PF02719.18]; GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; Male sterility protein [PF07993.15]; short chain dehydrogenase [PF00106.28]; NmrA-like family [PF05368.16]; KR domain [PF08659.13]; NAD(P)H-binding [PF13460.9]	VOG00055	sp|Q9SYM5|RHM1_ARATH Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1; Xh	Xh	0	False	MK
QGNH01001553.1_7	QGNH01001553.1	QGNH01001553.1	7	10678	11283	-1	E											0	False	
QGNH01001553.1_8	QGNH01001553.1	QGNH01001553.1	8	11280	11957	-1	E	YP_009914664.1	YP_009914664.1 glycosyltransferase [Escherichia phage vB_EcoM-Ro157c2YLVW]	False	0.313	108.0	2.729e-25		VOG09435	REFSEQ glycosyltransferase; Xu	Xu	0	False	
QGNH01001553.1_9	QGNH01001553.1	QGNH01001553.1	9	11954	12598	-1	E	YP_009914664.1	YP_009914664.1 glycosyltransferase [Escherichia phage vB_EcoM-Ro157c2YLVW]	False	0.276	89.0	1.032e-18		VOG09435	REFSEQ glycosyltransferase; Xu	Xu	0	False	
QGNH01001553.1_10	QGNH01001553.1	QGNH01001553.1	10	12625	12966	-1	E											0	False	F
QGNH01001553.1_11	QGNH01001553.1	QGNH01001553.1	11	13029	13247	-1	E											0	False	F
QGNH01001553.1_12	QGNH01001553.1	QGNH01001553.1	12	13250	13909	-1	E											0	False	F
QGNH01001553.1_13	QGNH01001553.1	QGNH01001553.1	13	13919	14128	-1	E											0	False	F
QGNH01001553.1_14	QGNH01001553.1	QGNH01001553.1	14	14354	17488	-1	D							Pectate lyase superfamily protein [PF12708.10]				0	False	F
QGNH01001553.1_15	QGNH01001553.1	QGNH01001553.1	15	17490	17852	-1	E											0	False	F
