	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_029083.1_1	NC_029083.1	NC_029083.1	1	286	444	1	E			YP_010762172.1	YP_010762172.1 hypothetical protein QE323_gp130 [Pseudomonas phage SPA05]	False	0.903	100	1.203e-25									VOG15346	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029083.1_2	NC_029083.1	NC_029083.1	2	498	764	-1	E			YP_010765636.1	YP_010765636.1 PAP2 family protein [Pseudomonas phage vB_Paer_PsCh]	False	1.0	192	9.166000000000001e-57									VOG02263	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029083.1_3	NC_029083.1	NC_029083.1	3	764	1168	-1	E			YP_009224696.1	YP_009224696.1 hypothetical protein PaoP5_003 [Pseudomonas phage PaoP5]	False	0.999	285	3.5869999999999995e-88									VOG14075	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029083.1_4	NC_029083.1	NC_029083.1	4	1158	1574	-1	E			YP_009186895.1	YP_009186895.1 hypothetical protein AU075_gp005 [Pseudomonas phage C11]	False	0.981	288	4.773e-89									VOG14077	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029083.1_5	NC_029083.1	NC_029083.1	5	1571	1975	-1	E			YP_009623414.1	YP_009623414.1 hypothetical protein FDJ38_gp007 [Pseudomonas phage vB_PaeM_C2-10_Ab02]	False	1.0	291	3.145e-90									VOG18188	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029083.1_6	NC_029083.1	NC_029083.1	6	2018	2680	-1	E			YP_009224699.1	YP_009224699.1 hypothetical protein PaoP5_006 [Pseudomonas phage PaoP5]	True	0.978	456	1.3849999999999999e-145									VOG14076	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029083.1_7	NC_029083.1	NC_029083.1	7	2683	2961	-1	E			YP_009224700.1	YP_009224700.1 hypothetical protein PaoP5_007 [Pseudomonas phage PaoP5]	False	0.943	184	4.5459999999999996e-54									VOG14078	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029083.1_8	NC_029083.1	NC_029083.1	8	2949	3260	-1	E			YP_009224701.1	YP_009224701.1 hypothetical protein PaoP5_008 [Pseudomonas phage PaoP5]	False	0.946	207	1.163e-61									VOG14079	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029083.1_9	NC_029083.1	NC_029083.1	9	3260	3622	-1	E			YP_009224702.1	YP_009224702.1 hypothetical protein PaoP5_009 [Pseudomonas phage PaoP5]	False	1.0	270	2.957e-83									VOG01414	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029083.1_10	NC_029083.1	NC_029083.1	10	3679	3894	-1	E			YP_009199949.1	YP_009199949.1 hypothetical protein K8_012 [Pseudomonas phage K8]	False	0.953	145	1.213e-40									VOG14080	REFSEQ hypothetical protein; Xu	Xu	0	False	F
