	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000880.1_1	QGNH01000880.1	QGNH01000880.1	1	1	327	-1	D									Protein of unknown function (DUF2612) [PF11041.11]				0	False	F
QGNH01000880.1_2	QGNH01000880.1	QGNH01000880.1	2	344	1519	-1	D			YP_010668218.1	YP_010668218.1 baseplate wedge subunit [Burkholderia phage BgManors32]	False	0.458	269.0	7.357e-78	Baseplate J-like protein [PF04865.17]	VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xs;Xh	0	False	VF
QGNH01000880.1_3	QGNH01000880.1	QGNH01000880.1	3	1534	1896	-1	E			YP_010668219.1	YP_010668219.1 baseplate wedge subunit [Burkholderia phage BgManors32]	False	0.409	85.0	4.885e-19		VOG00875	sp|P09425|BP25_BPT4 Baseplate wedge protein gp25; XhXs	Xs;Xh	0	False	VF
QGNH01000880.1_4	QGNH01000880.1	QGNH01000880.1	4	1893	2447	-1	D			YP_010738146.1	YP_010738146.1 hypothetical protein P9A27_gp70 [Hafnia phage yong1]	False	0.569	151.0	1.302e-40	Phage protein Gp138 N-terminal domain [PF18352.4]	VOG00324	sp|P31340|SPIKE_BPP2 Spike protein; XhXpXs	Xs;Xp;Xh	0	False	VF
QGNH01000880.1_5	QGNH01000880.1	QGNH01000880.1	5	2510	3511	-1	E			YP_010668116.1	YP_010668116.1 baseplate hub [Burkholderia phage Magia]	False	0.336	174.0	3.648e-46		VOG01442	REFSEQ baseplate hub; Xu	Xu	0	False	F
QGNH01000880.1_6	QGNH01000880.1	QGNH01000880.1	6	3562	4257	1	E													0	False	F
QGNH01000880.1_7	QGNH01000880.1	QGNH01000880.1	7	4261	4596	-1	E										VOG00258	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01000880.1_8	QGNH01000880.1	QGNH01000880.1	8	4608	5285	-1	E			YP_009191623.1	YP_009191623.1 tail fiber protein [Salmonella phage SEN34]	False	0.388	93.0	3.478e-20		VOG01485	REFSEQ tail fiber protein; Xu	Xu	0	False	F
QGNH01000880.1_9	QGNH01000880.1	QGNH01000880.1	9	5282	6847	-1	D			YP_009836131.1	YP_009836131.1 glycosylase [Streptomyces phage Immanuel3]	False	0.335	68.0	1.109e-10	Transglycosylase SLT domain [PF01464.23]	VOG22100	REFSEQ glycosylase; Xu	Xu	0	False	
QGNH01000880.1_10	QGNH01000880.1	QGNH01000880.1	10	6857	7228	-1	E													0	False	
QGNH01000880.1_11	QGNH01000880.1	QGNH01000880.1	11	7234	7389	-1	E													0	False	
QGNH01000880.1_12	QGNH01000880.1	QGNH01000880.1	12	7401	7883	-1	E													0	False	
QGNH01000880.1_13	QGNH01000880.1	QGNH01000880.1	13	7894	8388	-1	D									Bacteriophage KPP10, Structural protein ORF10 [PF11681.11]				0	False	
QGNH01000880.1_14	QGNH01000880.1	QGNH01000880.1	14	8402	8839	-1	D			YP_010738136.1	YP_010738136.1 hypothetical protein P9A27_gp60 [Hafnia phage yong1]	False	0.289	60.0	8.916e-10	Bacteriophage KPP10, Structural protein ORF10 [PF11681.11]	VOG03723	sp|D6RRG7|ORF10_BPKPP Structural protein ORF10; Xs	Xs	0	False	V
QGNH01000880.1_15	QGNH01000880.1	QGNH01000880.1	15	8850	9971	-1	D			YP_010738135.1	YP_010738135.1 hypothetical protein P9A27_gp59 [Hafnia phage yong1]	False	0.381	244.0	1.315e-69	Protein of unknown function (DUF3383) [PF11863.11]	VOG03778	REFSEQ tail sheath; Xu	Xu	0	False	
QGNH01000880.1_16	QGNH01000880.1	QGNH01000880.1	16	9989	10600	-1	E													0	False	
QGNH01000880.1_17	QGNH01000880.1	QGNH01000880.1	17	10600	10968	-1	E													0	False	F
QGNH01000880.1_18	QGNH01000880.1	QGNH01000880.1	18	10961	11542	-1	E			YP_010668106.1	YP_010668106.1 tail completion or Neck1 protein [Burkholderia phage Magia]	False	0.277	74.0	7.042e-14		VOG02678	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	F
QGNH01000880.1_19	QGNH01000880.1	QGNH01000880.1	19	11536	12057	-1	D									Protein of unknown function (DUF4054) [PF13262.9]	VOG00732	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01000880.1_20	QGNH01000880.1	QGNH01000880.1	20	12070	12330	-1	E													0	False	F
QGNH01000880.1_21	QGNH01000880.1	QGNH01000880.1	21	12352	13362	-1	D			YP_010668236.1	YP_010668236.1 major head protein [Burkholderia phage BgManors32]	False	0.359	187.0	1.061e-50	Uncharacterized protein conserved in bacteria (DUF2184) [PF09950.12]	VOG02112	sp|A0A0U5AF03|CAPSD_BPK22 Major capsid protein; Xs	Xs	0	False	VF
QGNH01000880.1_22	QGNH01000880.1	QGNH01000880.1	22	13374	13886	-1	E										VOG19058	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01000880.1_23	QGNH01000880.1	QGNH01000880.1	23	13902	15224	-1	C	K09960	uncharacterized protein	YP_010668238.1	YP_010668238.1 head maturation protease [Burkholderia phage BgManors32]	False	0.261	141.0	7.098000000000002e-34	Uncharacterized protein conserved in bacteria (DUF2213) [PF09979.12]	VOG02460	sp|P44180|Y1405_HAEIN Uncharacterized protein HI_1405; Xu	Xu	0	False	F
QGNH01000880.1_24	QGNH01000880.1	QGNH01000880.1	24	15492	15842	-1	D			YP_010668100.1	YP_010668100.1 head protein [Burkholderia phage Magia]	False	0.529	91.0	6.812000000000001e-21	Phage Mu protein F like protein [PF04233.17]				0	False	F
