KC117376.1_orf64	704fbdf01229b6b950504860dc254b29	594	MobiDBLite	mobidb-lite	consensus disorder prediction	527	559	-	T	24-06-2023	-	-
KC117376.1_orf64	704fbdf01229b6b950504860dc254b29	594	Pfam	PF03237	Terminase large subunit, T4likevirus-type, N-terminal	76	285	4.3E-5	T	24-06-2023	-	-
KC117376.1_orf64	704fbdf01229b6b950504860dc254b29	594	MobiDBLite	mobidb-lite	consensus disorder prediction	512	594	-	T	24-06-2023	-	-
KC117376.1_orf64	704fbdf01229b6b950504860dc254b29	594	Gene3D	G3DSA:3.30.420.240	-	318	506	2.9E-20	T	24-06-2023	-	-
KC117376.1_orf64	704fbdf01229b6b950504860dc254b29	594	Gene3D	G3DSA:3.40.50.300	-	2	226	1.5E-36	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
KC117376.1_orf80	efc00f4527fdeaa6d2c9473319ddae70	507	MobiDBLite	mobidb-lite	consensus disorder prediction	458	507	-	T	24-06-2023	-	-
KC117376.1_orf80	efc00f4527fdeaa6d2c9473319ddae70	507	MobiDBLite	mobidb-lite	consensus disorder prediction	482	496	-	T	24-06-2023	-	-
KC117376.1_orf1009	02a595664ec63005feeb1785878ec5b0	959	Gene3D	G3DSA:3.30.565.10	-	84	353	1.8E-12	T	24-06-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
KC117376.1_orf1009	02a595664ec63005feeb1785878ec5b0	959	MobiDBLite	mobidb-lite	consensus disorder prediction	13	32	-	T	24-06-2023	-	-
KC117376.1_orf1009	02a595664ec63005feeb1785878ec5b0	959	MobiDBLite	mobidb-lite	consensus disorder prediction	648	678	-	T	24-06-2023	-	-
KC117376.1_orf1009	02a595664ec63005feeb1785878ec5b0	959	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	193	317	1.03E-7	T	24-06-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
KC117376.1_orf1352	b147a46bc1e90d8c25a337903a042d7b	919	Gene3D	G3DSA:1.10.132.60	-	733	919	1.2E-7	T	24-06-2023	IPR042087	DNA polymerase family B, thumb domain
KC117376.1_orf1352	b147a46bc1e90d8c25a337903a042d7b	919	Gene3D	G3DSA:3.30.420.10	-	189	411	1.8E-45	T	24-06-2023	IPR036397	Ribonuclease H superfamily
KC117376.1_orf1352	b147a46bc1e90d8c25a337903a042d7b	919	Gene3D	G3DSA:3.90.1600.10	Palm domain of DNA polymerase	470	732	6.7E-42	T	24-06-2023	IPR023211	DNA polymerase, palm domain superfamily
KC117376.1_orf1352	b147a46bc1e90d8c25a337903a042d7b	919	SUPERFAMILY	SSF56672	DNA/RNA polymerases	469	903	5.39E-67	T	24-06-2023	IPR043502	DNA/RNA polymerase superfamily
KC117376.1_orf1352	b147a46bc1e90d8c25a337903a042d7b	919	SMART	SM00486	polmehr3	186	646	2.9E-48	T	24-06-2023	IPR006172	DNA-directed DNA polymerase, family B
KC117376.1_orf1352	b147a46bc1e90d8c25a337903a042d7b	919	Gene3D	G3DSA:3.30.342.10	DNA Polymerase, chain B, domain 1	48	176	5.2E-14	T	24-06-2023	-	-
KC117376.1_orf1352	b147a46bc1e90d8c25a337903a042d7b	919	Pfam	PF00136	DNA polymerase family B	440	760	2.1E-26	T	24-06-2023	IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain
KC117376.1_orf1352	b147a46bc1e90d8c25a337903a042d7b	919	Coils	Coil	Coil	544	564	-	T	24-06-2023	-	-
KC117376.1_orf1352	b147a46bc1e90d8c25a337903a042d7b	919	Pfam	PF03104	DNA polymerase family B, exonuclease domain	67	363	1.0E-24	T	24-06-2023	IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain
KC117376.1_orf1352	b147a46bc1e90d8c25a337903a042d7b	919	PANTHER	PTHR10322	DNA POLYMERASE CATALYTIC SUBUNIT	56	802	3.7E-76	T	24-06-2023	-	-
KC117376.1_orf1352	b147a46bc1e90d8c25a337903a042d7b	919	SUPERFAMILY	SSF53098	Ribonuclease H-like	57	430	4.76E-54	T	24-06-2023	IPR012337	Ribonuclease H-like superfamily
KC117376.1_orf208	db67dbb0ad9ca8f9d0da96b1890b7556	655	Coils	Coil	Coil	308	328	-	T	24-06-2023	-	-
KC117376.1_orf208	db67dbb0ad9ca8f9d0da96b1890b7556	655	Coils	Coil	Coil	44	71	-	T	24-06-2023	-	-
KC117376.1_orf208	db67dbb0ad9ca8f9d0da96b1890b7556	655	MobiDBLite	mobidb-lite	consensus disorder prediction	630	649	-	T	24-06-2023	-	-
KC117376.1_orf208	db67dbb0ad9ca8f9d0da96b1890b7556	655	MobiDBLite	mobidb-lite	consensus disorder prediction	601	655	-	T	24-06-2023	-	-
KC117376.1_orf208	db67dbb0ad9ca8f9d0da96b1890b7556	655	MobiDBLite	mobidb-lite	consensus disorder prediction	601	618	-	T	24-06-2023	-	-
KC117376.1_orf208	db67dbb0ad9ca8f9d0da96b1890b7556	655	MobiDBLite	mobidb-lite	consensus disorder prediction	92	111	-	T	24-06-2023	-	-
KC117376.1_orf1223	b596bbece8af1d99686c7294a153025f	519	Coils	Coil	Coil	473	493	-	T	24-06-2023	-	-
KC117376.1_orf1223	b596bbece8af1d99686c7294a153025f	519	MobiDBLite	mobidb-lite	consensus disorder prediction	489	519	-	T	24-06-2023	-	-
KC117376.1_orf1223	b596bbece8af1d99686c7294a153025f	519	MobiDBLite	mobidb-lite	consensus disorder prediction	494	510	-	T	24-06-2023	-	-
