Name	Count
16_Embden Meyerhof-Parnos (EMP)	160
17_Gluconeogenesis	78
10_TCA cycle	196
01_Fermentation	1953
02_Homoacetogenesis	136
21_Cellular response to stress	7507
06_Amino acid utilization biosynthesis metabolism	2774
12_Transporters	688
14_Methanogenesis	213
15_Methylotrophy	135
19_Saccharide and derivated synthesis	908
20_Hydrolysis of polymers	826
11_Nitrogen cycle	119
05_Fatty acid oxidation	332
09_Carbohydrate Active enzyme - CAZy	250
08_Hydrocarbon degradation	128
07_Nucleic acid metabolism	877
18_Sulfur compounds metabolism	235
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	17
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	33
13_Hydrogen metabolism	43
