locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOKABNPG_00001	CDS	660				hypothetical protein
HOKABNPG_00002	CDS	624	pqiA		COG2995	Intermembrane transport protein PqiA
HOKABNPG_00003	CDS	2301	yebT		COG3008	Intermembrane transport protein YebT
HOKABNPG_00004	CDS	279	rpsT		COG0268	30S ribosomal protein S20
HOKABNPG_00005	CDS	1539	murJ		COG0728	putative lipid II flippase MurJ
HOKABNPG_00006	CDS	951	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
HOKABNPG_00007	CDS	2832	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
HOKABNPG_00008	CDS	516	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
HOKABNPG_00009	CDS	438	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
HOKABNPG_00010	CDS	948	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
HOKABNPG_00011	CDS	477				hypothetical protein
HOKABNPG_00012	CDS	183				hypothetical protein
HOKABNPG_00013	CDS	654				hypothetical protein
HOKABNPG_00014	CDS	456				hypothetical protein
HOKABNPG_00015	CDS	390				hypothetical protein
HOKABNPG_00016	CDS	1098	thiO	1.4.3.19		Glycine oxidase
HOKABNPG_00017	CDS	231				hypothetical protein
HOKABNPG_00018	CDS	1020	bamD			Outer membrane protein assembly factor BamD
HOKABNPG_00019	CDS	1059	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
HOKABNPG_00020	CDS	741	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
HOKABNPG_00021	CDS	2565	clpB		COG0542	Chaperone protein ClpB
HOKABNPG_00022	tRNA	76				tRNA-Asn(gtt)
HOKABNPG_00023	tRNA	77				tRNA-Pro(tgg)
HOKABNPG_00024	tRNA	76				tRNA-Lys(ttt)
HOKABNPG_00025	tRNA	77				tRNA-Pro(tgg)
HOKABNPG_00026	tRNA	76				tRNA-Lys(ttt)
HOKABNPG_00027	CDS	1296	ndh	1.6.99.3	COG1252	NADH dehydrogenase
HOKABNPG_00028	CDS	174				hypothetical protein
HOKABNPG_00029	CDS	630				hypothetical protein
HOKABNPG_00030	CDS	684				hypothetical protein
HOKABNPG_00031	CDS	201	yacG			DNA gyrase inhibitor YacG
HOKABNPG_00032	CDS	624	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
HOKABNPG_00033	CDS	867	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
HOKABNPG_00034	CDS	1209	gspF		COG1459	Putative type II secretion system protein F
HOKABNPG_00035	CDS	411	pilA			Fimbrial protein
HOKABNPG_00036	tRNA	76				tRNA-Thr(cgt)
HOKABNPG_00037	CDS	1314	intA_1		COG0582	Prophage integrase IntA
HOKABNPG_00038	CDS	993				hypothetical protein
HOKABNPG_00039	CDS	270				hypothetical protein
HOKABNPG_00040	CDS	303				hypothetical protein
HOKABNPG_00041	CDS	648				hypothetical protein
HOKABNPG_00042	CDS	483				hypothetical protein
HOKABNPG_00043	CDS	333				hypothetical protein
HOKABNPG_00044	CDS	306				hypothetical protein
HOKABNPG_00045	CDS	216				hypothetical protein
HOKABNPG_00046	CDS	291				hypothetical protein
HOKABNPG_00047	CDS	225				hypothetical protein
HOKABNPG_00048	CDS	891	traC	2.7.7.-		DNA primase TraC
HOKABNPG_00049	CDS	1800				hypothetical protein
HOKABNPG_00050	CDS	303				hypothetical protein
HOKABNPG_00051	CDS	600				hypothetical protein
HOKABNPG_00052	CDS	939				hypothetical protein
HOKABNPG_00053	CDS	588				hypothetical protein
HOKABNPG_00054	CDS	3369	smc_1			Chromosome partition protein Smc
HOKABNPG_00055	CDS	285				hypothetical protein
HOKABNPG_00056	CDS	609				hypothetical protein
HOKABNPG_00057	CDS	315				hypothetical protein
HOKABNPG_00058	CDS	294				hypothetical protein
HOKABNPG_00059	CDS	108				hypothetical protein
HOKABNPG_00060	CDS	204				hypothetical protein
HOKABNPG_00061	CDS	522				hypothetical protein
HOKABNPG_00062	CDS	729				hypothetical protein
HOKABNPG_00063	CDS	219				hypothetical protein
HOKABNPG_00064	CDS	1128				hypothetical protein
HOKABNPG_00065	CDS	384				hypothetical protein
HOKABNPG_00066	CDS	315				hypothetical protein
HOKABNPG_00067	CDS	750				hypothetical protein
HOKABNPG_00068	CDS	813	rsbQ			Sigma factor SigB regulation protein RsbQ
HOKABNPG_00069	CDS	1167	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
HOKABNPG_00070	CDS	963				hypothetical protein
HOKABNPG_00071	CDS	1254	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
HOKABNPG_00072	CDS	3831				hypothetical protein
HOKABNPG_00073	CDS	360				hypothetical protein
HOKABNPG_00074	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
HOKABNPG_00075	CDS	1341	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
HOKABNPG_00076	CDS	489	greB_1			Transcription elongation factor GreB
HOKABNPG_00077	CDS	357				hypothetical protein
HOKABNPG_00078	CDS	1854				hypothetical protein
HOKABNPG_00079	CDS	489				hypothetical protein
HOKABNPG_00080	CDS	2439				hypothetical protein
HOKABNPG_00081	CDS	339				hypothetical protein
