	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_048877.1_1	NC_048877.1	NC_048877.1	1	1	564	-1	E			YP_009859495.1	YP_009859495.1 hypothetical protein HWD33_gp01 [Microbacterium phage Phedro]	True	0.98	389.0	5.5950000000000005e-123									VOG22749	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048877.1_2	NC_048877.1	NC_048877.1	2	662	1480	-1	D			YP_009859496.1	YP_009859496.1 DNA primase/polymerase [Microbacterium phage Phedro]	True	0.991	571.0	1.223e-184								Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]				0	False	F
NC_048877.1_3	NC_048877.1	NC_048877.1	3	1493	2896	-1	C	K06919	putative DNA primase/helicase	YP_009859497.1	YP_009859497.1 DNA primase [Microbacterium phage Phedro]	True	0.957	941.0	6.68e-309								Family of unknown function (DUF5906) [PF19263.2]	VOG00749	sp|P10277|PRIM_BPP4 Putative P4-specific DNA primase; XhXr	Xr;Xh	0	False	VF
NC_048877.1_4	NC_048877.1	NC_048877.1	4	2957	3073	-1	E			YP_009859498.1	YP_009859498.1 hypothetical protein HWD33_gp04 [Microbacterium phage Phedro]	False	0.901	74.0	1.008e-16									VOG06787	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048877.1_5	NC_048877.1	NC_048877.1	5	3136	4377	-1	E			YP_009859499.1	YP_009859499.1 DNA helicase [Microbacterium phage Phedro]	True	1.0	895.0	5.4419999999999996e-294									VOG00205	sp|Q9T1Q7|VP41_BPAPS Putative protein p41; Xu	Xu	0	False	F
NC_048877.1_6	NC_048877.1	NC_048877.1	6	4370	4930	-1	D			YP_009859500.1	YP_009859500.1 hypothetical protein HWD33_gp06 [Microbacterium phage Phedro]	True	0.977	385.0	9.125e-122								Domain of unknown function (DUF6378) [PF19905.2]	VOG00810	sp|Q05265|VG55_BPML5 Gene 55 protein; Xu	Xu	0	False	F
NC_048877.1_7	NC_048877.1	NC_048877.1	7	4923	5180	-1	D			YP_009859501.1	YP_009859501.1 WhiB family transcription factor [Microbacterium phage Phedro]	False	0.993	181.0	7.6e-53								Transcription factor WhiB [PF02467.19]				0	False	F
NC_048877.1_8	NC_048877.1	NC_048877.1	8	5210	5761	-1	E			YP_009859502.1	YP_009859502.1 hypothetical protein HWD33_gp08 [Microbacterium phage Phedro]	True	0.96	372.0	3.604e-117									VOG01020	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048877.1_9	NC_048877.1	NC_048877.1	9	5736	6092	-1	E			YP_009859503.1	YP_009859503.1 NrdH-like glutaredoxin [Microbacterium phage Phedro]	False	0.995	250.0	1.94e-76												0	False	
NC_048877.1_10	NC_048877.1	NC_048877.1	10	6148	8346	-1	C	K02334	DNA polymerase bacteriophage-type [EC:2.7.7.7]	YP_009859504.1	YP_009859504.1 DNA polymerase I [Microbacterium phage Phedro]	True	0.992	1534.0	0.0								DNA polymerase family A [PF00476.23]	VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xr;Xh	0	False	V
NC_048877.1_11	NC_048877.1	NC_048877.1	11	8333	8533	-1	E			YP_009859505.1	YP_009859505.1 hypothetical protein HWD33_gp11 [Microbacterium phage Phedro]	False	0.987	140.0	4.213e-39									VOG34295	REFSEQ hypothetical protein; Xu	Xu	0	False	
