	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
KC292020_KC292020.1_1	KC292020	KC292020.1	1	2	244	1	E											0
KC292020_KC292020.1_2	KC292020	KC292020.1	2	394	945	-1	D										Halobacterial output domain 1 [PF18545.4]	0
KC292020_KC292020.1_3	KC292020	KC292020.1	3	1305	2081	1	E											0
KC292020_KC292020.1_4	KC292020	KC292020.1	4	2074	2337	1	E											0
KC292020_KC292020.1_5	KC292020	KC292020.1	5	2448	2555	1	E											0
KC292020_KC292020.1_6	KC292020	KC292020.1	6	2558	2752	1	E											0
KC292020_KC292020.1_7	KC292020	KC292020.1	7	2789	2995	1	E											0
KC292020_KC292020.1_8	KC292020	KC292020.1	8	3088	4785	1	E											0
KC292020_KC292020.1_9	KC292020	KC292020.1	9	4800	6239	1	E											0
KC292020_KC292020.1_10	KC292020	KC292020.1	10	6239	6529	1	E											0
KC292020_KC292020.1_11	KC292020	KC292020.1	11	6526	7287	1	E											0
KC292020_KC292020.1_12	KC292020	KC292020.1	12	7294	7725	1	E											0
KC292020_KC292020.1_13	KC292020	KC292020.1	13	7749	8264	1	E											0
KC292020_KC292020.1_14	KC292020	KC292020.1	14	8306	9262	1	E											0
KC292020_KC292020.1_15	KC292020	KC292020.1	15	9308	9748	1	E											0
KC292020_KC292020.1_16	KC292020	KC292020.1	16	9748	10092	1	E											0
KC292020_KC292020.1_17	KC292020	KC292020.1	17	10095	13208	1	E											0
KC292020_KC292020.1_18	KC292020	KC292020.1	18	13210	13431	1	E											0
KC292020_KC292020.1_19	KC292020	KC292020.1	19	13468	13977	1	E											0
KC292020_KC292020.1_20	KC292020	KC292020.1	20	13987	15279	1	E											0
KC292020_KC292020.1_21	KC292020	KC292020.1	21	15308	15853	1	E											0
KC292020_KC292020.1_22	KC292020	KC292020.1	22	15908	16378	1	E											0
