	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000464.1_1	QGNH01000464.1	QGNH01000464.1	1	3	500	1	E															0	False	F
QGNH01000464.1_2	QGNH01000464.1	QGNH01000464.1	2	439	708	1	E															0	False	F
QGNH01000464.1_3	QGNH01000464.1	QGNH01000464.1	3	752	967	1	D	YP_009909763.1	YP_009909763.1 cold shock protein [Escherichia phage 2H10]	False	0.507	62.0	1.039e-11	'Cold-shock' DNA-binding domain [PF00313.25]								0	False	F
QGNH01000464.1_4	QGNH01000464.1	QGNH01000464.1	4	942	1130	-1	E															0	False	F
QGNH01000464.1_5	QGNH01000464.1	QGNH01000464.1	5	1279	1473	-1	E															0	False	F
QGNH01000464.1_6	QGNH01000464.1	QGNH01000464.1	6	1473	1700	-1	E															0	False	F
QGNH01000464.1_7	QGNH01000464.1	QGNH01000464.1	7	1933	2118	1	E															0	False	F
QGNH01000464.1_8	QGNH01000464.1	QGNH01000464.1	8	2139	2498	1	E	YP_007002014.1	YP_007002014.1 terminase small subunit [Brucella phage Tb]	False	0.389	67.0	1.289e-12						VOG00189	REFSEQ terminase small subunit; Xu	Xu	0	False	F
QGNH01000464.1_9	QGNH01000464.1	QGNH01000464.1	9	2514	4829	1	E	YP_010078348.1	YP_010078348.1 terminase large subunit [Ralstonia phage Gamede]	False	0.286	241.0	4.398e-64						VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000464.1_10	QGNH01000464.1	QGNH01000464.1	10	4868	7216	1	D	YP_007518354.1	YP_007518354.1 portal protein [Vibrio phage VvAW1]	False	0.218	165.0	6.337e-40	Phage P22-like portal protein [PF16510.8]					VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xp;Xh;Xs;Xr	0	False	VF
QGNH01000464.1_11	QGNH01000464.1	QGNH01000464.1	11	7237	8160	1	E															0	False	
QGNH01000464.1_12	QGNH01000464.1	QGNH01000464.1	12	8341	9588	1	D	YP_007518352.1	YP_007518352.1 major head protein [Vibrio phage VvAW1]	False	0.223	113.0	4.965000000000001e-25	P22 coat protein - gene protein 5 [PF11651.11]								0	False	
QGNH01000464.1_13	QGNH01000464.1	QGNH01000464.1	13	9620	9955	1	E															0	False	
QGNH01000464.1_14	QGNH01000464.1	QGNH01000464.1	14	9955	10896	1	E															0	False	
QGNH01000464.1_15	QGNH01000464.1	QGNH01000464.1	15	10897	12693	1	E															0	False	
QGNH01000464.1_16	QGNH01000464.1	QGNH01000464.1	16	12693	12986	1	E															0	False	
QGNH01000464.1_17	QGNH01000464.1	QGNH01000464.1	17	12999	13622	1	E															0	False	
