	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000427.1_1	QGNH01000427.1	QGNH01000427.1	1	1	585	1	E	YP_010765799.1	YP_010765799.1 hypothetical protein QGM56_gp40 [Pseudomonas phage vB_PaeP_E220]	False	0.377	112.0	5.880000000000001e-27		VOG30053	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000427.1_2	QGNH01000427.1	QGNH01000427.1	2	592	744	1	E											0	False	F
QGNH01000427.1_3	QGNH01000427.1	QGNH01000427.1	3	744	1277	1	E											0	False	F
QGNH01000427.1_4	QGNH01000427.1	QGNH01000427.1	4	1279	3396	1	D	YP_007518354.1	YP_007518354.1 portal protein [Vibrio phage VvAW1]	False	0.272	209.0	3.816e-54	Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xp;Xh;Xr;Xs	0	False	VF
QGNH01000427.1_5	QGNH01000427.1	QGNH01000427.1	5	3570	4664	1	E											0	False	F
QGNH01000427.1_6	QGNH01000427.1	QGNH01000427.1	6	4707	5948	1	D	YP_007518352.1	YP_007518352.1 major head protein [Vibrio phage VvAW1]	False	0.211	98.0	3.2540000000000004e-20	P22 coat protein - gene protein 5 [PF11651.11]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	VF
QGNH01000427.1_7	QGNH01000427.1	QGNH01000427.1	7	6018	6980	1	E											0	False	F
QGNH01000427.1_8	QGNH01000427.1	QGNH01000427.1	8	7032	7481	1	E											0	False	F
QGNH01000427.1_9	QGNH01000427.1	QGNH01000427.1	9	7485	7862	1	E											0	False	F
QGNH01000427.1_10	QGNH01000427.1	QGNH01000427.1	10	7872	8621	1	E								VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000427.1_11	QGNH01000427.1	QGNH01000427.1	11	8628	10334	1	D	YP_009222582.1	YP_009222582.1 head closure Hc3 [Rhodoferax phage P26218]	False	0.265	198.0	1.1379999999999998e-51	Phage stabilisation protein [PF11134.11]	VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	F
