	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001065.1_1	QGNH01001065.1	QGNH01001065.1	1	904	1146	1	E																		0	False	F
QGNH01001065.1_2	QGNH01001065.1	QGNH01001065.1	2	1472	1840	1	E																		0	False	F
QGNH01001065.1_3	QGNH01001065.1	QGNH01001065.1	3	1884	2285	1	E																		0	False	F
QGNH01001065.1_4	QGNH01001065.1	QGNH01001065.1	4	2480	2581	1	E																		0	False	F
QGNH01001065.1_5	QGNH01001065.1	QGNH01001065.1	5	2757	3245	1	E																		0	False	F
QGNH01001065.1_6	QGNH01001065.1	QGNH01001065.1	6	3461	3625	-1	E																		0	False	F
QGNH01001065.1_7	QGNH01001065.1	QGNH01001065.1	7	3664	5313	1	D	YP_010082619.1	YP_010082619.1 terminase large subunit [Arthrobacter phage Salgado]	False	0.322	234.0	8.144e-64								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001065.1_8	QGNH01001065.1	QGNH01001065.1	8	5398	5640	1	E																		0	False	
QGNH01001065.1_9	QGNH01001065.1	QGNH01001065.1	9	5640	9071	1	D	YP_009819676.1	YP_009819676.1 portal protein [Arthrobacter phage Sonali]	False	0.249	329.0	2.9e-90	MER0180352	N11	MER0180352 - family N11 unassigned peptide lyases (Thermodesulfovibrio yellowstonii) [N11.UPW]#N11#{peptidase unit: 219-389, 560-596}~source ACI21751~	False	81.0	7.388e-14	0.27	NUDIX domain [PF00293.31]				0	False	PF
QGNH01001065.1_10	QGNH01001065.1	QGNH01001065.1	10	9081	9314	1	E																		0	False	F
QGNH01001065.1_11	QGNH01001065.1	QGNH01001065.1	11	9886	10242	1	E																		0	False	F
QGNH01001065.1_12	QGNH01001065.1	QGNH01001065.1	12	10269	10757	-1	D	YP_004421517.1	YP_004421517.1 endonuclease VII [Synechococcus phage S-CBS2]	False	0.392	103.0	2.459e-24								Recombination endonuclease VII [PF02945.18]	VOG00049	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	F
