locus_tag	ftype	length_bp	gene	EC_number	COG	product
POKPLKPO_00001	CDS	459				hypothetical protein
POKPLKPO_00002	CDS	1920	gatE	6.3.5.-	COG2511	Glutamyl-tRNA(Gln) amidotransferase subunit E
POKPLKPO_00003	CDS	297				hypothetical protein
POKPLKPO_00004	CDS	693				hypothetical protein
POKPLKPO_00005	CDS	1215	mat	2.5.1.6	COG1812	S-adenosylmethionine synthase
POKPLKPO_00006	CDS	789	thi4	2.4.2.59	COG1635	Thiamine thiazole synthase
POKPLKPO_00007	CDS	495	ard1	2.3.1.255	COG0456	N-alpha-acetyltransferase
POKPLKPO_00008	CDS	1344	miaB_1	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
POKPLKPO_00009	CDS	1008				hypothetical protein
POKPLKPO_00010	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
POKPLKPO_00011	CDS	975	mfnF	2.5.1.131	COG1548	(4-{4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine synthase
POKPLKPO_00012	CDS	399				hypothetical protein
POKPLKPO_00013	CDS	1059			COG0668	Small-conductance mechanosensitive channel MscMJ
POKPLKPO_00014	CDS	1053		3.4.24.-	COG0517	Zinc metalloprotease
POKPLKPO_00015	CDS	882				hypothetical protein
POKPLKPO_00016	CDS	1023				hypothetical protein
POKPLKPO_00017	CDS	978				hypothetical protein
POKPLKPO_00018	CDS	441				hypothetical protein
POKPLKPO_00019	CDS	699				hypothetical protein
POKPLKPO_00020	CDS	246				hypothetical protein
POKPLKPO_00021	CDS	1053	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
POKPLKPO_00022	CDS	591	purO	3.5.4.10	COG3363	IMP cyclohydrolase
POKPLKPO_00023	CDS	705	queC	6.3.4.20		7-cyano-7-deazaguanine synthase
POKPLKPO_00024	CDS	1377				hypothetical protein
POKPLKPO_00025	CDS	606	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
