	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334492_MZ334492.1_1	MZ334492	MZ334492.1	1	2	238	1	E											0
MZ334492_MZ334492.1_2	MZ334492	MZ334492.1	2	388	939	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334492_MZ334492.1_3	MZ334492	MZ334492.1	3	1299	2075	1	E											0
MZ334492_MZ334492.1_4	MZ334492	MZ334492.1	4	2068	2331	1	E											0
MZ334492_MZ334492.1_5	MZ334492	MZ334492.1	5	2442	2549	1	E											0
MZ334492_MZ334492.1_6	MZ334492	MZ334492.1	6	2552	2746	1	E											0
MZ334492_MZ334492.1_7	MZ334492	MZ334492.1	7	2783	2989	1	E											0
MZ334492_MZ334492.1_8	MZ334492	MZ334492.1	8	3082	4779	1	E											0
MZ334492_MZ334492.1_9	MZ334492	MZ334492.1	9	4794	6233	1	E											0
MZ334492_MZ334492.1_10	MZ334492	MZ334492.1	10	6233	6523	1	E											0
MZ334492_MZ334492.1_11	MZ334492	MZ334492.1	11	6520	7281	1	E											0
MZ334492_MZ334492.1_12	MZ334492	MZ334492.1	12	7288	7719	1	E											0
MZ334492_MZ334492.1_13	MZ334492	MZ334492.1	13	7743	8258	1	E											0
MZ334492_MZ334492.1_14	MZ334492	MZ334492.1	14	8300	9256	1	E											0
MZ334492_MZ334492.1_15	MZ334492	MZ334492.1	15	9302	9742	1	E											0
MZ334492_MZ334492.1_16	MZ334492	MZ334492.1	16	9742	10086	1	E											0
MZ334492_MZ334492.1_17	MZ334492	MZ334492.1	17	10089	13202	1	E											0
MZ334492_MZ334492.1_18	MZ334492	MZ334492.1	18	13204	13425	1	E											0
MZ334492_MZ334492.1_19	MZ334492	MZ334492.1	19	13462	13971	1	E											0
MZ334492_MZ334492.1_20	MZ334492	MZ334492.1	20	13981	15273	1	E											0
MZ334492_MZ334492.1_21	MZ334492	MZ334492.1	21	15302	15847	1	E											0
MZ334492_MZ334492.1_22	MZ334492	MZ334492.1	22	15902	16372	1	E											0
MZ334492_MZ334492.1_23	MZ334492	MZ334492.1	23	16449	16685	1	E											0
MZ334492_MZ334492.1_24	MZ334492	MZ334492.1	24	16688	18508	1	E											0
MZ334492_MZ334492.1_25	MZ334492	MZ334492.1	25	18509	19072	1	E											0
