	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000307.1_1	QGNH01000307.1	QGNH01000307.1	1	3	1676	-1	E	YP_009596879.1	YP_009596879.1 tail length tape measure protein [Propionibacterium phage B3]	False	0.418	66.0	6.643e-10												0	False	F
QGNH01000307.1_2	QGNH01000307.1	QGNH01000307.1	2	1860	2303	-1	E																		0	False	F
QGNH01000307.1_3	QGNH01000307.1	QGNH01000307.1	3	2335	2937	-1	E																		0	False	F
QGNH01000307.1_4	QGNH01000307.1	QGNH01000307.1	4	2880	3440	-1	D														Protein of unknown function (DUF2586) [PF10758.12]				0	False	F
QGNH01000307.1_5	QGNH01000307.1	QGNH01000307.1	5	3657	4535	-1	E																		0	False	F
QGNH01000307.1_6	QGNH01000307.1	QGNH01000307.1	6	4558	5160	-1	E																		0	False	F
QGNH01000307.1_7	QGNH01000307.1	QGNH01000307.1	7	5162	5623	-1	E																		0	False	
QGNH01000307.1_8	QGNH01000307.1	QGNH01000307.1	8	5613	6032	-1	E																		0	False	
QGNH01000307.1_9	QGNH01000307.1	QGNH01000307.1	9	6210	6620	-1	E																		0	False	
QGNH01000307.1_10	QGNH01000307.1	QGNH01000307.1	10	6614	7303	-1	D														Mu-like prophage major head subunit gpT [PF10124.12]				0	False	
QGNH01000307.1_11	QGNH01000307.1	QGNH01000307.1	11	7368	8144	-1	E																		0	False	
QGNH01000307.1_12	QGNH01000307.1	QGNH01000307.1	12	8206	9762	-1	D	YP_010000199.1	YP_010000199.1 head maturation protease [Pectobacterium phage MA11]	False	0.293	109.0	2.708e-23	MER0058790	S49B	MER0058790 - protein C (bacteriophage lambda) (Magnetospirillum magneticum) [S49.003]#S49B#{peptidase unit: 90-261}~source Q2WAE6_MAGSA~	False	132.0	3.689e-30	0.418	Peptidase family S49 [PF01343.21]; Clp protease [PF00574.26]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xs;Xh	0	False	VPF
QGNH01000307.1_13	QGNH01000307.1	QGNH01000307.1	13	9759	11003	-1	D														Protein of unknown function (DUF935) [PF06074.15]				0	False	F
QGNH01000307.1_14	QGNH01000307.1	QGNH01000307.1	14	11202	12812	-1	E	YP_009004271.1	YP_009004271.1 exonuclease [Clavibacter phage CN1A]	False	0.203	97.0	1.512e-19									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000307.1_15	QGNH01000307.1	QGNH01000307.1	15	12775	13296	-1	E																		0	False	F
