	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000577.1_1	QGNH01000577.1	QGNH01000577.1	1	1	390	-1	E			YP_355371.1	YP_355371.1 gp36 [Burkholderia phage Bcep176]	False	0.383	89.0	3.0040000000000005e-20						VOG04555	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000577.1_2	QGNH01000577.1	QGNH01000577.1	2	425	523	-1	E																	0	False	F
QGNH01000577.1_3	QGNH01000577.1	QGNH01000577.1	3	481	891	-1	D									GIY-YIG catalytic domain [PF01541.27]								0	False	F
QGNH01000577.1_4	QGNH01000577.1	QGNH01000577.1	4	893	1096	-1	D									Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]; Cro/C1-type HTH DNA-binding domain [PF13443.9]								0	False	F
QGNH01000577.1_5	QGNH01000577.1	QGNH01000577.1	5	1508	2038	1	E																	0	False	F
QGNH01000577.1_6	QGNH01000577.1	QGNH01000577.1	6	2028	2162	1	E																	0	False	F
QGNH01000577.1_7	QGNH01000577.1	QGNH01000577.1	7	2455	2769	-1	E																	0	False	F
QGNH01000577.1_8	QGNH01000577.1	QGNH01000577.1	8	2723	2965	-1	E																	0	False	F
QGNH01000577.1_9	QGNH01000577.1	QGNH01000577.1	9	2982	3377	-1	E																	0	False	F
QGNH01000577.1_10	QGNH01000577.1	QGNH01000577.1	10	3485	4609	-1	E																	0	False	F
QGNH01000577.1_11	QGNH01000577.1	QGNH01000577.1	11	4647	4976	-1	E																	0	False	F
QGNH01000577.1_12	QGNH01000577.1	QGNH01000577.1	12	5041	15906	-1	D			YP_010765880.1	YP_010765880.1 putative internal virion polymerase [Pseudomonas phage phiC725A]	True	0.485	712.0	6.406e-204	N-6 DNA Methylase [PF02384.19]								0	False	
QGNH01000577.1_13	QGNH01000577.1	QGNH01000577.1	13	15929	16465	-1	E																	0	False	
QGNH01000577.1_14	QGNH01000577.1	QGNH01000577.1	14	16506	18137	-1	E																	0	False	
QGNH01000577.1_15	QGNH01000577.1	QGNH01000577.1	15	18146	18727	-1	E																	0	False	
QGNH01000577.1_16	QGNH01000577.1	QGNH01000577.1	16	19270	19761	-1	E																	0	False	
QGNH01000577.1_17	QGNH01000577.1	QGNH01000577.1	17	19772	20302	-1	E																	0	False	
QGNH01000577.1_18	QGNH01000577.1	QGNH01000577.1	18	20275	20697	-1	E																	0	False	
QGNH01000577.1_19	QGNH01000577.1	QGNH01000577.1	19	20697	20966	-1	E																	0	False	
