	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000287.1_1	QGNH01000287.1	QGNH01000287.1	1	3	245	-1	E											0	False	F
QGNH01000287.1_2	QGNH01000287.1	QGNH01000287.1	2	306	1685	-1	D	YP_009273501.1	YP_009273501.1 hypothetical protein BH789_gp019 [Gordonia phage GMA6]	False	0.441	67.0	2.663e-10	Mu-like prophage I protein [PF10123.12]				0	False	F
QGNH01000287.1_3	QGNH01000287.1	QGNH01000287.1	3	1970	3640	-1	D	YP_010082724.1	YP_010082724.1 portal protein [Arthrobacter phage Wheelbite]	True	0.455	356.0	4.201e-105	Protein of unknown function (DUF935) [PF06074.15]	VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
QGNH01000287.1_4	QGNH01000287.1	QGNH01000287.1	4	3651	4682	-1	E											0	False	F
QGNH01000287.1_5	QGNH01000287.1	QGNH01000287.1	5	4679	6172	-1	E	YP_024846.1	YP_024846.1 Pas60 [Actinoplanes phage phiAsp2]	True	0.464	403.0	2.843e-122		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000287.1_6	QGNH01000287.1	QGNH01000287.1	6	6346	6594	-1	E											0	False	
QGNH01000287.1_7	QGNH01000287.1	QGNH01000287.1	7	6597	7709	-1	E											0	False	
QGNH01000287.1_8	QGNH01000287.1	QGNH01000287.1	8	7706	8494	-1	E											0	False	
QGNH01000287.1_9	QGNH01000287.1	QGNH01000287.1	9	8522	9508	-1	E											0	False	
QGNH01000287.1_10	QGNH01000287.1	QGNH01000287.1	10	9749	10225	-1	E											0	False	F
QGNH01000287.1_11	QGNH01000287.1	QGNH01000287.1	11	10300	10620	1	E											0	False	F
QGNH01000287.1_12	QGNH01000287.1	QGNH01000287.1	12	10945	11190	1	E											0	False	F
QGNH01000287.1_13	QGNH01000287.1	QGNH01000287.1	13	12297	12734	1	E											0	False	F
QGNH01000287.1_14	QGNH01000287.1	QGNH01000287.1	14	13874	14248	1	E											0	False	F
QGNH01000287.1_15	QGNH01000287.1	QGNH01000287.1	15	14245	14511	1	E											0	False	F
QGNH01000287.1_16	QGNH01000287.1	QGNH01000287.1	16	14582	14674	-1	E											0	False	F
