	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001902.1_1	QGNH01001902.1	QGNH01001902.1	1	237	2513	1	E											0	False	F
QGNH01001902.1_2	QGNH01001902.1	QGNH01001902.1	2	2510	2683	1	E											0	False	F
QGNH01001902.1_3	QGNH01001902.1	QGNH01001902.1	3	2813	4369	1	D	YP_009823358.1	YP_009823358.1 putative terminase large subunit [Escherichia phage PTXU04]	False	0.308	136.0	1.084e-31	Terminase RNaseH-like domain [PF17289.5]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001902.1_4	QGNH01001902.1	QGNH01001902.1	4	4408	5274	1	D							HipA-like kinase [PF20613.1]				0	False	F
QGNH01001902.1_5	QGNH01001902.1	QGNH01001902.1	5	5357	6193	1	D							Protein of unknown function (DUF3037) [PF11236.11]				0	False	
QGNH01001902.1_6	QGNH01001902.1	QGNH01001902.1	6	6478	7755	1	D	YP_009819676.1	YP_009819676.1 portal protein [Arthrobacter phage Sonali]	False	0.194	66.0	3.003e-10	Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xp;Xs;Xr	0	False	V
QGNH01001902.1_7	QGNH01001902.1	QGNH01001902.1	7	7819	8319	1	E											0	False	
QGNH01001902.1_8	QGNH01001902.1	QGNH01001902.1	8	9002	9970	1	E											0	False	
QGNH01001902.1_9	QGNH01001902.1	QGNH01001902.1	9	10172	10834	1	E											0	False	F
QGNH01001902.1_10	QGNH01001902.1	QGNH01001902.1	10	10824	11216	1	E											0	False	F
QGNH01001902.1_11	QGNH01001902.1	QGNH01001902.1	11	11363	11848	1	E											0	False	F
QGNH01001902.1_12	QGNH01001902.1	QGNH01001902.1	12	11848	12822	1	E											0	False	F
QGNH01001902.1_13	QGNH01001902.1	QGNH01001902.1	13	12862	15177	1	E											0	False	F
QGNH01001902.1_14	QGNH01001902.1	QGNH01001902.1	14	15221	15448	1	E											0	False	F
